,Unnamed: 0,docid,string,label,start,end,Remove
69118,69118,8307,JUAN SALVADOR,PER,78,80,0
49506,49506,5556,JUAN SALVADOR,PER,78,80,0
64399,64399,7716,JUAN SALVADOR,PER,7,9,0
57506,57506,6733,JUAN SALVADOR,PER,78,80,0
47418,47418,5266,JUAN SALVADOR,PER,78,80,0
60228,60228,7094,JUAN SALVADOR,PER,0,2,0
60128,60128,7075,JUAN SALVADOR,PER,37,39,0
68843,68843,8274,JUAN SALVADOR,PER,79,81,0
71686,71686,8578,JUAN SALVADOR,PER,250,252,0
56601,56601,6562,JUAN SALVADOR,PER,43,45,0
64491,64491,7727,JUAN SALVADOR RUIZ,PER,29,32,0
57483,57483,6731,JUAN SALVADOR RUIZ,PER,0,3,0
64483,64483,7726,JUAN SALVADOR RUIZ,PER,0,3,0
56525,56525,6554,JUAN SALVADOR RUIZ,PER,119,122,0
57457,57457,6726,JUAN SALVADOR RUIZ,PER,0,3,0
57449,57449,6724,JUAN SALVADOR RUIZ,PER,0,3,0
64474,64474,7725,JUAN SALVADOR RUIZ,PER,0,3,0
56519,56519,6554,JUAN SALVADOR RUIZ,PER,54,57,0
56643,56643,6565,JUAN SALVADOR RUIZ,PER,33,36,0
64452,64452,7723,JUAN SALVADOR RUIZ,PER,0,3,0
53610,53610,6156,JUAN SALVADOR RUIZ,PER,10,13,0
71717,71717,8582,JUAN SALVADOR RUIZ,PER,17,20,0
57488,57488,6732,JUAN SALVADOR RUIZ,PER,0,3,0
53623,53623,6157,JUAN SALVADOR RUIZ,PER,78,81,0
56713,56713,6575,JUAN SALVADOR RUIZ,PER,0,3,0
53631,53631,6159,JUAN SALVADOR RUIZ,PER,15,18,0
64431,64431,7721,JUAN SALVADOR RUIZ,PER,25,28,0
56710,56710,6574,JUAN SALVADOR RUIZ,PER,53,56,0
64505,64505,7729,JUAN SALVADOR RUIZ,PER,14,17,0
64423,64423,7720,JUAN SALVADOR RUIZ,PER,0,3,0
56698,56698,6572,JUAN SALVADOR RUIZ,PER,23,26,0
64422,64422,7719,JUAN SALVADOR RUIZ,PER,0,3,0
71529,71529,8572,JUAN SALVADOR RUIZ,PER,714,717,0
60159,60159,7081,JUAN SALVADOR RUIZ,PER,3,6,0
64493,64493,7728,JUAN SALVADOR RUIZ,PER,0,3,0
62112,62112,7388,JUAN SALVADOR RUIZ,PER,32,35,0
51992,51992,5925,JUAN SIMON,PER,0,2,0
47291,47291,5246,JUAN SIMON,PER,204,206,0
52069,52069,5943,JUAN SIMON,PER,0,2,0
52109,52109,5952,JUAN SIMON DE GUTIERREZ,PER,9,13,0
52402,52402,5987,JUAN SIMON GUTIERREZ,PER,16,19,0
52229,52229,5969,JUAN SIMON GUTIERREZ,PER,18,21,0
52230,52230,5970,JUAN SIMON GUTIERREZ,PER,0,3,0
52245,52245,5972,JUAN SIMON GUTIERREZ,PER,19,22,0
55943,55943,6449,JUAN SIMON GUTIERREZ,PER,24,27,0
43256,43256,4724,JUAN SIMON GUTIERREZ,PER,33,36,0
49665,49665,5583,JUAN SIMON GUTIERREZ,PER,41,44,0
52249,52249,5973,JUAN SIMON GUTIERREZ,PER,29,32,0
52440,52440,5990,JUAN SIMON GUTIERREZ,PER,275,278,0
52252,52252,5974,JUAN SIMON GUTIERREZ,PER,0,3,0
43107,43107,4691,JUAN SIMON GUTIERREZ,PER,27,30,0
52263,52263,5975,JUAN SIMON GUTIERREZ,PER,5,8,0
52434,52434,5990,JUAN SIMON GUTIERREZ,PER,228,231,0
52281,52281,5975,JUAN SIMON GUTIERREZ,PER,257,260,0
52290,52290,5976,JUAN SIMON GUTIERREZ,PER,0,3,0
52306,52306,5977,JUAN SIMON GUTIERREZ,PER,18,21,0
52307,52307,5978,JUAN SIMON GUTIERREZ,PER,0,3,0
52316,52316,5979,JUAN SIMON GUTIERREZ,PER,25,28,0
52318,52318,5980,JUAN SIMON GUTIERREZ,PER,0,3,0
52337,52337,5981,JUAN SIMON GUTIERREZ,PER,8,11,0
52340,52340,5982,JUAN SIMON GUTIERREZ,PER,0,3,0
52350,52350,5983,JUAN SIMON GUTIERREZ,PER,0,3,0
52363,52363,5984,JUAN SIMON GUTIERREZ,PER,0,3,0
52367,52367,5985,JUAN SIMON GUTIERREZ,PER,0,3,0
52416,52416,5990,JUAN SIMON GUTIERREZ,PER,27,30,0
52374,52374,5986,JUAN SIMON GUTIERREZ,PER,14,17,0
52408,52408,5989,JUAN SIMON GUTIERREZ,PER,4,7,0
52405,52405,5988,JUAN SIMON GUTIERREZ,PER,11,14,0
52147,52147,5959,JUAN SIMON GUTIERREZ,PER,0,3,0
52073,52073,5944,JUAN SIMON GUTIERREZ,PER,23,26,0
52055,52055,5939,JUAN SIMON GUTIERREZ,PER,0,3,0
52172,52172,5962,JUAN SIMON GUTIERREZ,PER,0,3,0
52058,52058,5940,JUAN SIMON GUTIERREZ,PER,7,10,0
52061,52061,5940,JUAN SIMON GUTIERREZ,PER,48,51,0
52064,52064,5941,JUAN SIMON GUTIERREZ,PER,0,3,0
52067,52067,5942,JUAN SIMON GUTIERREZ,PER,13,16,0
52169,52169,5961,JUAN SIMON GUTIERREZ,PER,0,3,0
51995,51995,5926,JUAN SIMON GUTIERREZ,PER,9,12,0
52131,52131,5956,JUAN SIMON GUTIERREZ,PER,5,8,0
52127,52127,5955,JUAN SIMON GUTIERREZ,PER,0,3,0
52077,52077,5945,JUAN SIMON GUTIERREZ,PER,11,14,0
52082,52082,5946,JUAN SIMON GUTIERREZ,PER,31,34,0
52124,52124,5954,JUAN SIMON GUTIERREZ,PER,9,12,0
52114,52114,5953,JUAN SIMON GUTIERREZ,PER,0,3,0
52085,52085,5947,JUAN SIMON GUTIERREZ,PER,0,3,0
52091,52091,5948,JUAN SIMON GUTIERREZ,PER,13,16,0
52104,52104,5951,JUAN SIMON GUTIERREZ,PER,5,8,0
52052,52052,5938,JUAN SIMON GUTIERREZ,PER,31,34,0
52098,52098,5950,JUAN SIMON GUTIERREZ,PER,10,13,0
52047,52047,5937,JUAN SIMON GUTIERREZ,PER,13,16,0
52040,52040,5935,JUAN SIMON GUTIERREZ,PER,2,5,0
52155,52155,5960,JUAN SIMON GUTIERREZ,PER,0,3,0
52142,52142,5958,JUAN SIMON GUTIERREZ,PER,0,3,0
52136,52136,5957,JUAN SIMON GUTIERREZ,PER,14,17,0
52219,52219,5968,JUAN SIMON GUTIERREZ,PER,0,3,0
52207,52207,5967,JUAN SIMON GUTIERREZ,PER,0,3,0
52204,52204,5966,JUAN SIMON GUTIERREZ,PER,41,44,0
52197,52197,5965,JUAN SIMON GUTIERREZ,PER,27,30,0
52043,52043,5936,JUAN SIMON GUTIERREZ,PER,0,3,0
52183,52183,5964,JUAN SIMON GUTIERREZ,PER,0,3,0
51997,51997,5927,JUAN SIMON GUTIERREZ,PER,0,3,0
51999,51999,5928,JUAN SIMON GUTIERREZ,PER,4,7,0
52011,52011,5929,JUAN SIMON GUTIERREZ,PER,8,11,0
52020,52020,5930,JUAN SIMON GUTIERREZ,PER,14,17,0
52025,52025,5932,JUAN SIMON GUTIERREZ,PER,0,3,0
52030,52030,5933,JUAN SIMON GUTIERREZ,PER,31,34,0
52033,52033,5934,JUAN SIMON GUTIERREZ,PER,8,11,0
52037,52037,5934,JUAN SIMON GUTIERREZ,PER,34,37,0
52182,52182,5963,JUAN SIMON GUTIERREZ,PER,13,16,0
52093,52093,5949,JUAN SIMON GUTIERREZ,PER,0,3,0
66026,66026,7963,JUAN TIRADO,PER,29,31,0
65497,65497,7897,JUAN TONTERA,PER,50,52,0
66016,66016,7962,JUAN TYRADO,PER,12,14,0
57951,57951,6794,JUAN VAL MOL,PER,36,39,0
63984,63984,7659,JUAN VAN MOL,PER,52,55,0
63990,63990,7659,JUAN VAN MOL,PER,148,151,0
64003,64003,7661,JUAN VAN MOL,PER,8,11,0
58105,58105,6810,JUAN VAN MOL,PER,5,8,0
58121,58121,6811,JUAN VAN MOL,PER,6,9,0
58047,58047,6807,JUAN VAN MOL,PER,0,3,0
42828,42828,4648,JUAN VAN MOL,PER,36,39,0
42792,42792,4644,JUAN VAN MOL,PER,0,3,0
71397,71397,8568,JUAN VAN MOL,PER,146,149,0
58034,58034,6805,JUAN VAN MOL,PER,73,76,0
58030,58030,6805,JUAN VAN MOL,PER,40,43,0
71378,71378,8567,JUAN VAN MOL,PER,48,51,0
63975,63975,7658,JUAN VAN MOL,PER,90,93,0
65490,65490,7897,JUAN VAN MOL,PER,6,9,0
57658,57658,6755,JUAN VAN MOL,PER,32,35,0
57803,57803,6771,JUAN VAN MOL,PER,291,294,0
57832,57832,6776,JUAN VAN MOL,PER,0,3,0
57826,57826,6775,JUAN VAN MOL,PER,14,17,0
57823,57823,6774,JUAN VAN MOL,PER,23,26,0
57820,57820,6773,JUAN VAN MOL,PER,24,27,0
57806,57806,6772,JUAN VAN MOL,PER,7,10,0
57620,57620,6748,JUAN VAN MOL,PER,33,36,0
57799,57799,6771,JUAN VAN MOL,PER,229,232,0
57784,57784,6771,JUAN VAN MOL,PER,59,62,0
57767,57767,6770,JUAN VAN MOL,PER,0,3,0
57765,57765,6769,JUAN VAN MOL,PER,0,3,0
57761,57761,6766,JUAN VAN MOL,PER,25,28,0
57623,57623,6749,JUAN VAN MOL,PER,18,21,0
57627,57627,6750,JUAN VAN MOL,PER,0,3,0
57729,57729,6764,JUAN VAN MOL,PER,7,10,0
57725,57725,6763,JUAN VAN MOL,PER,54,57,0
57723,57723,6763,JUAN VAN MOL,PER,25,28,0
57715,57715,6762,JUAN VAN MOL,PER,37,40,0
57707,57707,6761,JUAN VAN MOL,PER,64,67,0
57684,57684,6759,JUAN VAN MOL,PER,7,10,0
57682,57682,6758,JUAN VAN MOL,PER,77,80,0
57674,57674,6757,JUAN VAN MOL,PER,116,119,0
57672,57672,6757,JUAN VAN MOL,PER,78,81,0
57635,57635,6751,JUAN VAN MOL,PER,28,31,0
57663,57663,6756,JUAN VAN MOL,PER,36,39,0
57651,57651,6754,JUAN VAN MOL,PER,32,35,0
57833,57833,6777,JUAN VAN MOL,PER,0,3,0
57646,57646,6753,JUAN VAN MOL,PER,18,21,0
57643,57643,6752,JUAN VAN MOL,PER,68,71,0
49982,49982,5624,JUAN VAN MOL,PER,0,3,0
57969,57969,6797,JUAN VAN MOL,PER,25,28,0
55220,55220,6392,JUAN VAN MOL,PER,25,28,0
60541,60541,7148,JUAN VAN MOL,PER,118,121,0
57993,57993,6800,JUAN VAN MOL,PER,0,3,0
57601,57601,6745,JUAN VAN MOL,PER,25,28,0
57925,57925,6792,JUAN VAN MOL,PER,26,29,0
57910,57910,6791,JUAN VAN MOL,PER,0,3,0
57908,57908,6790,JUAN VAN MOL,PER,27,30,0
57843,57843,6779,JUAN VAN MOL,PER,23,26,0
57901,57901,6788,JUAN VAN MOL,PER,0,3,0
57898,57898,6787,JUAN VAN MOL,PER,40,43,0
57606,57606,6746,JUAN VAN MOL,PER,10,13,0
57891,57891,6786,JUAN VAN MOL,PER,48,51,0
49980,49980,5623,JUAN VAN MOL,PER,108,111,0
57873,57873,6784,JUAN VAN MOL,PER,0,3,0
57871,57871,6783,JUAN VAN MOL,PER,0,3,0
57611,57611,6747,JUAN VAN MOL,PER,8,11,0
57866,57866,6781,JUAN VAN MOL,PER,19,22,0
57851,57851,6780,JUAN VAN MOL,PER,23,26,0
57849,57849,6780,JUAN VAN MOL,PER,2,5,0
57845,57845,6779,JUAN VAN MOL,PER,65,68,0
57971,57971,6798,JUAN VAN MOL,PER,0,3,0
57986,57986,6799,JUAN VAN MOL,PER,41,44,0
49967,49967,5622,JUAN VANMOL,PER,54,56,0
57835,57835,6778,JUAN VANMOL,PER,0,2,0
71722,71722,8582,JUAN VELAZQUEZ DE MENDOZA,PER,36,40,0
56813,56813,6589,JUAN VERDUGO,PER,7,9,0
63220,63220,7551,JUAN VERDUGO,PER,7,9,0
68940,68940,8286,JUAN VERDUGO,PER,15,17,0
63903,63903,7650,JUAN VERDUGO,PER,6,8,0
69044,69044,8294,JUAN VERDUGO,PER,7,9,0
69106,69106,8306,JUAN VERDUGO,PER,0,2,0
51322,51322,5811,JUAN VERDUGO DE AVILA,PER,95,99,0
47423,47423,5266,JUAN VERDUGO DE AVILA,PER,95,99,0
64591,64591,7747,JUAN VERDUGO DE AVILA,PER,14,18,0
43148,43148,4697,JUAN VERDUGO DE AVILA,PER,95,99,0
49511,49511,5556,JUAN VERDUGO DE AVILA,PER,95,99,0
57511,57511,6733,JUAN VERDUGO DE AVILA,PER,95,99,0
49343,49343,5530,JUAN VERDUGO DE AVILA,PER,95,99,0
55198,55198,6388,JUAN VERDUGO DE AVILA,PER,39,43,0
66270,66270,7993,JUAN VERDUGO DE AVILA,PER,97,101,0
51265,51265,5804,JUAN VERDUGO DE AVILA,PER,96,100,0
69246,69246,8325,JUAN VERDUGO DE AVILA,PER,8,12,0
63096,63096,7532,JUAN VERDUGO DE AVILA,PER,96,100,0
69250,69250,8326,JUAN VERDUGO DE AVILA,PER,7,11,0
69072,69072,8299,JUAN VERDUGO DE AVILA,PER,0,4,0
69062,69062,8297,JUAN VERDUGO DE AVILA,PER,7,11,0
69081,69081,8300,JUAN VERDUGO DE AVILA,PER,8,12,0
69059,69059,8296,JUAN VERDUGO DE AVILA,PER,7,11,0
69094,69094,8303,JUAN VERDUGO DE AVILA,PER,0,4,0
64366,64366,7711,JUAN VERDUGO DE AVILA,PER,95,99,0
68848,68848,8274,JUAN VERDUGO DE AVILA,PER,97,101,0
69194,69194,8317,JUAN VERDUGO DE AVILA,PER,0,4,0
69068,69068,8298,JUAN VERDUGO DE AVILA,PER,11,15,0
71570,71570,8575,JUAN VERDUGO DE AVILA,PER,95,99,0
69235,69235,8324,JUAN VERDUGO DE AVILA,PER,10,14,0
69123,69123,8307,JUAN VERDUGO DE AVILA,PER,95,99,0
53381,53381,6127,JUARES,PER,23,24,0
57934,57934,6792,JUHAN MOL,PER,132,134,0
53491,53491,6140,JULIAN DE LEON,PER,0,3,0
58213,58213,6826,JULIAN DE MORALES,PER,0,3,0
58224,58224,6827,JULIAN DE MORALES,PER,67,70,0
60197,60197,7088,JULIAN JIMENEZ,PER,35,37,0
64190,64190,7691,JULIAN JIMENEZ,PER,30,32,0
50143,50143,5642,JULIAN JIMENEZ,PER,0,2,0
42849,42849,4651,JULIAN JIMENEZ,PER,42,44,0
50152,50152,5642,JULIAN JIMENEZ,PER,86,88,0
64178,64178,7689,JULIAN JIMENEZ MORENO,PER,41,44,0
56583,56583,6560,JULIAN MARTINEZ,PER,25,27,0
49176,49176,5505,Jacinta,PER,56,57,
64873,64873,7790,Jacinta Davalos,PER,52,54,0
69393,69393,8346,Jacinta Gregoria Davila,PER,11,14,0
62709,62709,7466,Jacinta Maria Osuna,PER,35,39,0
62679,62679,7463,Jacinta Maria Osuna,PER,36,40,0
54186,54186,6255,Jacinta Tamayo,PER,39,41,0
49090,49090,5499,Jacinta Montes,PER,498,501,0
48966,48966,5481,Jacinta Montes,PER,6,9,0
49072,49072,5499,Jacinta Montes,PER,105,108,0
49098,49098,5499,Jacinta Montes,PER,669,672,0
48672,48672,5443,Jacinta Montes,PER,37,40,0
49103,49103,5499,Jacinta Montes,PER,745,748,0
63613,63613,7605,Jacinta Pedrosa,PER,13,16,
63598,63598,7602,Jacinta Pedrosa,PER,17,20,
63765,63765,7633,Jacinta Pedrosa,PER,3,6,
63872,63872,7647,Jacinta Pedrosa Bitero,PER,39,43,
63779,63779,7634,Jacinta Pedrosa Bueno,PER,42,46,0
66840,66840,8061,Jacinta Rosales,PER,9,12,0
67789,67789,8154,Jacinta Rosales y Castañeda,PER,121,126,0
70513,70513,8499,Jacinta Zarate,PER,82,85,
69703,69703,8377,Jacinta Zarate,PER,9,12,
70523,70523,8499,Jacinta Zarate,PER,186,189,
70545,70545,8499,Jacinta Zarate,PER,400,403,
5158,5158,713,Jacinto Alonso,PER,4,6,
70847,70847,8513,Jacinto Antonio,PER,29,31,
70858,70858,8513,Jacinto Antonio Francisco,PER,63,66,
64578,64578,7745,Jacinto Bernal,PER,0,2,
20154,20154,2217,Jacinto Castelles,PER,57,59,
20160,20160,2217,Jacinto Castelles,PER,166,168,
47615,47615,5294,Jacinto Cosme Herrera,PER,1,5,0
48287,48287,5384,Jacinto Esteban,PER,11,13,
57690,57690,6759,Jacinto Esteban,PER,68,70,
57679,57679,6758,Jacinto Esteban,PER,41,43,
49233,49233,5514,Jacinto Felijo,PER,36,38,
62426,62426,7429,Jacinto Manuel,PER,1,3,
52640,52640,6016,Jacinto Manuel Arroyo,PER,2,6,0
43303,43303,4727,Jacinto Mesia,PER,7,9,0
43366,43366,4734,Jacinto Mesia,PER,9,11,0
44731,44731,4927,Jacinto Orteaga,PER,41,43,
39577,39577,4216,Jacinto Pimentel,PER,13,15,0
15672,15672,1740,Jacinto Pimentel,PER,797,799,0
16607,16607,1814,Jacinto Pimentel,PER,85,87,0
29794,29794,3177,Jacinto Pimentel,PER,282,284,0
15688,15688,1740,Jacinto Pimentel,PER,1415,1417,0
64862,64862,7789,Jacinto Perez Santillan,PER,80,84,0
65014,65014,7807,Jacinto Roques,PER,73,75,
43422,43422,4746,Jacinto Ruiz Ojero,PER,7,10,
43405,43405,4743,Jacinto Ruiz Ojero,PER,7,10,
55046,55046,6371,Jacinto Serrano,PER,1,3,0
55106,55106,6378,Jacinto Serrano,PER,1,3,0
52633,52633,6015,Jacinto Ara,PER,2,5,
58554,58554,6871,Jacinto Araujo,PER,25,28,0
12784,12784,1460,Jacinto Arcos,PER,120,123,0
53859,53859,6189,Jacinto Castilla,PER,48,51,
53030,53030,6080,Jacinto Chaves,PER,7,10,0
52999,52999,6076,Jacinto Chaves,PER,149,152,0
53113,53113,6092,Jacinto Chaves,PER,510,513,0
71448,71448,8570,Jacinto Espinosa,PER,317,320,0
66231,66231,7988,Jacinto Medina,PER,0,3,0
7577,7577,1018,Jacinto Morales,PER,28,31,0
59374,59374,7027,Jacinto Morales Hurtado,PER,2,6,0
59391,59391,7029,Jacinto Morales Hurtado,PER,30,34,0
59387,59387,7029,Jacinto Morales Hurtado,PER,2,6,0
21346,21346,2327,Jacinto Ocampo,PER,2220,2223,0
29343,29343,3133,Jacinto Ocampo,PER,1660,1663,0
51144,51144,5776,Jacinto Peralta,PER,17,20,0
39576,39576,4216,Jacinto Soto,PER,0,3,0
9683,9683,1201,Jacinto Carpio,PER,921,924,0
21496,21496,2331,Jacinto Carpio,PER,1543,1546,0
70734,70734,8504,Jacob,PER,1690,1691,
63527,63527,7589,Jacobo,PER,286,288,
45349,45349,4992,Jacobo Muñoz,PER,0,2,0
55350,55350,6408,Jacobo Alca,PER,316,319,
4231,4231,538,Jacome Aleman,PER,33,35,0
69292,69292,8330,Jacome Arcegani,PER,236,238,
9051,9051,1167,Jacome Pedemontte Carlos Badaraco,PER,39,43,
1060,1060,150,Jacome Alegro,PER,5,8,
11049,11049,1297,Jacome Riberol,PER,2,5,
18916,18916,2030,Jaen,PER,11,12,
28650,28650,3083,Jaen ocanpo,PER,48,51,
14163,14163,1627,Jaime Baltanel,PER,27,29,
44560,44560,4903,Jaime Seiba,PER,39,41,
57612,57612,6747,Jaspar Adame,PER,17,19,
51908,51908,5898,Jeraldo Monforte,PER,12,14,
37932,37932,4000,Jeronima Estrada- y universales,PER,471,476,
23019,23019,2489,Jeronima Pineda,PER,18,21,0
5142,5142,711,Jeronimo Belarte,PER,3,5,
5141,5141,710,Jeronimo Belarte,PER,36,38,
8061,8061,1061,Jeronimo Blanquet,PER,20,22,
54796,54796,6340,Jeronimo Delgado,PER,33,35,0
27573,27573,2985,Jeronimo Hernandez,PER,0,2,0
36393,36393,3811,Jeronimo Hernandez,PER,28,30,0
38536,38536,4081,Jeronimo Hernandez,PER,51,53,0
35326,35326,3726,Jeronimo Hernandez,PER,0,2,0
35917,35917,3786,Jeronimo Hernandez,PER,9,11,0
35905,35905,3785,Jeronimo Hernandez,PER,3,5,0
36422,36422,3815,Jeronimo Hernandez,PER,117,119,0
35932,35932,3788,Jeronimo Hernandez,PER,0,2,0
36106,36106,3793,Jeronimo Hernandez,PER,456,458,0
35876,35876,3780,Jeronimo Hernandez,PER,0,2,0
35394,35394,3735,Jeronimo Hernandez,PER,4,6,0
34519,34519,3628,Jeronimo Hernandez,PER,60,62,0
35482,35482,3744,Jeronimo Hernandez,PER,26,28,0
35523,35523,3750,Jeronimo Hernandez,PER,18,20,0
38860,38860,4118,Jeronimo Lucente,PER,261,263,
9752,9752,1204,Jeronimo Lucente,PER,317,319,
6906,6906,961,Jeronimo Mendez,PER,182,184,0
4723,4723,644,Jeronimo Monzon,PER,2,4,0
65362,65362,7883,Jeronimo Morillo Bermudez,PER,30,33,0
25318,25318,2738,Jeronimo Ramires,PER,25,27,
20819,20819,2292,Jeronimo Ramirez,PER,35,37,0
12764,12764,1458,Jeronimo Ramirez,PER,270,272,0
878,878,123,Jeronimo Rodriguez,PER,2,4,
4923,4923,674,Jeronimo Rodriguez,PER,40,42,
3699,3699,411,Jeronimo Rodriguez,PER,5,7,
3582,3582,384,Jeronimo Rondan,PER,198,200,
65193,65193,7856,Jeronimo Tiburacio,PER,16,18,
17246,17246,1847,Jeronimo Velazquez,PER,419,421,0
13090,13090,1484,Jeronimo Bera,PER,1593,1596,
5313,5313,740,Jeronimo Cardenas,PER,4,7,0
3805,3805,441,Jeronimo Frias,PER,5,8,0
37737,37737,3977,Jeronimo Guzman,PER,44,47,
17222,17222,1846,Jeronimo Lara,PER,100,103,0
21150,21150,2322,Jeronimo Lara Escribano Publico,PER,34,39,0
8005,8005,1052,Jeronimo Monardes,PER,5,8,0
28830,28830,3099,Jeronimo Orbaneja,PER,597,600,0
60535,60535,7148,Jeronimo Ortega Arana,PER,29,33,0
8682,8682,1115,Jeronimo Torres,PER,84,87,0
8671,8671,1113,Jeronimo Torres,PER,55,58,0
8034,8034,1056,Jeronimo Villanueva,PER,32,35,0
22824,22824,2464,Jeronimo Fuente,PER,22,26,0
28274,28274,3045,Jeronimo los Olivos y Rio,PER,7,13,0
23021,23021,2489,Jeronimo delos Olivos,PER,33,36,
44248,44248,4835,Jerusalen,PER,2126,2128,
67732,67732,8149,Jeronima Campoverde,PER,15,17,
56034,56034,6464,Jeronima Cecilia Aguilar,PER,3,7,0
52181,52181,5963,Jeronima Dionisia,PER,8,10,
58191,58191,6822,Jeronima Campo,PER,23,26,0
59226,59226,6999,Jeronima Jauregui,PER,32,35,0
61132,61132,7240,Jeronima Luna,PER,30,33,0
46505,46505,5143,Jeronima Quadros,PER,1,4,0
65685,65685,7921,Jeronima San Miguel,PER,65,69,
65689,65689,7921,Jeronima San Miguel,PER,106,110,
60697,60697,7176,Jeronima Silva,PER,8,11,0
64112,64112,7679,Jeronima Valle,PER,10,13,0
43240,43240,4721,Jeronimo,PER,177,178,
44114,44114,4827,Jeronimo Alavarre,PER,18,20,
51443,51443,5834,Jeronimo Balfacon,PER,290,292,
67476,67476,8118,Jeronimo Banuelos Carrasquilla Estrada,PER,30,35,0
59421,59421,7033,Jeronimo Brabo,PER,337,339,
61375,61375,7274,Jeronimo Delgado,PER,35,37,0
45788,45788,5044,Jeronimo Delgado,PER,18,20,0
53968,53968,6226,Jeronimo Delgado,PER,21,23,0
67017,67017,8077,Jeronimo Delgado,PER,10,12,0
61381,61381,7275,Jeronimo Delgado,PER,19,21,0
54848,54848,6346,Jeronimo Delgado,PER,27,29,0
59622,59622,7039,Jeronimo Fernandez,PER,868,870,0
60785,60785,7188,Jeronimo Franco Sandoval,PER,20,24,0
62347,62347,7422,Jeronimo Garcia,PER,38,40,
48295,48295,5385,Jeronimo Gaytan seda,PER,26,31,0
52915,52915,6057,Jeronimo Guerra,PER,0,2,0
46103,46103,5092,Jeronimo Guindal,PER,57,59,
46137,46137,5095,Jeronimo Guindal,PER,57,59,
46090,46090,5091,Jeronimo Guindal,PER,50,52,
46077,46077,5090,Jeronimo Guindal,PER,54,56,
46064,46064,5089,Jeronimo Guindal,PER,55,57,
46042,46042,5087,Jeronimo Guindal,PER,54,56,
46029,46029,5086,Jeronimo Guindal,PER,55,57,
44466,44466,4890,Jeronimo Gomez Cerda,PER,10,15,0
43691,43691,4793,Jeronimo Joseph Vega y Valdes,PER,13,20,0
57407,57407,6716,Jeronimo Laureano,PER,322,324,
57381,57381,6715,Jeronimo Laureano,PER,5,7,
67216,67216,8100,Jeronimo Leal,PER,126,128,0
67022,67022,8079,Jeronimo Leal,PER,8,10,0
67088,67088,8086,Jeronimo Leal,PER,1,3,0
67059,67059,8081,Jeronimo Leal,PER,66,68,0
67447,67447,8116,Jeronimo Leal,PER,96,98,0
63792,63792,7634,Jeronimo Losada Lorenzo,PER,550,553,0
54217,54217,6261,Jeronimo Martin,PER,0,2,
71431,71431,8570,Jeronimo Mejia,PER,173,175,0
53347,53347,6122,Jeronimo Navarro,PER,1,3,0
61170,61170,7245,Jeronimo Ortiz,PER,12,14,0
60223,60223,7093,Jeronimo Ortiz Sandoval,PER,1,5,0
47321,47321,5251,Jeronimo Perez,PER,11,13,
66022,66022,7963,Jeronimo Perez,PER,0,2,
71039,71039,8543,Jeronimo Rodriguez Enriquez,PER,0,3,
69061,69061,8297,Jeronimo Romero,PER,0,2,0
56386,56386,6528,Jeronimo Saitores Iriano,PER,0,4,
65333,65333,7879,Jeronimo Salguero,PER,26,28,0
68200,68200,8206,Jeronimo Simonel,PER,108,110,
61697,61697,7329,Jeronimo Tirado,PER,11,13,0
64998,64998,7806,Jeronimo Zuñiga,PER,10,12,
52459,52459,5992,Jeronimo --,PER,18,21,
64243,64243,7700,Jeronimo Arce,PER,1,4,0
45420,45420,5000,Jeronimo Bobadilla,PER,27,30,0
57402,57402,6716,Jeronimo Chaves,PER,291,294,0
57383,57383,6715,Jeronimo Chaves,PER,14,17,0
57359,57359,6710,Jeronimo Chaves,PER,15,18,0
57456,57456,6725,Jeronimo Chaves,PER,16,19,0
58748,58748,6899,Jeronimo Contabarria,PER,9,12,
64080,64080,7673,Jeronimo Coronado,PER,19,22,0
58762,58762,6899,Jeronimo Cortabarria,PER,154,157,0
58776,58776,6900,Jeronimo Cortabarria,PER,79,82,0
58405,58405,6854,Jeronimo Goberri,PER,53,56,
60036,60036,7063,Jeronimo Gongora,PER,0,3,0
46150,46150,5096,Jeronimo Grandal,PER,51,54,
71400,71400,8569,Jeronimo Guevara,PER,11,14,0
45145,45145,4957,Jeronimo Guevara,PER,23,26,0
45122,45122,4954,Jeronimo Guevara,PER,11,14,0
44848,44848,4938,Jeronimo Guevara,PER,29,32,0
44933,44933,4950,Jeronimo Guevara,PER,11,14,0
48733,48733,5450,Jeronimo Guevara,PER,11,14,0
44883,44883,4943,Jeronimo Guevara,PER,32,35,0
71385,71385,8568,Jeronimo Guevara,PER,11,14,0
58056,58056,6808,Jeronimo Guevara,PER,42,45,0
62860,62860,7494,Jeronimo Guzman,PER,12,15,
49087,49087,5499,Jeronimo Larda,PER,399,402,
50451,50451,5683,Jeronimo Morales,PER,97,100,0
50446,50446,5683,Jeronimo Morales,PER,29,32,0
50428,50428,5681,Jeronimo Morales,PER,54,57,0
50437,50437,5682,Jeronimo Morales,PER,19,22,0
60393,60393,7124,Jeronimo Ribera,PER,102,105,0
71451,71451,8570,Jeronimo Ribera,PER,333,336,0
60568,60568,7151,Jeronimo Ribera,PER,57,60,0
57605,57605,6746,Jeronimo Ribera,PER,1,4,0
60287,60287,7106,Jeronimo Rojas,PER,101,104,
50769,50769,5724,Jeronimo Rojas,PER,109,112,
45962,45962,5073,Jeronimo Tondero,PER,0,3,
71031,71031,8541,Jeronimo Tordera,PER,16,19,
71114,71114,8551,Jeronimo Tordera,PER,167,170,
