,Unnamed: 0,docid,string,label,start,end,Remove
24478,24478,2646,francisco ocanpo,PER,0,3,
25404,25404,2748,francisco ocanpo,PER,98,101,
25380,25380,2743,francisco ocanpo,PER,535,538,
25400,25400,2748,francisco ocanpo,PER,57,60,
14551,14551,1666,francisco ocanpo,PER,137,140,
25375,25375,2743,francisco ocanpo,PER,421,424,
28748,28748,3091,francisco ocanpo,PER,0,3,
37399,37399,3930,francisco ocanpo,PER,6,9,
28658,28658,3084,francisco ocanpo,PER,0,3,
28711,28711,3089,francisco ocanpo,PER,0,3,
12071,12071,1405,francisco ocanpo,PER,55,58,
24527,24527,2648,francisco ocanpo,PER,104,107,
24352,24352,2630,francisco ocanpo,PER,0,3,
23325,23325,2521,francisco ocanpo,PER,27,30,
30225,30225,3223,francisco ocanpo,PER,21,24,
28655,28655,3083,francisco ocanpo,PER,128,131,
28649,28649,3083,francisco ocanpo,PER,33,36,
14598,14598,1670,francisco ocanpo,PER,65,68,
11585,11585,1360,francisco ocanpo,PER,7,10,
25555,25555,2763,francisco ocanpo,PER,21,24,
28729,28729,3090,francisco ocanpo,PER,1,4,
30252,30252,3224,francisco ocanpo,PER,159,162,
28737,28737,3090,francisco ocanpo,PER,62,65,
24363,24363,2632,francisco ocanpo,PER,0,3,
24516,24516,2647,francisco ocanpo,PER,377,380,
25354,25354,2743,francisco ocanpo,PER,0,3,
23339,23339,2521,francisco ocanpo,PER,279,282,
23337,23337,2521,francisco ocanpo,PER,227,230,
24362,24362,2631,francisco ocanpo,PER,83,86,
25366,25366,2743,francisco ocanpo,PER,185,188,
28623,28623,3081,francisco ocanpo,PER,554,557,
28625,28625,3082,francisco ocanpo,PER,0,3,
28704,28704,3088,francisco ocanpo,PER,0,3,
29291,29291,3133,francisco ocanpo,PER,515,518,
11589,11589,1360,francisco ocanpo,PER,63,66,
28673,28673,3085,francisco ocanpo,PER,0,3,
24360,24360,2631,francisco ocanpo,PER,40,43,
38101,38101,4025,francisco ocanpo,PER,4,7,
24532,24532,2649,francisco ocanpo,PER,14,17,
23333,23333,2521,francisco ocanpo,PER,146,149,
13116,13116,1485,francisco ocanpo,PER,324,327,
24517,24517,2648,francisco ocanpo,PER,0,3,
24450,24450,2643,francisco ocanpo,PER,0,3,
23526,23526,2535,francisco ocanpo,PER,155,158,
24471,24471,2644,francisco ocanpo,PER,95,98,
38995,38995,4136,francisco ocanpo,PER,0,3,
24399,24399,2638,francisco ocanpo,PER,0,3,
29254,29254,3132,francisco ocanpo,PER,214,217,
24388,24388,2636,francisco ocanpo,PER,0,3,
28562,28562,3076,francisco ocanpo,PER,187,190,
42076,42076,4540,francisco ocanpo,PER,0,3,
27359,27359,2973,francisco ocanpo,PER,74,77,
38929,38929,4126,francisco ocanpo,PER,31,34,
28594,28594,3080,francisco ocanpo,PER,66,69,
40780,40780,4360,francisco ocanpo,PER,42,45,
38952,38952,4130,francisco ocanpo,PER,0,3,
16251,16251,1769,francisco ocanpo,PER,7,10,
28565,28565,3077,francisco ocanpo,PER,0,3,
24470,24470,2644,francisco ocanpo,PER,59,62,
38999,38999,4137,francisco ocanpo,PER,0,3,
16272,16272,1771,francisco ocanpo,PER,27,30,
24381,24381,2635,francisco ocanpo,PER,0,3,
14568,14568,1667,francisco ocanpo,PER,7,10,
38942,38942,4128,francisco ocanpo,PER,0,3,
12444,12444,1433,francisco ocanpo,PER,6,9,
24465,24465,2644,francisco ocanpo,PER,6,9,
38966,38966,4132,francisco ocanpo,PER,0,3,
38926,38926,4126,francisco ocanpo,PER,11,14,
12612,12612,1444,francisco ocanpo,PER,7,10,
24443,24443,2642,francisco ocanpo,PER,0,3,
24434,24434,2641,francisco ocanpo,PER,0,3,
24430,24430,2640,francisco ocanpo,PER,25,28,
29289,29289,3133,francisco ocanpo,PER,476,479,
28602,28602,3081,francisco ocanpo,PER,48,51,
24417,24417,2639,francisco ocanpo,PER,0,3,
26826,26826,2910,francisco ocanpo,PER,175,178,
23529,23529,2535,francisco ocanpo,PER,219,222,
17687,17687,1875,francisco ocanpo,PER,236,239,
13105,13105,1485,francisco ocanpo,PER,72,75,
38987,38987,4135,francisco ocanpo,PER,0,3,
38980,38980,4134,francisco ocanpo,PER,0,3,
12594,12594,1443,francisco ocanpo,PER,7,10,
38973,38973,4133,francisco ocanpo,PER,9,12,
39900,39900,4254,francisco ocanpo,PER,78,81,
24474,24474,2645,francisco ocanpo,PER,0,3,
28598,28598,3081,francisco ocanpo,PER,1,4,
29253,29253,3132,francisco ocanpo,PER,194,197,
39006,39006,4138,francisco ocanpo,PER,0,3,
38931,38931,4127,francisco ocanpo,PER,0,3,
29346,29346,3134,francisco ocaña,PER,16,19,0
23795,23795,2566,francisco ocaña,PER,23,26,0
33928,33928,3574,francisco ontiueros,PER,158,161,
1542,1542,216,francisco ortega,PER,166,169,
6347,6347,907,francisco ortega,PER,40,43,
39399,39399,4190,francisco ortega,PER,26,29,
19591,19591,2170,francisco ortega,PER,22,25,
13957,13957,1589,francisco ortega,PER,15,18,
1036,1036,145,francisco ortega,PER,0,3,
1007,1007,139,francisco ortega,PER,74,77,
1011,1011,139,francisco ortega,PER,178,181,
31522,31522,3350,francisco ortega,PER,5,8,
1000,1000,139,francisco ortega,PER,5,8,
1543,1543,216,francisco ortega,PER,215,218,
1539,1539,216,francisco ortega,PER,75,78,
6130,6130,885,francisco ortega,PER,75,78,
19550,19550,2161,francisco ortega,PER,11,14,
1014,1014,139,francisco ortega,PER,349,352,
13675,13675,1530,francisco ortega,PER,7,10,
18885,18885,2009,francisco ortega,PER,16,19,
1541,1541,216,francisco ortega,PER,119,122,
6229,6229,899,francisco ortega,PER,39,42,
1537,1537,216,francisco ortega,PER,50,53,
37566,37566,3953,francisco paula,PER,24,27,
13502,13502,1516,francisco pedrosa,PER,261,264,
8452,8452,1091,francisco peralta,PER,13,16,0
8460,8460,1091,francisco peralta,PER,161,164,0
8457,8457,1091,francisco peralta,PER,139,142,0
32996,32996,3490,francisco pereda,PER,31,34,0
40349,40349,4299,francisco pereda,PER,9,12,0
15450,15450,1727,francisco pineda,PER,116,119,0
30685,30685,3268,francisco plazencia,PER,48,51,
40578,40578,4325,francisco porras,PER,13,16,0
28407,28407,3062,francisco quintanilla,PER,22,25,0
28417,28417,3062,francisco quintanilla,PER,274,277,0
28414,28414,3062,francisco quintanilla,PER,154,157,0
2567,2567,301,francisco reina,PER,45,48,0
7014,7014,974,francisco reyna,PER,1,4,0
7021,7021,974,francisco reyna,PER,63,66,0
12048,12048,1402,francisco ribas,PER,180,183,0
2238,2238,275,francisco ribera,PER,170,173,0
15229,15229,1712,francisco riuas,PER,232,235,
15195,15195,1711,francisco riuas,PER,31,34,
15225,15225,1712,francisco riuas,PER,151,154,
15218,15218,1712,francisco riuas,PER,54,57,
29445,29445,3143,francisco riuas,PER,615,618,
7844,7844,1036,francisco robles millan,PER,690,694,0
7849,7849,1036,francisco robles millan,PER,794,798,0
39854,39854,4248,francisco rribas,PER,107,110,
15461,15461,1727,francisco rribas,PER,428,431,
29052,29052,3117,francisco rrioxa,PER,1661,1664,
15419,15419,1725,francisco rrivas,PER,7,10,
23616,23616,2548,francisco rrobles,PER,8,11,
7841,7841,1036,francisco rrobles millan,PER,16,20,
8613,8613,1107,francisco rrobles millan,PER,1006,1010,
30972,30972,3293,francisco rrojas,PER,20,23,
29797,29797,3178,francisco rubiales filbestre,PER,0,4,0
6645,6645,938,francisco salamanca,PER,2,5,0
13663,13663,1527,francisco salamanca,PER,199,202,0
13659,13659,1527,francisco salamanca,PER,68,71,0
13665,13665,1527,francisco salamanca,PER,339,342,0
42259,42259,4562,francisco salcedo,PER,83,86,0
39820,39820,4244,francisco samaniego,PER,18,21,0
13412,13412,1509,francisco san buenaventura,PER,62,66,
322,322,52,francisco sandoval,PER,30,33,0
40903,40903,4377,francisco santa cruz,PER,8,12,
35412,35412,3737,francisco santana,PER,60,63,0
19259,19259,2130,francisco savedra,PER,18,21,
28330,28330,3052,francisco sayas catalla,PER,39,43,0
27620,27620,2988,francisco sierralta,PER,26,29,0
31020,31020,3300,francisco siguença,PER,18,21,
23197,23197,2509,francisco sigura,PER,96,99,
23189,23189,2509,francisco sigura,PER,29,32,
23217,23217,2510,francisco sigura molina,PER,13,17,0
23224,23224,2511,francisco sigura molina,PER,13,17,0
23238,23238,2513,francisco sigura molina,PER,0,4,0
6311,6311,903,francisco solis,PER,457,460,0
6287,6287,903,francisco solis,PER,44,47,0
7705,7705,1028,francisco soto,PER,63,66,0
25942,25942,2807,francisco soto,PER,19,22,0
15496,15496,1729,francisco squivel,PER,375,378,
15485,15485,1729,francisco squivel,PER,125,128,
15483,15483,1729,francisco squivel y flores,PER,63,68,0
11700,11700,1370,francisco surbaran,PER,11,14,
41793,41793,4503,francisco surbaran,PER,0,3,
41806,41806,4506,francisco surbaran,PER,17,20,
41759,41759,4498,francisco surbaran,PER,30,33,
41782,41782,4501,francisco surbaran,PER,0,3,
41774,41774,4500,francisco surbaran,PER,12,15,
41787,41787,4502,francisco surbaran,PER,0,3,
41798,41798,4504,francisco surbaran,PER,0,3,
10532,10532,1228,francisco terrera,PER,7,10,
36678,36678,3842,francisco tobar,PER,6,9,0
34250,34250,3603,francisco toro,PER,22,25,0
40579,40579,4325,francisco toro,PER,16,19,0
38676,38676,4099,francisco torres,PER,9,12,0
22645,22645,2441,francisco torres,PER,19,22,0
28587,28587,3080,francisco torres,PER,0,3,0
15111,15111,1700,francisco touar y castillo,PER,110,115,0
26976,26976,2929,francisco trueba,PER,18,21,0
7369,7369,1007,francisco truxillo,PER,17,20,
36844,36844,3868,francisco truxillo,PER,12,15,
1183,1183,166,francisco ulloa,PER,21,24,0
26356,26356,2860,francisco uzeda,PER,15,18,
18868,18868,2001,francisco valladolid,PER,3,6,
22226,22226,2382,francisco varela,PER,27,30,0
7688,7688,1027,francisco vargas,PER,110,113,0
1421,1421,201,francisco vargas,PER,945,948,0
1424,1424,201,francisco vargas,PER,956,959,0
9712,9712,1202,francisco vargas,PER,441,444,0
18312,18312,1930,francisco vargas,PER,46,49,0
1429,1429,201,francisco vargas,PER,979,982,0
6008,6008,865,francisco vargas,PER,0,3,0
6014,6014,865,francisco vargas,PER,60,63,0
1431,1431,201,francisco vargas,PER,987,990,0
15591,15591,1738,francisco vayas calvo,PER,42,46,0
16966,16966,1831,francisco vayas calvo,PER,912,916,0
16939,16939,1831,francisco vayas calvo,PER,48,52,0
19424,19424,2149,francisco vega,PER,68,71,0
19421,19421,2149,francisco vega,PER,33,36,0
31771,31771,3373,francisco vega,PER,0,3,0
5660,5660,795,francisco vega,PER,109,112,0
31739,31739,3370,francisco vega,PER,687,690,0
19427,19427,2149,francisco vega,PER,193,196,0
19438,19438,2149,francisco vega,PER,406,409,0
19448,19448,2149,francisco vegua,PER,1087,1090,
19449,19449,2149,francisco vegua,PER,1103,1106,
39306,39306,4180,francisco velasco y mexia,PER,29,34,0
17153,17153,1845,francisco vera,PER,526,529,0
26864,26864,2917,francisco villafranca,PER,0,3,0
26861,26861,2916,francisco villafranca,PER,0,3,0
11088,11088,1304,francisco villanueva,PER,57,60,0
6721,6721,947,francisco xeres,PER,25,28,
6726,6726,947,francisco xerez,PER,108,111,
3096,3096,351,francisco zelis,PER,119,122,
12605,12605,1443,francisco zervantes,PER,160,163,
41756,41756,4498,francisco zurbaran,PER,8,11,
41777,41777,4500,francisco zurbaran,PER,66,69,
41801,41801,4505,francisco zurbaran,PER,0,3,
26939,26939,2924,francisco zurbaran maeftro,PER,23,27,
41732,41732,4496,francisco zurbaran salazar,PER,0,4,0
26913,26913,2923,francisco zurbaran salazar,PER,0,4,0
27333,27333,2971,francisco ÇURBARAN,PER,609,612,
22366,22366,2404,francisco Çurbaran,PER,7,10,
24530,24530,2649,francisco çamora,PER,0,3,
34860,34860,3665,francisco çomontes,PER,23,26,
11690,11690,1369,francisco çurbaran,PER,7,10,
41719,41719,4495,francisco çurbaran,PER,0,3,
41752,41752,4497,francisco çurbaran,PER,150,153,
41742,41742,4497,francisco çurbaran salazar,PER,0,4,0
41692,41692,4492,francisco çurbaran salazar,PER,0,4,0
4299,4299,552,francisco alcazar XXIIII,PER,123,127,0
4295,4295,552,francisco alcaçar,PER,34,37,
9646,9646,1200,francisco carpio,PER,3160,3163,0
14902,14902,1695,francisco carpio,PER,250,253,0
10326,10326,1219,francisco carpio,PER,510,513,0
9958,9958,1210,francisco carpio,PER,309,312,0
9711,9711,1202,francisco carpio,PER,437,440,0
9955,9955,1210,francisco carpio,PER,294,297,0
11930,11930,1393,francisco carpio,PER,183,186,0
38943,38943,4128,francisco castillo,PER,6,9,0
28514,28514,3070,francisco castillo,PER,138,141,0
41618,41618,4481,francisco castillo,PER,0,3,0
14545,14545,1666,francisco castillo,PER,25,28,0
27072,27072,2938,francisco castillo,PER,0,3,0
40809,40809,4365,francisco castillo,PER,0,3,0
40800,40800,4364,francisco castillo,PER,0,3,0
37829,37829,3992,francisco castillo,PER,5,8,0
40815,40815,4366,francisco castillo,PER,0,3,0
27080,27080,2939,francisco castillo,PER,0,3,0
13112,13112,1485,francisco castillo,PER,272,275,0
11075,11075,1303,francisco vado,PER,33,36,
2299,2299,279,francisco delgado,PER,77,79,0
28848,28848,3100,francisco delgado,PER,33,35,0
33177,33177,3506,francisco descalona,PER,0,2,
37984,37984,4010,francisco descobar,PER,8,10,
42172,42172,4548,francisco despinosa,PER,16,18,
40823,40823,4367,francisco despinosa,PER,21,23,
30533,30533,3252,francisco dias,PER,10,12,
37517,37517,3949,francisco dias,PER,78,80,
18694,18694,1953,francisco dias vergara,PER,110,114,0
29026,29026,3117,francisco dias escº,PER,858,861,
42116,42116,4544,francisco dias medico,PER,28,31,
36435,36435,3817,francisco diaz orduña,PER,9,13,0
29407,29407,3143,francisco dionicio Riuas,PER,0,4,
39880,39880,4252,francisco dionicio rribas,PER,7,11,
39875,39875,4250,francisco dionisio Ribas,PER,245,249,0
11914,11914,1391,francisco dionisio riuas,PER,288,292,
12036,12036,1401,francisco dionisio riuas,PER,371,375,
12024,12024,1401,francisco dionisio riuas,PER,17,21,
39643,39643,4227,francisco dionisio rribas,PER,12,16,
39805,39805,4242,francisco dionisio rribas,PER,12,16,
12600,12600,1443,francisco docampo,PER,90,92,0
34420,34420,3616,francisco duarte,PER,56,58,
23109,23109,2500,francisco duarte quadros,PER,18,22,0
17316,17316,1851,francisco el,PER,246,248,
27250,27250,2963,francisco eslau flores,PER,27,31,0
28334,28334,3053,francisco estacio,PER,18,20,
6695,6695,945,francisco farfan,PER,24,26,0
22652,22652,2441,francisco fernandes,PER,117,119,0
24931,24931,2703,francisco fernandes Villalobos,PER,135,139,0
22600,22600,2433,francisco fernandes balderas,PER,32,36,0
24938,24938,2703,francisco fernandes llera,PER,253,257,0
22641,22641,2440,francisco fernandes llera,PER,0,4,0
41081,41081,4402,francisco fernandes llera,PER,3,7,0
24943,24943,2704,francisco fernandes llera,PER,3,7,0
24957,24957,2705,francisco fernandes llera,PER,7,11,0
24936,24936,2703,francisco fernandes llera,PER,177,181,0
22643,22643,2441,francisco fernandes llera,PER,0,4,0
22653,22653,2442,francisco fernandes llera,PER,0,4,0
22660,22660,2443,francisco fernandes llera,PER,0,4,0
22637,22637,2439,francisco fernandes llera,PER,0,4,0
23767,23767,2561,francisco fernandez,PER,0,2,0
19456,19456,2150,francisco fernandez,PER,19,21,0
1695,1695,229,francisco fernandez Robanejo,PER,30,33,0
1701,1701,229,francisco fernandez Robanejo,PER,117,120,0
23714,23714,2556,francisco fernandez Villalobos,PER,450,454,0
17298,17298,1849,francisco fernandez llera,PER,1688,1692,0
22298,22298,2396,francisco fernandez llera,PER,5,9,0
17270,17270,1849,francisco fernandez llera,PER,1251,1255,0
17295,17295,1849,francisco fernandez llera,PER,1604,1608,0
27125,27125,2947,francisco fernandez llera,PER,0,4,0
17263,17263,1849,francisco fernandez llera,PER,31,35,0
22634,22634,2438,francisco fernandez llera,PER,0,4,0
17283,17283,1849,francisco fernandez llera,PER,1417,1421,0
37336,37336,3921,francisco fernandez uillalobos,PER,60,64,0
37179,37179,3903,francisco fernandez uillalobos,PER,172,176,0
29404,29404,3142,francisco fernandez solis,PER,225,228,0
11982,11982,1397,francisco fernandez solis gaspar,PER,72,76,0
37221,37221,3906,francisco fernandez uillalobos,PER,104,107,0
25249,25249,2733,francisco feron,PER,16,18,
26495,26495,2872,francisco feron,PER,223,225,
26466,26466,2871,francisco feron,PER,119,121,
17315,17315,1851,francisco firmada anbos,PER,177,181,
18995,18995,2062,francisco florentin,PER,28,30,
18989,18989,2061,francisco florentin,PER,3,5,
18998,18998,2064,francisco florentin,PER,3,5,
12339,12339,1425,francisco galiano,PER,1131,1133,
12312,12312,1425,francisco galiano,PER,104,106,
27963,27963,3016,francisco galiano,PER,0,2,
12306,12306,1425,francisco galiano,PER,7,9,
27979,27979,3017,francisco galiano,PER,147,149,
12354,12354,1426,francisco galiano,PER,116,118,
12335,12335,1425,francisco galiano,PER,997,999,
12337,12337,1425,francisco galiano,PER,1106,1108,
27976,27976,3017,francisco galiano,PER,79,81,
15235,15235,1713,francisco gallegos,PER,31,33,0
27728,27728,2999,francisco gallegos prevº,PER,33,36,0
5622,5622,787,francisco garcia,PER,49,51,0
7965,7965,1049,francisco garcia castillo,PER,112,116,0
7928,7928,1044,francisco garcia castillo,PER,1285,1289,0
12150,12150,1409,francisco garcia varranco,PER,52,55,
12160,12160,1410,francisco garsia,PER,71,73,
23724,23724,2556,francisco giron,PER,625,627,0
22699,22699,2447,francisco gomes,PER,16,18,
37145,37145,3899,francisco gomes saucarron,PER,199,202,
12247,12247,1417,francisco gomez,PER,370,372,
42348,42348,4578,francisco gomez,PER,8,10,
21977,21977,2352,francisco gomez torres,PER,106,110,0
12472,12472,1436,francisco gonzales,PER,43,45,
40399,40399,4301,francisco gonçales heredia,PER,260,264,0
12388,12388,1428,francisco gonçales moreno,PER,171,174,0
41506,41506,4466,francisco gonçalez,PER,0,2,
12262,12262,1421,francisco gordan,PER,19,21,
12084,12084,1406,francisco gutierres,PER,192,194,
6457,6457,919,francisco gutierres burgos,PER,26,30,0
41270,41270,4430,francisco gutierres molina,PER,18,22,0
15437,15437,1726,francisco gutierrez,PER,210,212,0
19606,19606,2173,francisco gutierrez,PER,27,29,0
30105,30105,3212,francisco gutierrez molina,PER,21,25,0
30110,30110,3212,francisco gutierrez molina,PER,137,141,0
38990,38990,4135,francisco habier,PER,39,41,
29687,29687,3167,francisco hernandes,PER,68,70,
34221,34221,3599,francisco hernandes,PER,31,33,
23047,23047,2495,francisco hernandes,PER,0,2,
31998,31998,3399,francisco hernandes parra,PER,68,73,0
31993,31993,3399,francisco hernandes parra,PER,0,5,0
24992,24992,2707,francisco hernandes llera,PER,23,27,
22669,22669,2443,francisco hernandes llera,PER,69,73,
22676,22676,2443,francisco hernandes llera,PER,235,239,
22677,22677,2443,francisco hernandes llera,PER,253,257,
29972,29972,3199,francisco hernandes llesa,PER,5,9,
19478,19478,2152,francisco hernandez,PER,18,20,0
31041,31041,3303,francisco hernandez,PER,13,15,0
14849,14849,1690,francisco hernandez,PER,97,99,0
14846,14846,1690,francisco hernandez,PER,33,35,0
20325,20325,2239,francisco hernandez,PER,520,522,0
41255,41255,4428,francisco hernandez llera,PER,23,27,0
17397,17397,1856,francisco hernandez sanches,PER,377,380,0
18292,18292,1926,francisco hordoñez,PER,219,221,
15116,15116,1701,francisco hurtado,PER,22,24,
26235,26235,2846,francisco hurtado,PER,19,21,
32180,32180,3418,francisco hurtado mendosa,PER,255,259,
12253,12253,1418,francisco jordan,PER,33,35,0
12246,12246,1417,francisco jordan,PER,367,369,0
41253,41253,4428,francisco juaneli andres,PER,16,19,
25079,25079,2717,francisco juanete,PER,68,70,
41407,41407,4450,francisco leal niculas,PER,40,43,0
31006,31006,3298,francisco lopes,PER,17,19,0
11215,11215,1316,francisco lopes,PER,156,158,0
28031,28031,3025,francisco lopez,PER,0,2,0
28970,28970,3113,francisco lopez,PER,72,74,0
11212,11212,1316,francisco lopez,PER,22,24,0
41118,41118,4408,francisco lopez,PER,0,2,0
40930,40930,4381,francisco lopez camargo,PER,6,9,0
23755,23755,2559,francisco lopez caro,PER,0,3,0
15152,15152,1704,francisco lopez castellar,PER,87,90,0
39620,39620,4224,francisco lopez castellar,PER,43,46,0
33420,33420,3522,francisco lopez arze,PER,71,75,0
22996,22996,2485,francisco lopez carrera,PER,56,61,0
41116,41116,4407,francisco lopez guerrero,PER,0,3,0
23632,23632,2550,francisco lopez luengo,PER,17,20,0
40420,40420,4305,francisco lopez rejero,PER,0,3,
30953,30953,3290,francisco lopez sastre,PER,1,4,0
18770,18770,1960,francisco lopez serrajero,PER,7,10,
31701,31701,3366,francisco lorenzo,PER,9,11,
7692,7692,1027,francisco lorenzo lossada,PER,182,186,
38566,38566,4086,francisco maldonado,PER,0,2,0
2565,2565,301,francisco mallen,PER,20,22,0
11530,11530,1355,francisco manrrique fuñiga,PER,39,43,
37858,37858,3995,francisco manuel,PER,10,12,
37860,37860,3995,francisco manuel,PER,133,135,
32022,32022,3402,francisco marmolejo,PER,10,12,0
34181,34181,3594,francisco martel,PER,430,432,0
34177,34177,3594,francisco martel,PER,86,88,0
15540,15540,1734,francisco martin,PER,29,31,
15544,15544,1734,francisco martin,PER,107,109,
38084,38084,4022,francisco martin baeza,PER,9,13,0
39466,39466,4199,francisco martin muñoz,PER,15,18,0
25297,25297,2735,francisco martinez,PER,341,343,
40788,40788,4362,francisco martinez,PER,0,2,
30184,30184,3218,francisco martinez montañes,PER,21,24,0
42561,42561,4610,francisco martinez montañes,PER,53,56,0
31515,31515,3348,francisco martinez puertollano,PER,38,41,
39998,39998,4269,francisco martinez seliceo,PER,56,59,
15054,15054,1699,francisco meneses,PER,173,175,0
39312,39312,4181,francisco mexia,PER,31,33,0
38190,38190,4037,francisco mexia,PER,13,15,0
34040,34040,3587,francisco miguel,PER,8,10,0
34112,34112,3591,francisco miguel,PER,611,613,0
26325,26325,2857,francisco millan,PER,11,13,
16974,16974,1832,francisco montes,PER,55,57,0
37455,37455,3940,francisco morales,PER,26,28,0
41764,41764,4498,francisco moreno,PER,119,121,0
15943,15943,1755,francisco muñoz,PER,420,422,0
31855,31855,3382,francisco muñoz,PER,4,6,0
7600,7600,1022,francisco nabarro,PER,46,48,
7624,7624,1023,francisco nabarro,PER,131,133,
36713,36713,3846,francisco naranjo,PER,16,18,
27747,27747,3000,francisco negrete compañia Jesus,PER,39,46,0
18086,18086,1911,francisco nieto,PER,7,9,0
39512,39512,4205,francisco nieto,PER,6,8,0
10150,10150,1215,francisco nieto,PER,419,421,0
18102,18102,1911,francisco nieto,PER,332,334,0
10136,10136,1215,francisco nieto,PER,7,9,0
42373,42373,4581,francisco nuñes balençuela,PER,0,4,
839,839,116,francisco nuñes xeres,PER,34,38,
37012,37012,3887,francisco nuñez,PER,7,9,0
34609,34609,3637,francisco nuñez xerez,PER,20,24,
38079,38079,4021,francisco ocanpo,PER,3,5,
19018,19018,2075,francisco ortega,PER,2,4,
31454,31454,3340,francisco ortiz,PER,96,98,0
24880,24880,2697,francisco ortiz alguazil,PER,10,13,0
9814,9814,1206,francisco ortiz lucio,PER,2556,2559,0
25572,25572,2765,francisco ortiz navarrete,PER,6,9,0
24917,24917,2702,francisco pachecho,PER,0,2,
42124,42124,4544,francisco pacheco,PER,190,192,0
28987,28987,3115,francisco pacheco,PER,159,161,0
12557,12557,1439,francisco pacheco,PER,958,960,0
16903,16903,1828,francisco pacheco,PER,1156,1158,0
11275,11275,1323,francisco pacheco,PER,7,9,0
34570,34570,3634,francisco pacheco,PER,15,17,0
34284,34284,3608,francisco pacheco,PER,0,2,0
16889,16889,1828,francisco pacheco,PER,7,9,0
34444,34444,3618,francisco pacheco,PER,74,76,0
42113,42113,4544,francisco pacheco,PER,6,8,0
34274,34274,3606,francisco pacheco,PER,0,2,0
28982,28982,3115,francisco pacheco,PER,53,55,0
34452,34452,3619,francisco pacheco,PER,24,26,0
20897,20897,2307,francisco pacheco,PER,1444,1446,0
12524,12524,1438,francisco pacheco,PER,1703,1705,0
12521,12521,1438,francisco pacheco,PER,1647,1649,0
28981,28981,3115,francisco pacheco,PER,36,38,0
34465,34465,3620,francisco pacheco,PER,18,20,0
28953,28953,3111,francisco pacheco,PER,45,47,0
22668,22668,2443,francisco pacheco,PER,64,66,0
28999,28999,3117,francisco pacheco,PER,15,17,0
41196,41196,4422,francisco pacheco,PER,0,2,0
41202,41202,4423,francisco pacheco,PER,0,2,0
41208,41208,4423,francisco pacheco,PER,256,258,0
41209,41209,4424,francisco pacheco,PER,1,3,0
34367,34367,3613,francisco pacheco,PER,204,206,0
41223,41223,4425,francisco pacheco,PER,0,2,0
41228,41228,4426,francisco pacheco,PER,0,2,0
41275,41275,4431,francisco pacheco,PER,0,2,0
41194,41194,4421,francisco pacheco,PER,81,83,0
34425,34425,3617,francisco pacheco,PER,0,2,0
41266,41266,4429,francisco pacheco,PER,58,60,0
34365,34365,3613,francisco pacheco,PER,139,141,0
41261,41261,4429,francisco pacheco,PER,0,2,0
34472,34472,3621,francisco pacheco,PER,0,2,0
4956,4956,678,francisco pacheco,PER,7,9,0
4962,4962,678,francisco pacheco,PER,60,62,0
41247,41247,4428,francisco pacheco,PER,0,2,0
41234,41234,4426,francisco pacheco,PER,150,152,0
41267,41267,4430,francisco pacheco,PER,0,2,0
37019,37019,3887,francisco pacheco,PER,64,66,0
41189,41189,4421,francisco pacheco,PER,0,2,0
41187,41187,4420,francisco pacheco,PER,5,7,0
22679,22679,2443,francisco pacheco,PER,326,328,0
28944,28944,3110,francisco pacheco,PER,0,2,0
28939,28939,3109,francisco pacheco,PER,0,2,0
34439,34439,3618,francisco pacheco,PER,0,2,0
22674,22674,2443,francisco pacheco,PER,218,220,0
27234,27234,2960,francisco pacheco,PER,505,507,0
28936,28936,3108,francisco pacheco,PER,60,62,0
41119,41119,4408,francisco pacheco,PER,11,13,0
27227,27227,2960,francisco pacheco,PER,53,55,0
27221,27221,2960,francisco pacheco,PER,0,2,0
34418,34418,3616,francisco pacheco,PER,0,2,0
34546,34546,3632,francisco pacheco,PER,4,6,0
34357,34357,3613,francisco pacheco,PER,12,14,0
36486,36486,3820,francisco pacheco,PER,244,246,0
16902,16902,1828,francisco pacheco,PER,947,949,0
41181,41181,4419,francisco pacheco,PER,5,7,0
34362,34362,3613,francisco pacheco,PER,52,54,0
36489,36489,3820,francisco pacheco,PER,260,262,0
34364,34364,3613,francisco pacheco,PER,87,89,0
22680,22680,2443,francisco pacheco,PER,371,373,0
34319,34319,3611,francisco pacheco,PER,0,2,0
34329,34329,3612,francisco pacheco,PER,0,2,0
24988,24988,2707,francisco pacheco,PER,0,2,0
4996,4996,679,francisco pacheco,PER,267,269,0
24933,24933,2703,francisco pacheco,PER,151,153,0
10638,10638,1233,francisco pacheco,PER,60,62,0
24940,24940,2703,francisco pacheco,PER,287,289,0
34318,34318,3610,francisco pacheco,PER,198,200,0
42330,42330,4574,francisco pacheco,PER,124,126,0
10642,10642,1234,francisco pacheco,PER,6,8,0
33046,33046,3494,francisco pacheco,PER,18,20,0
24955,24955,2705,francisco pacheco,PER,1,3,0
41563,41563,4474,francisco pacheco,PER,0,2,0
23809,23809,2567,francisco pacheco,PER,33,35,0
28967,28967,3113,francisco pacheco,PER,19,21,0
11282,11282,1323,francisco pacheco,PER,208,210,0
34307,34307,3610,francisco pacheco,PER,62,64,0
41582,41582,4476,francisco pacheco,PER,144,146,0
34408,34408,3615,francisco pacheco,PER,45,47,0
24924,24924,2703,francisco pacheco,PER,1,3,0
34302,34302,3610,francisco pacheco,PER,25,27,0
