,token,score,match
5028,cozar,100,cozar
5029,barluenga,82,balbuena
5030,Vezeria,77,veiria
5031,Playns,83,planes
5032,Caballos,100,caballos
5033,Bilchez,86,vilchez
5034,fernades,94,fernandes
5035,Vizcaino,100,vizcaino
5036,AGUILAR,100,aguilar
5037,Villadiego,100,villadiego
5038,Celedon,88,celedonio
5039,marmolejo,100,marmolejo
5040,BAZQUEZ,93,blazquez
5041,uirues,83,virues
5042,becino,83,benino
5043,Villaruel,89,villaroel
5044,Montesdoca,100,montesdoca
5045,hernan,100,hernan
5046,Vargas,100,vargas
5047,NEGRON,100,negron
5048,Bejines,86,begines
5049,ureña,100,ureña
5050,monte,100,monte
5051,Urrutera,80,urruela
5052,Loro,86,oro
5053,bieffas,71,bonifas
5054,tallador,80,tellado
5055,Casto,100,casto
5056,Abrue,80,abreu
5057,u¡llalobos,84,villalobos
5058,basualdo,100,basualdo
5059,tomaredes,75,paredes
5060,rregidores,67,ferreres
5061,Fernand,93,fernanda
5062,Isola,89,isla
5063,onniun,77,connink
5064,Araqume,92,araque
5065,Escobedo,100,escobedo
5066,burgos,100,burgos
5067,Vreña,89,varea
5068,mdo,80,do
5069,Joben,100,joben
5070,Vidas,89,viñas
5071,Figueros,88,figueres
5072,Ilustrisimo,60,eleuterio
5073,peña,100,peña
5074,SeñoresLa,86,sorela
5075,garzia,92,garziga
5076,Ballesteros,100,ballesteros
5077,auellaneda,90,avellaneda
5078,NARVAL,91,naval
5079,dixeren,71,riedren
5080,Gabete,91,gaete
5081,Puga,100,puga
5082,ALARCON,100,alarcon
5083,santillan,100,santillan
5084,Monterda,88,monterde
5085,sacristana,95,sacristan
5086,Calaverde,82,valverde
5087,Canpania,80,campana
5088,ficieron,80,ciceron
5089,alunbre,83,albre
5090,Sarcilla,88,marcilla
5091,sayauedra,82,saavedra
5092,lozano,100,lozano
5093,abendaño,86,avendaño
5094,ysla,75,isla
5095,leaberun,71,embrun
5096,huerta,100,huerta
5097,thomafina,71,tobalina
5098,Granados,100,granados
5099,carauallo,89,caraballo
5100,Baeza,100,baeza
5101,rrojero,77,ropero
5102,enciso,100,enciso
5103,baldes,83,balbes
5104,belarte,92,belart
5105,Isidro,100,isidro
5106,Ma,80,mac
5107,Mauricio,100,mauricio
5108,godoy,100,godoy
5109,freyle,100,freyle
5110,Raimundo,100,raimundo
5111,Encarnacion,100,encarnacion
5112,Varga,91,vargas
5113,yniesta,86,iniesta
5114,bezerril,88,becerril
5115,falmeron,88,salmeron
5116,Ximenes,86,ximenez
5117,carmin,92,carmine
5118,guerfana,80,germana
5119,Botello,100,botello
5120,Cruzada,86,cruzado
5121,Relieuo,77,eliseo
5122,Galvan,100,galvan
5123,ybañes,80,yanes
5124,monrroy,100,monrroy
5125,bicario,86,vicario
5126,FAX,67,lax
5127,montalban,100,montalban
5128,ginobes,86,ginoves
5129,Blanquet,93,blanque
5130,ajuste,91,juste
5131,Garin,91,garrin
5132,belafques,75,blanque
5133,della,100,della
5134,castillexo,90,castillejo
5135,peñuela,100,peñuela
5136,collado,100,collado
5137,bravo,100,bravo
5138,Villalba,100,villalba
5139,griego,91,riego
5140,Sayas,100,sayas
5141,lora,100,lora
5142,Montezdoca,90,montesdoca
5143,Dinan,80,diana
5144,Arriaga,100,arriaga
5145,costantinus,86,constantin
5146,Orellana,100,orellana
5147,Paniagua,100,paniagua
5148,Cornelio,100,cornelio
5149,clauijo,86,claudio
5150,Manara,91,mañara
5151,Estacio,80,restaino
5152,prados,91,prado
5153,Puya,89,puyal
5154,bega,89,buega
5155,MEDINABALBUENA,73,balbuena
5156,Gales,100,gales
5157,montesdoca,100,montesdoca
5158,cardenastodo,80,cardenas
5159,Isabel,100,isabel
5160,ASENCIO,93,ascencio
5161,Ocampo,100,ocampo
5162,esturme,77,mestre
5163,anguas,92,yanguas
5164,Caravallo,94,carvallo
5165,caloria,83,coria
5166,cueva,100,cueva
5167,Arpe,100,arpe
5168,leonis,100,leonis
5169,Cuevas,100,cuevas
5170,Espinal,100,espinal
5171,Tiscareño,86,tiscar
5172,losada,100,losada
5173,Los,86,losa
5174,velasquez,100,velasquez
5175,rrueda,91,rueda
5176,benjumea,71,enjuta
5177,plaça,89,plaza
5178,COLLANTES,100,collantes
5179,HASINTE,73,aste
5180,sinquenta,71,siguenza
5181,minochi,77,sinchi
5182,rubricado-bernardo,64,bernardina
5183,Remade,77,recalde
5184,morales,100,morales
5185,sygura,83,segura
5186,alexo,100,alexo
5187,bronceado,80,roncaño
5188,estrada,100,estrada
5189,Vicentelo,100,vicentelo
5190,nieves,100,nieves
5191,Madera,100,madera
5192,Alcazar,100,alcazar
5193,moril,89,mori
5194,LLORENTE,100,llorente
5195,Marlesi,83,arles
5196,Ocha,89,rocha
5197,Avila,100,avila
5198,Velera,83,valera
5199,loyola,100,loyola
5200,Torcel,83,tornel
5201,melgossa,93,melgosa
5202,Luisa,100,luisa
5203,ignasio,92,ignasi
5204,Haser,77,hasekura
5205,Ba,80,bas
5206,GUTIERREZ,100,gutierrez
5207,Vrones,77,morones
5208,Puertocarrero,100,puertocarrero
5209,ynosttosa,75,nestosa
5210,mexias,91,mexia
5211,Laura,100,laura
5212,Amor,100,amor
5213,lemos,100,lemos
5214,MORENO,100,moreno
5215,aquino,100,aquino
5216,Fustos,83,fausto
5217,legote,77,galeote
5218,Lara,100,lara
5219,LUCIAN,92,luciana
5220,Ravancho,71,sancho
5221,xto,75,sixto
5222,Rey,75,reyes
5223,Lopes,100,lopes
5224,montañesrubricado-siguen,56,olhaberriague
5225,U,67,um
5226,areualo,86,arevalo
5227,teresa,100,teresa
5228,hos,75,hoyos
5229,balencia,88,palencia
5230,jossefe,83,josef
5231,Dioniso,93,dionisio
5232,liron,80,jiron
5233,Caldera,100,caldera
5234,ferrer,100,ferrer
5235,Betis,75,bes
5236,Shez,80,schetz
5237,AYALA,100,ayala
5238,morisca,77,mojica
5239,ZURBARAN,80,azurara
5240,Guisado,83,guido
5241,baustista,100,baustista
5242,gaxo,75,gato
5243,Niculas,86,nicolas
5244,damian,100,damian
5245,contia,91,conti
5246,oyo,86,royo
5247,birues,83,virues
5248,Leandro,100,leandro
5249,Ubiedo,77,quebedo
5250,behedores,71,bores
5251,GUZMAN,100,guzman
5252,hazello,77,anello
5253,Ramiro,100,ramiro
5254,ffernandez,95,fernandez
5255,fegura,86,felguera
5256,nufra,73,nafria
5257,Alca,80,alcoba
5258,franca,100,franca
5259,ouando,83,obando
5260,paresio,83,pares
5261,Torre,100,torre
5262,MALLAVER,93,malaver
5263,Inciante,88,inciarte
5264,jordan,100,jordan
5265,FAZ,86,faez
5266,isauel,83,isabel
5267,lasgrandes,75,grande
5268,balidasson,74,baldasano
5269,myranda,86,miranda
5270,Biller,80,bachiller
5271,señor,80,seneor
5272,Gala,100,gala
5273,cerecedo,100,cerecedo
5274,huarriz,86,oharriz
5275,ma,80,mac
5276,borne,83,osborne
5277,Leal,100,leal
5278,Bernardina,100,bernardina
5279,Adriaen,100,adriaen
5280,Hermengildo,96,hermenegildo
5281,Batatano,75,cattaneo
5282,Malada,86,comalada
5283,Ferrera,100,ferrera
5284,alcocer,100,alcocer
5285,Balencian,84,valenciano
5286,lucero,100,lucero
5287,guiralte,93,giralte
5288,leon,100,leon
5289,Pozo,100,pozo
5290,SOTO,100,soto
5291,montemayor,100,montemayor
5292,Funes,100,funes
5293,Cathalina,94,catalina
5294,Sossa,89,sosa
5295,leyua,80,leyza
5296,MACIAS,100,macias
5297,marmol,100,marmol
5298,Xaurigue,75,artigues
5299,torreblanca,100,torreblanca
5300,RODRIGUEZ,100,rodriguez
5301,Henriquez,100,henriquez
5302,triarte,86,ricarte
5303,Josephe,92,joseph
5304,Ibarra,100,ibarra
5305,Dalmacio,86,dalmao
5306,fechas,83,flecha
5307,zuloaga,77,azuaga
5308,Virto,100,virto
5309,Ugarte,100,ugarte
5310,Nombro,83,nombre
5311,Josefina,100,josefina
5312,Albor,100,albor
5313,carrança,93,carranza
5314,Sarte,83,sartine
5315,Raideder,75,riederer
5316,Aleantara,89,alcantara
5317,sedro,80,pedro
5318,berbo,80,borbo
5319,murillo,100,murillo
5320,bisuete,80,bisquert
5321,panyagua,88,paniagua
5322,gironimo,88,geronimo
5323,Gastracion,75,gaston
5324,Alegro,83,valero
5325,arganda,93,argandoña
5326,Tondero,86,rondero
5327,Bobadilla,100,bobadilla
5328,rebolledo,100,rebolledo
5329,Cannillo,88,cantillo
5330,tomas,100,tomas
5331,cerero,100,cerero
5332,Loyaeta,77,olañeta
5333,batanes,80,baltanas
5334,bandanosa,75,andrana
5335,Benvenuto,82,benevent
5336,maldonado,100,maldonado
5337,ximenez,100,ximenez
5338,remon,100,remon
5339,saauedra,88,saavedra
5340,mateo,100,mateo
5341,feruantes,82,ferrante
5342,Brunenque,78,bruniquer
5343,Jerquelbout,63,cerquero
5344,Guinal,83,guiral
5345,Sancho,100,sancho
5346,Valbuena,100,valbuena
5347,Medinabla,80,medina
5348,hoces,100,hoces
5349,Zamorano,100,zamorano
5350,Urosa,100,urosa
5351,pena,86,peña
5352,Martha,91,marta
5353,Pablos,100,pablos
5354,Colindres,80,colins
5355,Xpo,67,pio
5356,uviere,77,bouvier
5357,Mazo,100,mazo
5358,RODRIQUEZ,89,rodriguez
5359,Ceodas,73,celda
5360,Almança,92,almansa
5361,Mansano,86,manzano
5362,Isasi,100,isasi
5363,LUNA,100,luna
5364,naba,75,abad
5365,ssoria,91,soria
5366,balduc,77,calduch
5367,matajudios,100,matajudios
5368,rribas,92,arribas
5369,valladolid,100,valladolid
5370,niculao,80,niculoso
5371,Avina,100,avina
5372,bro,86,baro
5373,Vasconcelos,100,vasconcelos
5374,bela,100,bela
5375,MATAMOROS,100,matamoros
5376,azer,75,arze
5377,rebollo,100,rebollo
5378,Diso,75,dios
5379,vandeluira,90,vandelvira
5380,rosa,100,rosa
5381,Mad,75,ahmad
5382,Bardia,91,badia
5383,SOLORZANO,100,solorzano
5384,Belares,83,lares
5385,boche,80,bocht
5386,jaymes,91,james
5387,GRADILLA,100,gradilla
5388,Mano,89,manco
5389,Cebrian,100,cebrian
5390,batihoja,71,battifora
5391,rragis,83,arrais
5392,SALOSSO,83,sasso
5393,Cabanos,86,cabanes
5394,caldera,100,caldera
5395,conplir,67,cornelio
5396,quatrocientos,70,barrientos
5397,fu,67,frau
5398,Contrerasl,95,contreras
5399,media,91,medina
5400,Pobeda,83,poveda
5401,zervantes,89,cervantes
5402,renglon,80,reguilon
5403,Valduque,88,balduque
5404,TiradoFrancisco,75,francisco
5405,echarte,86,elcarte
5406,Morejon,100,morejon
5407,galindo,100,galindo
5408,mini,80,semini
5409,paniagua,100,paniagua
5410,DlAZ,75,daza
5411,suaso,80,sasso
5412,ruy,100,ruy
5413,ciquta,67,cuesta
5414,Sarsossa,82,saragossa
5415,Mohedano,100,mohedano
5416,Velloso,83,vello
5417,Arze,100,arze
5418,Pelaes,83,perles
5419,Saldana,92,aldana
5420,gonfales,77,gales
5421,Saenz,100,saenz
5422,Camacho,100,camacho
5423,Jamone,77,gamones
5424,Arias,100,arias
5425,pardo,100,pardo
5426,GUERRA,100,guerra
5427,Portocarrero,100,portocarrero
5428,medinacidonia,70,mendonça
5429,Alo,86,aloy
5430,mandara,86,mandura
5431,Anziano,92,anzano
5432,pes,100,pes
5433,Abril,83,gabriel
5434,assuncion,94,asuncion
5435,Jesuxpo,73,jesu
5436,esnos,83,espinos
5437,Laxas,80,lamas
5438,jhuxpo,60,hugo
5439,Guijarro,100,guijarro
5440,Sedeño,100,sedeño
5441,Brigida,71,brianda
5442,formulas,71,tramullas
5443,Farja,80,farag
5444,rribera,92,ribera
5445,Saya,89,sayas
5446,bacas,100,bacas
5447,Marcha,91,marca
5448,Prouisor,71,proust
5449,Santisteban,100,santisteban
5450,ARIAS,100,arias
5451,Calvijo,86,clavijo
5452,scriptos,71,cristo
5453,Camucho,86,camacho
5454,verde,100,verde
5455,Terron,83,torron
5456,Molina,100,molina
5457,carlos,100,carlos
5458,morgaez,83,morga
5459,celada,100,celada
5460,Cueva,100,cueva
5461,mediano,86,medrano
5462,Marcos,100,marcos
5463,Calcada,86,calzada
5464,Buendia,100,buendia
5465,destormes,75,mestres
5466,Repatero,80,paterno
5467,Jorge,100,jorge
5468,Hitta,89,hita
5469,Fernandez,100,fernandez
5470,jeronimo,100,jeronimo
5471,FirmadaAlonso,67,armadans
5472,torresfrancisco,75,francisco
5473,kernandez,89,hernandez
5474,Fao,86,faro
5475,Quintanilla,100,quintanilla
5476,Ase,86,aste
5477,SEGURA,100,segura
5478,moreno,100,moreno
5479,MONTANO,100,montano
5480,barela,92,bardela
5481,balladares,90,valladares
5482,Hieran,83,hernan
5483,Garzia,92,garziga
5484,quixada,86,quijada
5485,ujebar,73,yebar
5486,ursua,100,ursua
5487,BERNARDO,100,bernardo
5488,Pineda,100,pineda
5489,ROBLEDO,100,robledo
5490,hermoso,100,hermoso
5491,ssaabedra,82,saavedra
5492,moscofo,86,moscoso
5493,Camila,83,camilo
5494,Gongora,100,gongora
5495,PAREDESSALGADO,67,delgado
5496,Maya,100,maya
5497,sal,86,sala
5498,abaxo,73,arauxo
5499,Monsalves,94,monsalve
5500,Marias,100,mariñas
5501,garçon,91,garzon
5502,Galardi,86,gallard
5503,Almao,91,dalmao
5504,goticas,77,goitia
5505,HermosoJoan,78,hermosa
5506,baraffa,86,caraffa
5507,nauarro,86,navarro
5508,Riuera,91,riera
5509,Bonilla,100,bonilla
5510,plata,100,plata
5511,aso,100,aso
5512,CHICO,100,chico
5513,Bustamente,90,bustamante
5514,garcia,100,garcia
5515,V,50,van
5516,moço,86,moro
5517,Alarcon,100,alarcon
5518,rregistroBartolome,67,bartolome
5519,Sevilla,100,sevilla
5520,pavon,100,pavon
5521,Varra,91,ivarra
5522,Bernando,88,bernardo
5523,Veidacar,75,verdacer
5524,Vallejo,100,vallejo
5525,ballexo,83,alexo
5526,silizeo,86,siliceo
5527,montaño,100,montaño
5528,salzedo,92,alzedo
5529,Corpa,100,corpa
5530,Abreu,100,abreu
5531,Salazar,100,salazar
5532,Marcalde,80,marcial
5533,Surita,80,rita
5534,Zanamiego,75,caniego
5535,ISIDRO,100,isidro
5536,Lucera,83,lucena
5537,aya,86,raya
5538,GARAY,100,garay
5539,bozmediano,90,vozmediano
5540,Vevallos,88,cevallos
5541,gor,86,gori
5542,jigon,80,jiron
5543,benalcaçar,75,alcazar
5544,cincuenta,75,vicenta
5545,Gabino,100,gabino
5546,RIBAS,100,ribas
5547,juaneli,77,juanes
5548,Feryo,80,ferry
5549,Godoy,100,godoy
5550,ynstancia,67,constanza
5551,Jaen,100,jaen
5552,Caritate,77,carta
5553,Altopica,71,gatica
5554,obiere,83,robere
5555,Olivos,86,oliveros
5556,Amarrosta,84,gambarrota
5557,Licendo,92,liendo
5558,valdes,100,valdes
5559,Sarehir,71,sagrera
5560,Carvallo,100,carvallo
5561,Fscribano,89,escribano
5562,gonçalo,100,gonçalo
5563,vello,100,vello
5564,Osario,92,rosario
5565,alfonso,100,alfonso
5566,Braña,80,barata
5567,Petite,100,petite
5568,andrade,100,andrade
5569,rriuera,83,riera
5570,JAN,100,jan
5571,Guijarra,88,guijarro
5572,perlacia,88,perlasca
5573,loaysa,100,loaysa
5574,francisca,100,francisca
5575,sant,89,saint
5576,montano,100,montano
5577,cordoba,100,cordoba
5578,sumarraga,75,sarraoa
5579,nicolao,86,niccolo
5580,leo,86,leon
5581,gaffo,73,maffeo
5582,Dgo,80,do
5583,Llerena,100,llerena
5584,pedra,91,piedra
5585,Caceres,100,caceres
5586,Alcayde,100,alcayde
5587,Meneos,83,mencos
5588,abellano,93,abellan
5589,ffelipe,92,felipe
5590,Olache,83,leache
5591,maxica,83,muxica
5592,Latesa,77,lastres
5593,acosta,100,acosta
5594,Jarada,83,parada
5595,Solano,100,solano
5596,garcya,83,garcia
5597,Lopez,100,lopez
5598,Ingleses,86,ingles
5599,prior,80,primo
5600,gemo,67,georg
5601,riaño,100,riaño
5602,Eugenia,100,eugenia
5603,almonte,83,monte
5604,reboque,83,roque
5605,Requadros,88,quadros
5606,Gaytan,100,gaytan
5607,Vicario,100,vicario
5608,sarria,100,sarria
5609,cabeças,92,cabezas
5610,riuas,89,rius
5611,Chasareta,80,careta
5612,cuio,75,ciro
5613,Escalante,100,escalante
5614,Gabriei,86,gabriel
5615,Roman,100,roman
5616,fuentes,100,fuentes
5617,TONTERA,86,tornera
5618,Cruzate,92,cruzat
5619,nra,75,noreña
5620,salgado,100,salgado
5621,Oca,100,oca
5622,Gusman,83,guzman
5623,monja,77,monjaraz
5624,pereira,100,pereira
5625,nauarrete,89,navarrete
5626,salguero,100,salguero
5627,Calus,80,calis
5628,Arana,100,arana
5629,supiere,77,pierre
5630,Abaeu,80,abreu
5631,CHRISTO,92,cristo
5632,Nestare,93,nestares
5633,Gambarte,80,lambare
5634,CAZALES,86,canales
5635,çamora,91,zamora
5636,mesa,100,mesa
5637,SALAZAR,100,salazar
5638,BRAVO,100,bravo
5639,rubricadodiego,60,briceño
5640,mil,86,mila
5641,valduque,88,balduque
5642,Marino,100,marino
5643,Olaches,77,leache
5644,Simancas,100,simancas
5645,Solia,91,soliva
5646,atienza,100,atienza
5647,Maeftro,86,maestro
5648,Venaides,88,ventades
5649,carbonero,88,carnero
5650,Maestro,100,maestro
5651,Messa,91,messia
5652,calderon,100,calderon
5653,faxardo,86,fajardo
5654,LLANOBALDES,74,labiades
5655,Guadalupe,100,guadalupe
5656,Marta,100,marta
5657,marmolexo,89,marmolejo
5658,Heredia,100,heredia
5659,montilla,100,montilla
5660,guantero,80,cantero
5661,josefee,83,josef
5662,gante,100,gante
5663,giron,100,giron
5664,Ecijano,77,elcano
5665,medico,83,medici
5666,vecinos,77,ceinos
5667,crestina,88,cristina
5668,calatraua,89,calatrava
5669,Malaber,86,malaver
5670,Zerda,80,cerda
5671,Mendez,100,mendez
5672,ocaña,100,ocaña
5673,Vitriu,83,viteri
5674,Presentador,74,peynador
5675,almança,92,almansa
5676,sarabia,100,sarabia
5677,Banuelos,93,bañuelos
5678,VALLE,100,valle
5679,Moya,100,moya
5680,Esno,80,fresno
5681,garda,91,guarda
5682,laredo,100,laredo
5683,Guelba,83,gualba
5684,Riquiera,86,riquer
5685,matamoros,100,matamoros
5686,nagera,83,angera
5687,Hita,100,hita
5688,LEONSALCEDO,78,salcedo
5689,pasion,80,pasi
5690,cuvillana,89,cubillana
5691,Gainza,100,gainza
5692,Florez,100,florez
5693,aparysio,75,aparicio
5694,Silvestre,100,silvestre
5695,juahin,80,juan
5696,baptista,100,baptista
5697,MESA,100,mesa
5698,lexitimo,77,leitão
5699,meniquini,67,erquinigo
5700,berbuet,86,beruete
5701,Jacome,100,jacome
5702,el,80,vel
5703,contreras,100,contreras
5704,Fernan,100,fernan
5705,Montero,100,montero
5706,Pren,86,pre
5707,Pimentel,100,pimentel
5708,Cabezas,100,cabezas
5709,ynestrosa,88,nestosa
5710,Abendaria,80,abaria
5711,Blas,100,blas
5712,toledo,100,toledo
5713,ginoves,100,ginoves
5714,leyba,100,leyba
5715,Perz,89,perez
5716,Logroño,73,ordoño
5717,Aguila,100,aguila
5718,belazques,82,blazquez
5719,presiado,88,preciado
5720,varranco,88,barranco
5721,escouedo,88,escobedo
5722,Nazera,83,najera
5723,ESTEBAN,100,esteban
5724,Xavier,100,xavier
5725,Nufrio,73,nuflo
5726,Andana,92,andrana
5727,Argia,80,adria
5728,niebla,100,niebla
5729,uelazquez,89,velazquez
5730,Gonzalo,100,gonzalo
5731,Riberol,92,ribero
5732,justiciaMarcos,73,justicia
5733,rubricado-Diego,61,delicado
5734,Romas,89,roma
5735,crialle,86,criales
5736,monardes,100,monardes
5737,Sotomayor,100,sotomayor
5738,Clavijo,100,clavijo
5739,rubricadoPedro,61,baldomero
5740,Majestad,71,marestany
5741,MOMPIANBECERRA,67,becerra
5742,Coutto,91,couto
5743,concepcion,100,concepcion
5744,Alejos,100,alejos
5745,cala,100,calça
5746,azaque,91,azque
5747,meftre,83,mestre
5748,duque,100,duque
5749,Santiago,100,santiago
5750,bozmediado,80,vozmediano
5751,arauz,100,arauz
5752,albarete,86,albret
5753,martel,100,martel
5754,CAMACHO,100,camacho
5755,Luareano,88,laureano
5756,blazquez,100,blazquez
5757,Maguez,83,miguez
5758,haro,100,haro
5759,phelipe,100,phelipe
5760,Escotto,92,escoto
5761,usualesFirma,60,caldeira
5762,Usanqui,80,yupanqui
5763,amaya,100,amaya
5764,tomasina,86,tomasa
5765,MARTIE,91,marie
5766,ezija,73,lezica
5767,Grosa,89,rosa
5768,briones,100,briones
5769,conocio,78,consolacion
5770,Beatris,86,beatriz
5771,Apostol,100,apostol
5772,DOMINGO,100,domingo
5773,Damiana,92,damian
5774,muela,83,manuela
5775,arcangel,100,arcangel
5776,carpio,100,carpio
5777,Carrascoso,90,carrascosa
5778,caçalla,92,cazalla
5779,Alsega,83,alcega
5780,Dionisia,100,dionisia
5781,cameros,100,cameros
5782,Caboto,100,caboto
5783,fontiveros,95,ontiveros
5784,Colarte,100,colarte
5785,hernandes,89,fernandes
5786,Arroyo,100,arroyo
5787,Bernalte,100,bernalte
5788,SOLORSANO,89,solorzano
5789,CASTILLO,100,castillo
5790,HEREZUELO,95,herrezuelo
5791,agustina,100,agustina
5792,albarran,89,albarracin
5793,FALON,91,falcon
5794,maitines,88,martines
5795,rubricado-diego,61,delicado
5796,Delque,73,luque
5797,acencio,93,ascencio
5798,Faustina,88,agustina
5799,Larrio,91,lario
5800,fide,89,fidel
5801,Santistevan,100,santistevan
5802,Perralba,80,peralta
5803,Aguilera,100,aguilera
5804,vasquez,100,vasquez
5805,Franquilo,78,ronquillo
5806,alcaçar,92,alcazar
5807,mefa,75,meya
5808,Leonardo,100,leonardo
5809,Villaquiren,91,villaquiran
5810,jazinto,86,jacinto
5811,Ntra,80,antera
5812,TORIBIO,100,toribio
5813,acostunbrada,67,cotubanam
5814,sevillaPedro,76,sevillano
5815,Masada,83,masana
5816,Joffeph,77,joseph
5817,Defunto,67,bento
5818,llamada,77,armada
5819,SantistebanPartida,76,santisteban
5820,BOTELLOS,93,botello
5821,CARLOS,100,carlos
5822,cifonte,93,cifontes
5823,Hoguen,77,holguin
5824,BOMOL,73,riomol
5825,pretil,73,petel
5826,Daca,80,daroca
5827,Pastrana,80,paterna
5828,assensio,93,asensio
5829,Marquina,100,marquina
5830,bovis,80,boisa
5831,Ortigosa,94,hortigosa
5832,Fabian,100,fabian
5833,Puebla,100,puebla
5834,peres,100,peres
5835,Dunquer,86,junquer
5836,retablo,77,rabelo
5837,aldonza,100,aldonza
5838,rrodero,86,rondero
5839,escovar,86,escobar
5840,caso,100,caso
5841,ayala,100,ayala
5842,rreligiosos,67,remigio
5843,Esquives,88,esquivel
5844,cuebas,91,cubas
5845,fernandesgarcia,75,fernandes
5846,pedaso,80,peñas
5847,ALTA,100,alta
5848,Cabañas,100,cabañas
5849,aia,86,ania
5850,almeda,92,almeida
5851,iglesias,100,iglesias
5852,Languazer,75,langara
5853,Montoro,100,montoro
5854,grande,100,grande
5855,bordadores,78,boxadors
5856,molduras,77,molas
5857,desturmes,75,besturs
5858,cinquenta,75,cuentas
5859,escurra,86,ezcurra
5860,valladares,100,valladares
5861,bobis,80,boisa
5862,Ille,89,ville
5863,luissa,91,luisa
5864,Leone,100,leone
5865,POLANCO,100,polanco
5866,Gutierrez,100,gutierrez
5867,Quiteria,75,interian
5868,soror,89,soro
5869,Ferrandes,89,fernandes
5870,HONORIO,100,honorio
5871,Jacques,100,jacques
5872,Salmeron,100,salmeron
5873,vysta,73,veytia
5874,xoobal,73,nobal
5875,criado,100,criado
5876,Purificacion,100,purificacion
5877,acharte,80,azcarate
5878,Valencina,94,valencia
5879,sauer,89,suñer
5880,Echeverria,100,echeverria
5881,troche,100,troche
5882,xines,89,ines
5883,matos,100,matos
5884,baez,100,bañez
5885,angela,100,angela
5886,Conique,75,echenique
5887,mercaderes,89,mercader
5888,Agua,89,aguar
5889,Bacarrel,77,barre
5890,castroverde,100,castroverde
5891,barragan,80,braganz
5892,Alanis,100,alanis
5893,ocho,89,ochoa
5894,Hondarca,80,ondarza
5895,rrivas,91,rivas
5896,Riuas,89,rius
5897,DAVILA,100,davila
5898,YSIDRO,91,sidro
5899,arieta,92,arrieta
5900,tortolero,100,tortolero
5901,Paz,100,paz
5902,Antunez,100,antunez
5903,ureta,100,ureta
5904,gordillo,100,gordillo
5905,Narbaez,86,narvaez
5906,Cantero,100,cantero
5907,Redon,91,rendon
5908,dareal,83,areval
5909,compañia,73,omaña
5910,duarte,100,duarte
5911,Quezada,100,quezada
5912,Preciado,100,preciado
5913,Noguera,100,noguera
5914,Horozco,100,horozco
5915,ruela,91,iruñela
5916,Rico,100,rico
5917,polman,80,pola
5918,abito,83,arbieto
5919,Vergara,100,vergara
5920,Esqueda,80,esquerdo
5921,amezqueta,100,amezqueta
5922,giles,91,gilles
5923,Gallan,91,galan
5924,Ylltres,71,llabres
5925,Rosas,100,rosas
5926,CASTRO,100,castro
5927,Escuda,77,escucha
5928,Medinilla,100,medinilla
5929,sierpe,100,sierpe
5930,Reliada,80,regalada
5931,Roano,91,romano
5932,montessa,93,montesa
5933,toro,100,toro
5934,veytia,100,veytia
5935,aguirre,100,aguirre
5936,cafas,89,cañas
5937,Bernardino,100,bernardino
5938,CARRASCO,100,carrasco
5939,monfalue,75,monsalve
5940,CABEZAS,100,cabezas
5941,Jaime,100,jaime
5942,rancisco,94,francisco
5943,maese,83,maestre
5944,losero,77,rosuero
5945,Theresa,92,teresa
5946,fernandez,100,fernandez
5947,BANMOL,77,barnola
5948,guillen,100,guillen
5949,paulos,91,paulo
5950,Porasco,77,porras
5951,quitalle,74,quintanilla
5952,Blazquez,100,blazquez
5953,prado,100,prado
5954,y,50,ruy
5955,espiritu,100,espiritu
5956,TAMARIZ,100,tamariz
5957,blanca,100,blanca
5958,IYNASIO,77,ignasi
5959,carona,92,cardona
5960,pyntores,75,pontones
5961,Castillootorgamos,64,castilla
5962,YRIARTE,86,ricarte
5963,ESQUIVEL,100,esquivel
5964,rresio,77,barresi
5965,Juam,75,juan
5966,Casera,92,caserta
5967,Trigo,100,trigo
5968,Pluyms,67,glymes
5969,Quiros,100,quiros
5970,Cristoual,89,cristobal
5971,camara,100,camara
5972,aparicio,100,aparicio
5973,BALTASAR,100,baltasar
5974,nuestra,77,cuesta
5975,Caova,89,cava
5976,maya,100,maya
5977,ANDRES,100,andres
5978,hozes,80,hoces
5979,lldefonsa,78,ildefonso
5980,faucedo,86,saucedo
5981,xrispobal,78,cristobal
5982,descalante,95,escalante
5983,morillos,93,morillo
5984,Giron,100,giron
5985,omingo,92,domingo
5986,montenegro,100,montenegro
5987,cosa,100,cosa
5988,ZAMORA,100,zamora
5989,Godos,100,godos
5990,Rodero,92,rondero
5991,ladrillo,89,ladrillero
5992,Montalabo,94,montalbo
5993,Cortes,100,cortes
5994,Ordenanzas,82,ordeñana
5995,Bentura,100,bentura
5996,ARAUS,89,aras
5997,CONCA,100,conca
5998,Mas,100,mas
5999,dios,100,dios
6000,Grarcia,92,garcia
6001,Pino,100,pino
6002,seiscientos,67,espinos
6003,Gildeano,88,galdeano
6004,alonso,100,alonso
6005,Lagares,83,lares
6006,samudio,86,zamudio
6007,hare,80,haurie
6008,GALLARDO,100,gallardo
6009,GERMAN,100,german
6010,zamudio,100,zamudio
6011,Canaan,77,canabal
6012,Ragel,91,rangel
6013,Dorado,100,dorado
6014,Chances,77,chaves
6015,mirafuentes,100,mirafuentes
6016,ualles,83,valles
6017,Entrego,77,enyego
6018,Ortega,100,ortega
