,docid,match,string,start,end
1801,4118,bermundo resta,bermundo Resta,59,61
1802,4119,costa,costa,192,193
1803,4123,domingo,domingo,20,21
1804,4125,costa,costa,17,18
1805,4127,maria,maria,30,31
1806,4127,francisco,francisco,217,218
1807,4128,ana,ana,48,49
1808,4129,roque,Roque,18,19
1809,4131,andres,andres,64,65
1810,4131,bartolome,bartolome,58,59
1811,4135,francisco,francisco,30,31
1812,4135,costa,costa,58,59
1813,4136,marcos,marcos,21,22
1814,4137,catalina,catalina,27,28
1815,4138,domingo,domingo,28,29
1816,4139,ortega,ortega,41,42
1817,4142,juan,juan,36,37
1818,4142,"juan
",juan,36,37
1819,4142,juan bautista,juan bautista,36,38
1820,4142,bautista,bautista,37,38
1821,4147,ana,ana,97,98
1822,4147,fernando,fernando,103,104
1823,4147,costa,costa,217,218
1824,4148,maria,maria,42,43
1825,4148,ana,Ana,349,350
1826,4148,costa,costa,378,379
1827,4151,costa,costa,84,85
1828,4152,maria,maria,33,34
1829,4155,juan,juan,85,86
1830,4155,"juan
",juan,85,86
1831,4155,juan bautista,juan bautista,85,87
1832,4155,andres,andres,69,70
1833,4155,bautista,bautista,86,87
1834,4155,costa,costa,125,126
1835,4167,de obiedo,de obiedo,1,3
1836,4168,señor prouisor,señor prouisor,24,26
1837,4169,bermondo resta,bermondo Resta,55,57
1838,4173,de obiedo,de obiedo,1,3
1839,4175,de obiedo,de obiedo,1,3
1840,4177,de obiedo,de obiedo,1,3
1841,4178,francisco,francisco,25,26
1842,4178,de obiedo,de obiedo,1,3
1843,4182,de obiedo,de obiedo,44,46
1844,4182,martin,martin,120,121
1845,4183,costa,costa,731,732
1846,4186,espino,espino,29,30
1847,4194,juan,juan,61,62
1848,4194,"juan
",juan,61,62
1849,4194,juan bautista,juan bautista,61,63
1850,4194,de obiedo,de obiedo,1,3
1851,4194,bautista,bautista,26,27
1852,4195,sebastian,Sebastian,53,54
1853,4199,juan,juan,78,79
1854,4199,"juan
",juan,78,79
1855,4199,juan bautista,juan bautista,78,80
1856,4199,bautista,bautista,79,80
1857,4203,juan,juan,50,51
1858,4203,"juan
",juan,50,51
1859,4203,maria,maria,52,53
1860,4204,roque,Roque,29,30
1861,4211,miguel,miguel,22,23
1862,4214,pedro,pedro,31,32
1863,4216,pimentel,Pimentel,26,27
1864,4219,pedro,pedro,29,30
1865,4221,juan,juan,42,43
1866,4221,"juan
",juan,42,43
1867,4221,juan bautista,juan bautista,42,44
1868,4221,bautista,bautista,43,44
1869,4232,phelipe,phelipe,115,116
1870,4232,ysabel,ysabel,49,50
1871,4232,phelipe de ribas,phelipe de Ribas,115,118
1872,4232,costa,costa,93,94
1873,4235,lorenzo,lorenzo,1018,1019
1874,4235,costa,costa,796,797
1875,4236,phelipe,phelipe,7,8
1876,4236,phelipe de ribas,phelipe de Ribas,7,10
1877,4242,corral,corral,16,17
1878,4248,albornos,albornos,98,99
1879,4253,albornos,albornos,19,20
1880,4263,maria,maria,17,18
1881,4265,juan,juan,49,50
1882,4265,"juan
",juan,49,50
1883,4265,maria,maria,72,73
1884,4265,pedro,pedro,59,60
1885,4269,xpobal caperucci,xpobal caperucci,80,82
1886,4269,costa,costa,110,111
1887,4270,gabriel,gabriel,56,57
1888,4270,josefe,josefe,54,55
1889,4274,sebastian,Sebastian,1111,1112
1890,4274,juan,juan,985,986
1891,4274,"juan
",juan,985,986
1892,4274,maria,maria,758,759
1893,4274,juan bautista,juan bautista,985,987
1894,4274,andres,andres,900,901
1895,4274,bautista,bautista,986,987
1896,4275,maria,maria,37,38
1897,4276,ysidro de aguilar,ysidro de aguilar,155,158
1898,4281,adan,adan,65,66
1899,4281,miguel adan,miguel adan,64,66
1900,4281,miguel,miguel,64,65
1901,4283,domingo,domingo,21,22
1902,4289,costa,costa,227,228
1903,4295,juan,juan,107,108
1904,4295,"juan
",juan,107,108
1905,4296,baltasar baron,baltasar baron,5,7
1906,4296,costa,costa,327,328
1907,4306,bermundo resta,bermundo Resta,10,12
1908,4306,bermondo resta,bermondo Resta,33,35
1909,4311,anton,anton,45,46
1910,4317,andrea,andrea,131,132
1911,4319,de obiedo,de obiedo,1,3
1912,4343,juan,juan,149,150
1913,4343,"juan
",juan,149,150
1914,4343,juan bautista,juan bautista,149,151
1915,4343,nufro,nufro,142,143
1916,4343,pedro,pedro,56,57
1917,4343,antonio,antonio,187,188
1918,4343,francisco,francisco,64,65
1919,4343,tomas de aquino,tomas de aquino,68,71
1920,4343,bautista,bautista,150,151
1921,4345,pablo,pablo,38,39
1922,4345,pedro,pedro,35,36
1923,4345,martin,martin,46,47
1924,4351,pablo,pablo,28,29
1925,4351,pedro,pedro,26,27
1926,4351,francisco,francisco,31,32
1927,4361,andres,andres,35,36
1928,4363,juan,juan,90,91
1929,4363,"juan
",juan,90,91
1930,4363,maria,maria,92,93
1931,4363,pablo,pablo,172,173
1932,4363,maria magdalena,maria magdalena,92,94
1933,4363,francisco,francisco,145,146
1934,4363,domingo,domingo,181,182
1935,4363,andres,andres,189,190
1936,4363,martin,martin,200,201
1937,4366,juan,juan,15,16
1938,4366,"juan
",juan,15,16
1939,4366,juan bautista,juan bautista,15,17
1940,4366,bautista,bautista,16,17
1941,4371,francisco,francisco,86,87
1942,4371,martin,martin,95,96
1943,4377,juan,juan,69,70
1944,4377,"juan
",juan,69,70
1945,4377,jorje,jorje,127,128
1946,4378,juan,juan,144,145
1947,4378,"juan
",juan,144,145
1948,4378,francisco,francisco,82,83
1949,4378,diego,diego,89,90
1950,4380,juan,juan,66,67
1951,4380,"juan
",juan,66,67
1952,4380,ana,ana,38,39
1953,4380,martin,martin,86,87
1954,4383,sebastian,Sebastian,126,127
1955,4383,bernardo,bernardo,135,136
1956,4383,benito,benito,291,292
1957,4383,diego,diego,113,114
1958,4384,ana,ana,39,40
1959,4385,andres,andres,23,24
1960,4386,domingo,domingo,45,46
1961,4389,juan,juan,266,267
1962,4389,"juan
",juan,266,267
1963,4389,pablo,pablo,44,45
1964,4389,pedro,pedro,41,42
1965,4389,francisco,francisco,223,224
1966,4389,lorenzo,lorenzo,122,123
1967,4389,martin,martin,75,76
1968,4390,domingo,domingo,4,5
1969,4399,juan,juan,123,124
1970,4399,"juan
",juan,123,124
1971,4401,juan,juan,45,46
1972,4401,"juan
",juan,45,46
1973,4406,juan,juan,125,126
1974,4406,"juan
",juan,125,126
1975,4415,sebastian,Sebastian,93,94
1976,4415,roque,Roque,118,119
1977,4423,juan,juan,94,95
1978,4423,"juan
",juan,94,95
1979,4423,juan bautista,juan bautista,94,96
1980,4423,bautista,bautista,95,96
1981,4425,josefe,josefe,73,74
1982,4427,costa,costa,163,164
1983,4428,andres,andres,0,1
1984,4430,juan,juan,71,72
1985,4430,"juan
",juan,71,72
1986,4430,juan bautista,juan bautista,71,73
1987,4430,bautista,bautista,72,73
1988,4440,juan,juan,112,113
1989,4440,gabriel,gabriel,51,52
1990,4440,"juan
",juan,112,113
1991,4440,juan bautista,juan bautista,115,117
1992,4440,pedro,pedro,108,109
1993,4440,francisco,francisco,118,119
1994,4440,francisco de,francisco de,118,120
1995,4440,bautista,bautista,116,117
1996,4441,miguel,miguel,42,43
1997,4443,juan,juan,61,62
1998,4443,"juan
",juan,61,62
1999,4443,ana,ana,56,57
2000,4444,costa,costa,78,79
2001,4449,maria,maria,9,10
2002,4450,agustin del castillo,agustin del castillo,34,37
2003,4451,costa,costa,23,24
2004,4453,costa,costa,31,32
2005,4454,costa,costa,42,43
2006,4457,pedro,pedro,34,35
2007,4463,sebastian,Sebastian,68,69
2008,4463,juan,juan,124,125
2009,4463,"juan
",juan,124,125
2010,4465,juan,juan,110,111
2011,4465,"juan
",juan,110,111
2012,4465,juan bautista,juan bautista,110,112
2013,4465,bautista,bautista,111,112
2014,4466,costa,costa,118,119
2015,4467,juan,juan,421,422
2016,4467,"juan
",juan,421,422
2017,4469,juan,juan,1612,1613
2018,4469,"juan
",juan,1612,1613
2019,4469,juan bautista,juan bautista,1612,1614
2020,4469,bautista,bautista,1613,1614
2021,4469,joseph,joseph,1618,1619
2022,4479,basquez,basquez,1,2
2023,4480,costa,costa,483,484
2024,4491,juan,juan,55,56
2025,4491,"juan
",juan,55,56
2026,4491,pedro,pedro,50,51
2027,4493,pedro,pedro,50,51
2028,4495,francisco,francisco,164,165
2029,4495,bautista,bautista,149,150
2030,4495,costa,costa,233,234
2031,4511,francisco,francisco,25,26
2032,4511,francisco de,francisco de,25,27
2033,4513,diego,diego,17,18
2034,4513,diego de,diego de,17,19
2035,4515,juan,juan,105,106
2036,4515,"juan
",juan,105,106
2037,4515,juan baptista,juan baptista,105,107
2038,4516,costa,costa,73,74
2039,4520,martin,martin,30,31
2040,4521,costa,costa,131,132
2041,4523,geronima delgado,geronima delgado,20,22
2042,4523,geronima,geronima,20,21
2043,4524,miguel,miguel,42,43
2044,4525,juan,juan,163,164
2045,4525,"juan
",juan,163,164
2046,4525,juan baptista,juan baptista,163,165
2047,4525,pedro,pedro,159,160
2048,4525,andres,andres,70,71
2049,4532,juan,juan,40,41
2050,4532,"juan
",juan,40,41
2051,4533,juan,juan,47,48
2052,4533,"juan
",juan,47,48
2053,4533,geronima,geronima,16,17
2054,4533,martin,martin,19,20
2055,4533,costa,costa,145,146
2056,4534,juan,juan,265,266
2057,4534,"juan
",juan,265,266
2058,4541,geronima,geronima,94,95
2059,4541,costa,costa,148,149
2060,4543,juan,juan,26,27
2061,4543,"juan
",juan,26,27
2062,4543,juan baptista,juan baptista,26,28
2063,4544,juan,juan,706,707
2064,4544,"juan
",juan,706,707
2065,4544,juan batista,juan Batista,706,708
2066,4544,ines,ines,712,713
2067,4546,costa,costa,168,169
2068,4548,juan,juan,46,47
2069,4548,"juan
",juan,46,47
2070,4548,juan bautista,juan bautista,46,48
2071,4548,juan baptista,juan baptista,498,500
2072,4548,bautista,bautista,47,48
2073,4550,pedro,pedro,117,118
2074,4550,catalina,catalina,46,47
2075,4550,lorenzo,lorenzo,509,510
2076,4550,josefe,josefe,500,501
2077,4550,costa,costa,57,58
2078,4555,pedro,pedro,49,50
2079,4555,catalina,catalina,25,26
2080,4555,josefe,josefe,58,59
2081,4555,costa,costa,28,29
2082,4569,costa,costa,465,466
2083,4571,juan,juan,27,28
2084,4571,"juan
",juan,27,28
2085,4571,juan bautista,juan bautista,27,29
2086,4571,bautista,bautista,28,29
2087,4580,juan,juan,79,80
2088,4580,"juan
",juan,79,80
2089,4585,maria,maria,828,829
2090,4585,joan,joan,826,827
2091,4585,costa,costa,52,53
2092,4594,juan,juan,56,57
2093,4594,"juan
",juan,56,57
2094,4594,juan bautista,juan bautista,56,58
2095,4594,bautista,bautista,57,58
2096,4605,geronimo belasques,geronimo belasques,14,16
2097,4606,ju,ju,0,1
2098,4607,francisco,francisco,71,72
2099,4625,domingo de oxirondo,domingo de oxirondo,26,29
2100,4625,domingo,domingo,26,27
2101,4627,theresa,theresa,132,133
2102,4630,maria,maria,32,33
2103,4630,maria de jesus,maria de jesus,32,35
2104,4630,francisco,francisco,375,376
2105,4630,miguel,miguel,454,455
2106,4637,costa,costa,42,43
2107,4664,costa,costa,34,35
2108,4670,vicente,Vicente,16,17
2109,4673,maría,María,36,37
2110,4680,espejo,espejo,162,163
2111,4726,morillo,morillo,228,229
2112,4726,espejo,espejo,250,251
2113,4764,juan,Juan,113,114
2114,4764,"juan
",Juan,113,114
2115,4764,pablo,Pablo,108,109
2116,4764,francisco,Francisco,95,96
2117,4764,francisco de paula,Francisco de Paula,95,98
2118,4764,marco,marco,129,130
2119,4764,francisco de,Francisco de,95,97
2120,4764,joseph,Joseph,84,85
2121,4785,de arteaga,DE ARTEAGA,10,12
2122,4792,pedro,Pedro,28,29
2123,4808,juan,Juan,203,204
2124,4808,"juan
",Juan,203,204
2125,4808,pedro,Pedro,736,737
2126,4808,antonio,Antonio,289,290
2127,4808,marcos,marcos,671,672
2128,4810,isabel,Isabel,962,963
2129,4810,sebastián,Sebastián,409,410
2130,4810,juan,Juan,146,147
2131,4810,tomás,Tomás,976,977
2132,4810,"juan
",Juan,146,147
2133,4810,juan de,Juan de,146,148
2134,4810,antonio,Antonio,723,724
2135,4810,carlos,Carlos,751,752
2136,4810,francisco,Francisco,1012,1013
2137,4810,marco,marco,1617,1618
2138,4810,espejo,espejo,1179,1180
2139,4810,ana,Ana,341,342
2140,4810,josé,José,200,201
2141,4810,francisco de,Francisco de,1012,1014
2142,4810,francisco de borja,Francisco de Borja,1012,1015
2143,4810,marcos,marcos,1507,1508
2144,4835,juan,Juan,1348,1349
2145,4835,tomás,Tomás,1860,1861
2146,4835,"juan
",Juan,1348,1349
2147,4835,juan bautista,Juan Bautista,1348,1350
2148,4835,maría,María,688,689
2149,4835,francisco,Francisco,973,974
2150,4835,mariana,Mariana,1787,1788
2151,4835,jerónimo,Jerónimo,714,715
2152,4835,miguel,Miguel,780,781
2153,4835,fernando,Fernando,729,730
2154,4835,bautista,Bautista,1349,1350
2155,4835,joseph,Joseph,248,249
2156,4835,marcos,marcos,281,282
2157,4906,francisco,Francisco,59,60
2158,4930,costa,costa,489,490
2159,4943,francisco,Francisco,236,237
2160,4943,fernando,Fernando,205,206
2161,4943,francisco solano,Francisco Solano,236,238
2162,4950,marco,marco,202,203
2163,4950,marcos,marcos,197,198
2164,5001,costa,costa,111,112
2165,5003,costa,costa,117,118
2166,5026,francisco,Francisco,68,69
2167,5026,domingo,Domingo,59,60
2168,5028,costa,costa,51,52
2169,5124,domingo,Domingo,8,9
2170,5127,marco,marco,236,237
2171,5127,marcos,marcos,189,190
2172,5150,corral,corral,11,12
2173,5188,juan,Juan,41,42
2174,5188,"juan
",Juan,41,42
2175,5197,marcos,marcos,23,24
2176,5243,costa,costa,61,62
2177,5265,juan,Juan,8,9
2178,5265,"juan
",Juan,8,9
2179,5265,juan de,Juan de,8,10
2180,5265,juan de la,Juan de la,8,11
2181,5265,juan de la palma,Juan de la Palma,8,12
2182,5281,espejo,espejo,457,458
2183,5287,pedro,Pedro,52,53
2184,5289,antonio,Antonio,42,43
2185,5290,antonio,Antonio,35,36
2186,5321,vicente,Vicente,31,32
2187,5339,rufina,Rufina,89,90
2188,5339,juan,Juan,83,84
2189,5339,"juan
",Juan,83,84
2190,5339,juan de,Juan de,83,85
2191,5339,maría,María,94,95
2192,5339,rufina de,Rufina de,89,91
2193,5341,rufina,Rufina,99,100
2194,5341,juan,Juan,93,94
2195,5341,"juan
",Juan,93,94
2196,5341,juan de,Juan de,93,95
2197,5341,maría,María,104,105
2198,5341,rufina de,Rufina de,99,101
2199,5395,costa,costa,157,158
2200,5500,francisco,Francisco,624,625
2201,5500,espejo,espejo,258,259
2202,5500,francisco de,Francisco de,624,626
2203,5585,antonio,Antonio,54,55
2204,5585,francisco,Francisco,51,52
2205,5585,diego,Diego,57,58
2206,5618,miguel,Miguel,224,225
2207,5621,roque,Roque,42,43
2208,5623,pedro,Pedro,82,83
2209,5624,pedro,Pedro,80,81
2210,5642,juan,Juan,64,65
2211,5642,"juan
",Juan,64,65
2212,5671,cano,Cano,13,14
2213,5682,costa,costa,43,44
2214,5689,costa,costa,67,68
2215,5708,francisco,Francisco,37,38
2216,5708,francisco de paula,Francisco de Paula,37,40
2217,5708,francisco de,Francisco de,37,39
2218,5725,costa,costa,48,49
2219,5726,francisco,Francisco,33,34
2220,5772,pedro,Pedro,54,55
2221,5802,juan,Juan,11,12
2222,5802,"juan
",Juan,11,12
2223,5802,juan bautista,Juan Bautista,11,13
2224,5802,bautista,Bautista,12,13
2225,5812,juan francisco,JUAN FRANCISCO,5,7
2226,5812,juan francisco garzón,JUAN FRANCISCO GARZÓN,5,8
2227,5812,juan,JUAN,5,6
2228,5812,"juan
",JUAN,5,6
2229,5812,francisco,FRANCISCO,6,7
2230,5834,nicolás,Nicolás,360,361
2231,5834,teresa,Teresa,370,371
2232,5834,espejo,espejo,301,302
2233,5868,costa,costa,136,137
2234,5993,morillo,morillo,154,155
2235,6044,marco,marco,72,73
2236,6094,marcos,marcos,688,689
2237,6095,espejo,espejo,180,181
2238,6099,corral,corral,13,14
2239,6147,costa,costa,148,149
2240,6152,corral,corral,4,5
2241,6159,barreda,barreda,27,28
2242,6178,joseph,Joseph,96,97
2243,6186,teresa,Teresa,7,8
2244,6186,maría,María,6,7
2245,6189,domingo,domingo,1,2
2246,6264,lorenzo,Lorenzo,16,17
2247,6280,jerónimo,Jerónimo,567,568
2248,6320,costa,costa,53,54
2249,6326,costa,costa,51,52
2250,6355,costa,costa,89,90
2251,6367,juan,Juan,183,184
2252,6367,"juan
",Juan,183,184
2253,6367,pablo,Pablo,186,187
2254,6367,pedro,Pedro,173,174
2255,6408,costa,costa,132,133
2256,6442,francisco,Francisco,61,62
2257,6443,juan,Juan,335,336
2258,6443,"juan
",Juan,335,336
2259,6443,juan bautista,Juan Bautista,335,337
2260,6443,ana,Ana,270,271
2261,6443,bautista,Bautista,336,337
2262,6444,espejo,espejo,881,882
2263,6445,juan,Juan,786,787
2264,6445,"juan
",Juan,786,787
2265,6445,ropa de vestir,ropa de vestir,613,616
2266,6445,costa,costa,238,239
2267,6446,carlos,Carlos,133,134
2268,6446,ana,Ana,105,106
2269,6450,marco,marco,5,6
2270,6505,felipe,Felipe,18,19
2271,6611,costa,costa,54,55
2272,6624,antonio,Antonio,20,21
2273,6672,francisco,Francisco,64,65
2274,6672,francisco de,Francisco de,64,66
2275,6672,costa,costa,55,56
2276,6674,ana,Ana,23,24
2277,6809,maría,María,1622,1623
2278,6809,espejo,espejo,282,283
2279,6809,joseph,Joseph,1624,1625
2280,6814,costa,costa,33,34
2281,6862,costa,costa,31,32
2282,6885,isidro,Isidro,18,19
2283,6891,antonio,Antonio,30,31
2284,6896,antonio,Antonio,28,29
2285,6899,maría,María,32,33
2286,6899,luis,Luis,39,40
2287,6924,antonio,Antonio,12,13
2288,6925,antonio,Antonio,7,8
2289,6947,pedro,Pedro,12,13
2290,6947,costa,costa,5,6
2291,6961,marco,marco,4,5
2292,6968,marco,marco,16,17
2293,6984,isabel,Isabel,8,9
2294,6984,juan de dios,Juan de Dios,21,24
2295,6984,juan,Juan,21,22
2296,6984,"juan
",Juan,21,22
2297,6984,juan de,Juan de,21,23
2298,6992,isabel,Isabel,180,181
2299,7025,francisco,Francisco,22,23
2300,7033,catalina,Catalina,523,524
2301,7035,juan,Juan,50,51
2302,7035,"juan
",Juan,50,51
2303,7036,juan,Juan,51,52
2304,7036,"juan
",Juan,51,52
2305,7036,antonio,Antonio,248,249
2306,7036,maría,María,167,168
2307,7036,espejo,espejo,1340,1341
2308,7036,joseph,Joseph,147,148
2309,7039,antonio,Antonio,249,250
2310,7039,maría,María,1813,1814
2311,7039,murillo,MURILLO,25,26
2312,7039,bartolomé,BARTOLOMÉ,24,25
2313,7039,espejo,espejo,2554,2555
2314,7039,bartolomé murillo,BARTOLOMÉ MURILLO,24,26
2315,7039,joseph,Joseph,356,357
2316,7068,pedro,Pedro,83,84
2317,7069,marques de paradas,Marques de Paradas,258,261
2318,7069,simón,Simón,156,157
2319,7114,fernando,Fernando,32,33
2320,7135,costa,costa,113,114
2321,7153,costa,costa,286,287
2322,7187,joseph,Joseph,62,63
2323,7188,agustín,Agustín,61,62
2324,7190,murillo,MURILLO,22,23
2325,7191,marco,marco,74,75
2326,7194,francisco,Francisco,18,19
2327,7199,costa,costa,15,16
2328,7212,costa,costa,37,38
2329,7215,pedro,Pedro,53,54
2330,7230,marco,marco,6,7
2331,7232,antonio,Antonio,10,11
2332,7232,morillo,MORILLO,12,13
2333,7232,marco,marco,5,6
2334,7252,maría,María,13,14
2335,7267,costa,costa,85,86
2336,7341,domingo,Domingo,11,12
2337,7453,juan,Juan,240,241
2338,7453,"juan
",Juan,240,241
2339,7453,juan bautista,Juan Bautista,240,242
2340,7453,bautista,Bautista,241,242
2341,7497,corral,corral,28,29
2342,7545,espejo,espejo,266,267
2343,7553,fernando,Fernando,148,149
2344,7555,antonio,Antonio,64,65
2345,7555,jerónimo,Jerónimo,86,87
2346,7560,catalina,Catalina,525,526
2347,7560,francisco,Francisco,528,529
2348,7560,espejo,espejo,388,389
2349,7571,marcos,Marcos,29,30
2350,7589,pedro,Pedro,239,240
2351,7589,jerónimo,Jerónimo,116,117
2352,7590,marco,marco,14,15
2353,7590,espejo,espejo,11,12
2354,7633,francisco,Francisco,50,51
2355,7634,morillo,morillo,117,118
2356,7715,medina,Medina,22,23
2357,7728,costa,costa,96,97
2358,7792,francisco,Francisco,117,118
2359,7792,domingo,Domingo,114,115
2360,7792,jerónimo,Jerónimo,178,179
2361,7792,marcos,marcos,119,120
2362,7808,rubio,rubio,32,33
2363,7838,conde de arenales,conde de Arenales,33,36
2364,7887,ana,Ana,398,399
2365,7970,juan,Juan,306,307
2366,7970,"juan
",Juan,306,307
2367,7970,juan bautista,Juan Bautista,306,308
2368,7970,pedro,Pedro,295,296
2369,7970,antonio,Antonio,279,280
2370,7970,bautista,Bautista,307,308
2371,7985,costa,costa,214,215
2372,8027,costa,costa,219,220
2373,8049,costa,costa,70,71
2374,8050,costa,costa,175,176
2375,8055,costa,costa,44,45
2376,8056,costa,costa,53,54
2377,8063,isidro,Isidro,91,92
2378,8063,joseph,Joseph,99,100
2379,8063,costa,costa,53,54
2380,8080,costa,costa,105,106
2381,8090,costa,costa,80,81
2382,8092,fernando,FERNANDO,12,13
2383,8103,costa,costa,206,207
2384,8104,ana,Ana,251,252
2385,8104,costa,costa,72,73
2386,8109,costa,costa,95,96
2387,8110,costa,costa,24,25
2388,8113,costa,costa,30,31
2389,8118,domingo,Domingo,0,1
2390,8140,costa,costa,52,53
2391,8143,francisco,Francisco,38,39
2392,8147,fernando,Fernando,56,57
2393,8174,fernando,Fernando,46,47
2394,8176,costa,costa,85,86
2395,8182,marco,marco,21,22
2396,8189,domingo,domingo,68,69
2397,8190,marco,marco,12,13
2398,8193,marco,marco,12,13
2399,8206,costa,costa,144,145
2400,8220,maría,María,1303,1304
2401,8220,ropa de vestir,ropa de vestir,282,285
2402,8225,espejo,espejo,251,252
2403,8252,francisco,Francisco,59,60
2404,8288,marcos,marcos,130,131
2405,8290,espejo,espejo,428,429
2406,8327,juan,Juan,48,49
2407,8327,"juan
",Juan,48,49
2408,8327,juan bautista,Juan Bautista,48,50
2409,8327,bautista,Bautista,49,50
2410,8331,josé,José,74,75
2411,8353,sebastián,Sebastián,579,580
2412,8353,juan,Juan,584,585
2413,8353,"juan
",Juan,584,585
2414,8353,juan bautista,Juan Bautista,584,586
2415,8353,teresa,Teresa,741,742
2416,8353,bautista,Bautista,585,586
2417,8364,francisco,Francisco,83,84
2418,8369,costa,costa,106,107
2419,8421,francisco,Francisco,500,501
2420,8421,francisco de,Francisco de,500,502
2421,8451,alonso,Alonso,82,83
2422,8503,juan,Juan,1136,1137
2423,8503,"juan
",Juan,1136,1137
2424,8503,roque,Roque,1304,1305
2425,8503,teresa,Teresa,12,13
2426,8503,maría,María,770,771
2427,8503,francisco,Francisco,328,329
2428,8503,francisco de,Francisco de,328,330
2429,8503,bautista,Bautista,1471,1472
2430,8504,sebastián,Sebastián,768,769
2431,8504,juan,Juan,972,973
2432,8504,"juan
",Juan,972,973
2433,8504,pablo,Pablo,1050,1051
2434,8504,juan bautista,Juan Bautista,972,974
2435,8504,pedro,Pedro,359,360
2436,8504,antonio,Antonio,344,345
2437,8504,carlos,Carlos,513,514
2438,8504,teresa,Teresa,701,702
2439,8504,catalina,Catalina,995,996
2440,8504,francisco,Francisco,48,49
2441,8504,francisco de paula,Francisco de Paula,79,82
2442,8504,jerónimo,Jerónimo,467,468
2443,8504,ana,Ana,1139,1140
2444,8504,francisco de,Francisco de,79,81
2445,8504,bautista,Bautista,304,305
2446,8504,margarita,Margarita,1236,1237
2447,8505,juan,Juan,223,224
2448,8505,"juan
",Juan,223,224
2449,8505,juan bautista,Juan Bautista,223,225
2450,8505,francisco,Francisco,37,38
2451,8505,bautista,Bautista,224,225
2452,8506,sebastián,Sebastián,210,211
2453,8506,juan,Juan,124,125
2454,8506,"juan
",Juan,124,125
2455,8506,pablo,Pablo,669,670
2456,8506,juan bautista,Juan Bautista,124,126
2457,8506,pedro,Pedro,617,618
2458,8506,maría,María,547,548
2459,8506,francisco,Francisco,103,104
2460,8506,jerónimo,Jerónimo,247,248
2461,8506,francisco de,Francisco de,103,105
2462,8506,diego,Diego,116,117
2463,8506,bautista,Bautista,125,126
2464,8507,luisa,Luisa,24,25
2465,8507,catalina,Catalina,12,13
2466,8507,bautista,Bautista,73,74
2467,8507,joseph,Joseph,18,19
2468,8513,juan,Juan,3,4
2469,8513,"juan
",Juan,3,4
2470,8513,juan de,Juan de,3,5
2471,8513,juan de la,Juan de la,3,6
2472,8513,juan de la palma,Juan de la Palma,3,7
2473,8536,corral,corral,36,37
2474,8552,miguel,Miguel,687,688
2475,8562,rubio,rubio,33,34
