,docid,match,string,start,end
1041,2768,costa,costa,181,182
1042,2772,costa,costa,80,81
1043,2782,juan,juan,46,47
1044,2782,"juan
",juan,46,47
1045,2782,juan bautista,juan bautista,46,48
1046,2782,ysabel,ysabel,193,194
1047,2782,bautista,bautista,47,48
1048,2785,bautista,bautista,27,28
1049,2786,juan,juan,44,45
1050,2786,"juan
",juan,44,45
1051,2786,juan bautista,juan bautista,44,46
1052,2786,bautista,bautista,45,46
1053,2793,maria,maria,290,291
1054,2793,ysabel,ysabel,575,576
1055,2793,corral,corral,351,352
1056,2794,marco,marco,27,28
1057,2799,pedro,pedro,20,21
1058,2801,felipe,Felipe,274,275
1059,2801,fernando,Fernando,255,256
1060,2816,rufina,Rufina,26,27
1061,2824,vicente,Vicente,63,64
1062,2825,francisco,francisco,85,86
1063,2834,francisco,francisco,36,37
1064,2834,joseph,joseph,43,44
1065,2838,maria,maria,27,28
1066,2853,corral,corral,79,80
1067,2861,duque de medinacidonia,duque de medinacidonia,26,29
1068,2869,juan,juan,153,154
1069,2869,"juan
",juan,153,154
1070,2869,costa,costa,261,262
1071,2872,fernando,Fernando,288,289
1072,2873,juan,juan,289,290
1073,2873,"juan
",juan,289,290
1074,2874,juan,juan,215,216
1075,2874,"juan
",juan,215,216
1076,2874,maria,maria,119,120
1077,2874,pedro,pedro,108,109
1078,2874,domingo,domingo,218,219
1079,2874,hernando de los rrios,hernando de los rrios,281,285
1080,2874,fernando,fernando,319,320
1081,2874,hernando,hernando,281,282
1082,2877,domingo urbin,domingo urbin,242,244
1083,2877,catalina,catalina,105,106
1084,2877,domingo,domingo,242,243
1085,2884,pedro,pedro,45,46
1086,2887,juan,juan,63,64
1087,2887,"juan
",juan,63,64
1088,2887,pablo,pablo,153,154
1089,2887,juan bautista,juan bautista,63,65
1090,2887,pedro,pedro,150,151
1091,2887,lorenzo,lorenzo,135,136
1092,2887,andres,andres,126,127
1093,2887,bautista,bautista,64,65
1094,2887,joseph,joseph,123,124
1095,2905,corral,corral,11,12
1096,2906,costa,costa,39,40
1097,2910,miguel,miguel,101,102
1098,2912,martin,martin,38,39
1099,2923,lorenzo,lorenzo,146,147
1100,2926,catalina,catalina,136,137
1101,2929,señor prouisor,señor prouisor,40,42
1102,2930,ana,ana,40,41
1103,2935,ana,ana,520,521
1104,2938,antonio,antonio,62,63
1105,2938,francisco,francisco,54,55
1106,2938,francisco de,francisco de,54,56
1107,2947,costa,costa,61,62
1108,2948,domingo,domingo,20,21
1109,2955,carlos,carlos,36,37
1110,2960,francisco,francisco,198,199
1111,2960,domingo,domingo,171,172
1112,2963,joseph,joseph,31,32
1113,2964,carlos,carlos,45,46
1114,2965,maria,maria,45,46
1115,2971,costa,costa,395,396
1116,2975,costa,costa,491,492
1117,2976,domingo,domingo,100,101
1118,2977,francisco,francisco,120,121
1119,2977,domingo,domingo,116,117
1120,2978,afenfio de maeda,afenfio de maeda,532,535
1121,2978,costa,costa,719,720
1122,2981,costa,costa,189,190
1123,2982,agustin franco,agustin franco,301,303
1124,2982,franco,franco,302,303
1125,2982,costa,costa,89,90
1126,2985,rufina,rufina,320,321
1127,2985,costa,costa,588,589
1128,2988,felipe,felipe,35,36
1129,2990,juan,Juan,82,83
1130,2990,"juan
",Juan,82,83
1131,2990,costa,costa,226,227
1132,2993,ju,Ju,1,2
1133,2995,costa,costa,342,343
1134,3000,simon baez enrriquez,Simon baez enrriquez,17,20
1135,3000,ju,Ju,0,1
1136,3001,martin,martin,26,27
1137,3002,francisco,francisco,171,172
1138,3003,francisco,francisco,408,409
1139,3003,costa,costa,486,487
1140,3006,lorenzo,lorenzo,296,297
1141,3006,costa,costa,229,230
1142,3007,costa,costa,301,302
1143,3009,juan,juan,814,815
1144,3009,"juan
",juan,814,815
1145,3009,juan baptista,juan baptista,814,816
1146,3009,francisco,francisco,394,395
1147,3009,ju,ju,156,157
1148,3009,diego,diego,871,872
1149,3009,costa,costa,244,245
1150,3010,costa,costa,77,78
1151,3012,pablo,Pablo,405,406
1152,3012,pedro,pedro,402,403
1153,3012,martines montañes,martines montañes,72,74
1154,3012,ju,Ju,0,1
1155,3012,montañes,montañes,73,74
1156,3015,costa,costa,174,175
1157,3020,martines montañes,martines montañes,108,110
1158,3020,ju,ju,20,21
1159,3020,montañes,montañes,109,110
1160,3022,figueroa,figueroa,98,99
1161,3022,costa,costa,124,125
1162,3027,juan,juan,201,202
1163,3027,"juan
",juan,201,202
1164,3027,juan baptista,juan baptista,201,203
1165,3033,juan,Juan,1208,1209
1166,3033,"juan
",Juan,1208,1209
1167,3033,juan bautista,Juan Bautista,1208,1210
1168,3033,catalina,catalina,2445,2446
1169,3033,francisco,francisco,59,60
1170,3033,ju,ju,116,117
1171,3033,bautista,Bautista,1209,1210
1172,3033,costa,costa,1636,1637
1173,3036,martines montañes,martines montañes,58,60
1174,3036,montañes,montañes,59,60
1175,3037,costa,costa,152,153
1176,3040,sebastian,Sebastian,571,572
1177,3040,juan,Juan,342,343
1178,3040,"juan
",Juan,342,343
1179,3040,ju,Ju,90,91
1180,3044,ju,ju,16,17
1181,3044,costa,costa,69,70
1182,3053,francisco,francisco,18,19
1183,3060,ju,ju,19,20
1184,3060,costa,costa,415,416
1185,3062,antonio,antonio,34,35
1186,3062,costa,costa,84,85
1187,3063,ju,ju,17,18
1188,3064,pedro,pedro,54,55
1189,3066,pablo,pablo,137,138
1190,3066,costa,costa,693,694
1191,3067,costa,costa,137,138
1192,3069,maria,maria,23,24
1193,3071,maria,Maria,46,47
1194,3074,maria,maria,49,50
1195,3075,maria,maria,16,17
1196,3081,juan,juan,195,196
1197,3081,"juan
",juan,195,196
1198,3082,pedro,pedro,475,476
1199,3082,domingo,domingo,470,471
1200,3084,juan,juan,168,169
1201,3084,"juan
",juan,168,169
1202,3084,carlos,carlos,144,145
1203,3089,ju,ju,60,61
1204,3089,bautista,bautista,91,92
1205,3099,martin,martin,291,292
1206,3100,costa,costa,424,425
1207,3101,costa,costa,509,510
1208,3103,ju,ju,0,1
1209,3105,ju,ju,0,1
1210,3105,de obiedo,de obiedo,2,4
1211,3106,costa,costa,344,345
1212,3108,miguel,miguel,59,60
1213,3108,costa,costa,202,203
1214,3115,juan,juan,441,442
1215,3115,"juan
",juan,441,442
1216,3115,domingo,domingo,419,420
1217,3117,juan,juan,1054,1055
1218,3117,"juan
",juan,1054,1055
1219,3117,juan baptista,juan baptista,1054,1056
1220,3117,francisco,francisco,225,226
1221,3119,costa,costa,885,886
1222,3121,rufina,rufina,23,24
1223,3125,juan,juan,1436,1437
1224,3125,"juan
",juan,1436,1437
1225,3125,juan de,juan de,1436,1438
1226,3125,costa,costa,516,517
1227,3129,juan,juan,23,24
1228,3129,"juan
",juan,23,24
1229,3130,costa,costa,172,173
1230,3133,antonio,antonio,558,559
1231,3133,ygnacio,ygnacio,683,684
1232,3133,francisco,francisco,552,553
1233,3133,francisco de,francisco de,733,735
1234,3133,diego,diego,563,564
1235,3135,alfonso,Alfonso,30,31
1236,3136,costa,costa,668,669
1237,3137,costa,costa,57,58
1238,3140,juan,juan,22,23
1239,3140,"juan
",juan,22,23
1240,3142,antonio,Antonio,5,6
1241,3143,ygnacio,ygnacio,234,235
1242,3143,francisco,francisco,83,84
1243,3143,miguel,miguel,150,151
1244,3146,ygnacio,ygnacio,23,24
1245,3146,domingo,domingo,204,205
1246,3146,costa,costa,125,126
1247,3151,rufina,rufina,69,70
1248,3151,martines montañes,martines montañes,577,579
1249,3151,ju,ju,36,37
1250,3151,montañes,montañes,578,579
1251,3151,costa,costa,311,312
1252,3152,ana,ana,88,89
1253,3152,costa,costa,70,71
1254,3153,maria,maria,63,64
1255,3163,rufina,rufina,618,619
1256,3163,juan,juan,525,526
1257,3163,"juan
",juan,525,526
1258,3163,ju,ju,14,15
1259,3164,domingo,domingo,111,112
1260,3164,costa,costa,175,176
1261,3165,garcia,garcia,32,33
1262,3169,rufina,Rufina,15,16
1263,3169,sr teniente,sr teniente,93,95
1264,3172,juan,juan,234,235
1265,3172,"juan
",juan,234,235
1266,3172,costa,costa,492,493
1267,3174,pablo,Pablo,138,139
1268,3174,pedro,Pedro,135,136
1269,3177,duque de medinacidonia,duque de medinacidonia,21,24
1270,3181,artos yordan,artos yordan,17,19
1271,3188,alonfo cano,alonfo cano,166,168
1272,3188,juan,juan,77,78
1273,3188,"juan
",juan,77,78
1274,3188,cano,cano,167,168
1275,3189,costa,costa,77,78
1276,3197,maria,Maria,35,36
1277,3197,costa,costa,234,235
1278,3198,felis romero,felis romero,19,21
1279,3211,pablo,pablo,288,289
1280,3211,roque,roque,319,320
1281,3211,pedro,pedro,284,285
1282,3212,juan,juan,415,416
1283,3212,"juan
",juan,415,416
1284,3212,geronima,geronima,866,867
1285,3212,juan baptista,juan baptista,415,417
1286,3212,geronima de çamudio,geronima de çamudio,866,869
1287,3213,juan,juan,36,37
1288,3213,"juan
",juan,36,37
1289,3217,costa,costa,145,146
1290,3218,figueroa,figueroa,39,40
1291,3220,ortega,ortega,28,29
1292,3225,juan,juan,57,58
1293,3225,"juan
",juan,57,58
1294,3225,miguel,miguel,32,33
1295,3225,marco,marco,53,54
1296,3226,ju,ju,817,818
1297,3234,herrera,herrera,296,297
1298,3234,dotor herrera,dotor herrera,295,297
1299,3234,costa,costa,348,349
1300,3235,juan,juan,82,83
1301,3235,"juan
",juan,82,83
1302,3235,domingo,domingo,131,132
1303,3240,domingo,domingo,120,121
1304,3240,costa,costa,188,189
1305,3242,ana,ana,20,21
1306,3243,miguel,miguel,49,50
1307,3244,domingo,domingo,255,256
1308,3244,costa,costa,369,370
1309,3257,gabriel,gabriel,284,285
1310,3257,pablo,pablo,152,153
1311,3257,pedro,pedro,146,147
1312,3259,.-gaspar del aguila,.-gaspar del aguila,0,3
1313,3263,ana,ana,28,29
1314,3264,pablo,pablo,83,84
1315,3264,pedro,pedro,86,87
1316,3267,ana,ana,159,160
1317,3268,costa,costa,69,70
1318,3271,juan,juan,586,587
1319,3271,"juan
",juan,586,587
1320,3271,pablo,pablo,68,69
1321,3271,catalina de sena,catalina de sena,151,154
1322,3271,pedro,pedro,65,66
1323,3271,catalina,catalina,151,152
1324,3271,domingo,domingo,260,261
1325,3271,ambrosio,ambrosio,119,120
1326,3272,pablo,pablo,332,333
1327,3272,roque,Roque,355,356
1328,3272,pedro,pedro,327,328
1329,3273,juan,juan,170,171
1330,3273,"juan
",juan,170,171
1331,3273,maria,maria,172,173
1332,3274,bautista,bautista,83,84
1333,3275,juan,juan,145,146
1334,3275,"juan
",juan,145,146
1335,3275,juan de,juan de,145,147
1336,3275,rroque de valduque,rroque de valduque,264,267
1337,3275,vicente,Vicente,280,281
1338,3275,costa,costa,59,60
1339,3282,catalina,catalina,33,34
1340,3283,francisco,francisco,81,82
1341,3283,diego,diego,73,74
1342,3283,diego de,diego de,73,75
1343,3284,bautista,bautista,1,2
1344,3285,benito,benito,93,94
1345,3291,costa,costa,120,121
1346,3292,luis,luis,7,8
1347,3295,matia de la cruz,matia de la Cruz,11,15
1348,3300,ana,ana,49,50
1349,3302,lorenzo,lorenzo,23,24
1350,3302,costa,costa,92,93
1351,3305,leonis de ayllon,leonis de ayllon,153,156
1352,3307,pedro,pedro,38,39
1353,3317,costa,costa,153,154
1354,3319,miguel,miguel,15,16
1355,3319,costa,costa,123,124
1356,3320,sebastian,Sebastian,83,84
1357,3325,pedro,pedro,16,17
1358,3333,sebastian,Sebastian,23,24
1359,3334,juan,juan,743,744
1360,3334,"juan
",juan,743,744
1361,3334,juan baptista,juan baptista,743,745
1362,3344,pedro,pedro,46,47
1363,3344,costa,costa,270,271
1364,3360,bermondo rresta,bermondo rresta,64,66
1365,3360,costa,costa,573,574
1366,3370,baptista vazques,baptista vazques,633,635
1367,3370,hernan ruiz,hernan Ruiz,42,44
1368,3370,señor prouisor,señor prouisor,139,141
1369,3375,sebastian,Sebastian,379,380
1370,3393,juan,juan,295,296
1371,3393,"juan
",juan,295,296
1372,3393,maria,maria,311,312
1373,3395,bartolome,bartolome,55,56
1374,3400,costa,costa,264,265
1375,3403,costa,costa,136,137
1376,3404,costa,costa,361,362
1377,3406,miguel,miguel,29,30
1378,3407,sebastian,Sebastian,31,32
1379,3409,sebastian,Sebastian,54,55
1380,3413,lopez,lopez,1,2
1381,3418,xpobal de las casas,xpobal de las casas,3007,3011
1382,3418,bautista,bautista,301,302
1383,3418,costa,costa,344,345
1384,3427,costa,costa,90,91
1385,3430,marcos,marcos,28,29
1386,3431,bautista vasques,bautista vasques,584,586
1387,3431,çamora,çamora,244,245
1388,3431,bautista,bautista,584,585
1389,3431,arfian,arfian,248,249
1390,3431,costa,costa,232,233
1391,3435,pablo,pablo,46,47
1392,3437,costa,costa,149,150
1393,3438,xpoual,xpoual,42,43
1394,3440,pedro,pedro,138,139
1395,3441,pedro,pedro,82,83
1396,3444,maria,maria,90,91
1397,3445,pedro,pedro,194,195
1398,3445,domingo,domingo,422,423
1399,3456,catalina,catalina,366,367
1400,3456,herrera,herrera,244,245
1401,3456,costa,costa,448,449
1402,3460,basquez,basquez,1,2
1403,3464,marcos,marcos,47,48
1404,3467,gabriel,gabriel,191,192
1405,3467,antonio,antonio,90,91
1406,3467,anton,anton,248,249
1407,3467,joseph,joseph,417,418
1408,3472,costa,costa,35,36
1409,3477,juan,juan,55,56
1410,3477,"juan
",juan,55,56
1411,3477,juan bautista,juan bautista,61,63
1412,3477,benito,benito,65,66
1413,3477,bautista,bautista,62,63
1414,3480,marco,marco,246,247
1415,3480,marcos,marcos,236,237
1416,3480,costa,costa,259,260
1417,3481,juan,juan,78,79
1418,3481,"juan
",juan,78,79
1419,3481,juan baptista,juan baptista,78,80
1420,3485,maria,maria,50,51
1421,3486,andres,andres,106,107
1422,3494,juan,juan,108,109
1423,3494,"juan
",juan,108,109
1424,3494,juan bautista,juan bautista,108,110
1425,3494,bautista,bautista,109,110
1426,3496,alonso despinosa,alonso despinosa,14,16
1427,3496,alonso,alonso,14,15
1428,3497,duque de medinacidonia,duque de medinacidonia,6,9
1429,3499,costa,costa,40,41
1430,3501,antonio,antonio,1043,1044
1431,3501,faustina,faustina,559,560
1432,3501,costa,costa,470,471
1433,3505,fernand rruiz,fernand rruiz,0,2
1434,3506,hernan ruys,hernan Ruys,55,57
1435,3508,hernan rruyz,hernan rruyz,54,56
1436,3510,piñon,piñon,561,562
1437,3510,hernan rruyz,hernan rruyz,601,603
1438,3510,niculas,niculas,552,553
1439,3519,alberto durero,alberto durero,938,940
1440,3520,hernan rruyz,hernan rruyz,8,10
1441,3522,juan,juan,51,52
1442,3522,"juan
",juan,51,52
1443,3526,maria,maria,71,72
1444,3534,pablo,pablo,689,690
1445,3534,pedro,pedro,686,687
1446,3536,costa,costa,30,31
1447,3537,miguel,miguel,365,366
1448,3537,hernan rruyz,hernan rruyz,31,33
1449,3537,costa,costa,745,746
1450,3542,juan,juan,43,44
1451,3542,"juan
",juan,43,44
1452,3542,catalina,catalina,57,58
1453,3542,lorenzo,lorenzo,49,50
1454,3546,juan,juan,179,180
1455,3546,"juan
",juan,179,180
1456,3549,herrera,herrera,39,40
1457,3549,ana,ana,21,22
1458,3553,francisco,francisco,154,155
1459,3554,juan,juan,90,91
1460,3554,"juan
",juan,90,91
1461,3555,juan,juan,50,51
1462,3555,"juan
",juan,50,51
1463,3561,juan,juan,48,49
1464,3561,"juan
",juan,48,49
1465,3561,juan baptista,juan baptista,48,50
1466,3568,maria,maria,11,12
1467,3568,catalina,catalina,161,162
1468,3568,francisco,francisco,157,158
1469,3568,francisco de paula,francisco de paula,157,160
1470,3568,ana,ana,150,151
1471,3568,francisco de,francisco de,157,159
1472,3568,costa,costa,213,214
1473,3569,juan,juan,41,42
1474,3569,"juan
",juan,41,42
1475,3569,juan de,juan de,41,43
1476,3574,ana,ana,64,65
1477,3579,leonor,leonor,282,283
1478,3580,francisco,francisco,331,332
1479,3580,espejo,espejo,276,277
1480,3585,alfonso,Alfonso,29,30
1481,3586,catalina,catalina,37,38
1482,3586,miguel,miguel,82,83
1483,3588,pedro,pedro,44,45
1484,3591,maria,maria,464,465
1485,3591,maria de jesus,maria de jesus,464,467
1486,3591,ana,ana,336,337
1487,3591,leonor,leonor,488,489
1488,3592,gabriel,gabriel,164,165
1489,3594,costa,costa,322,323
1490,3597,cristobal,Cristobal,121,122
1491,3597,sebastian,Sebastian,192,193
1492,3600,juan,juan,89,90
1493,3600,"juan
",juan,89,90
1494,3600,francisco,francisco,96,97
1495,3604,pablo,pablo,131,132
1496,3604,pedro,pedro,125,126
1497,3606,maria,maria,86,87
1498,3608,miguel,miguel,92,93
1499,3608,costa,costa,63,64
1500,3614,juan,juan,398,399
1501,3614,"juan
",juan,398,399
1502,3614,teresa,teresa,25,26
1503,3614,francisco,francisco,77,78
1504,3614,benito,benito,237,238
1505,3614,tomas de aquino,tomas de aquino,273,276
1506,3614,domingo,domingo,530,531
1507,3614,luis,luis,228,229
1508,3614,miguel,miguel,210,211
1509,3614,martin,martin,106,107
1510,3615,joan de morillos,joan de morillos,51,54
1511,3615,joan,joan,51,52
1512,3616,hernando de porras,hernando de porras,40,43
1513,3616,hernando,hernando,40,41
1514,3618,domingo,domingo,21,22
1515,3624,sebastian,Sebastian,90,91
1516,3624,juan,juan,116,117
1517,3624,"juan
",juan,116,117
1518,3626,pedro,pedro,87,88
1519,3626,ana,ana,94,95
1520,3627,ana,ana,228,229
1521,3631,juan,juan,39,40
1522,3631,"juan
",juan,39,40
1523,3631,bartolome,bartolome,89,90
1524,3632,francisco cid,francisco cid,8,10
1525,3632,francisco,francisco,8,9
1526,3634,bermondo rresta,bermondo rresta,52,54
1527,3635,maria,maria,174,175
1528,3635,espino,espino,116,117
1529,3638,pablo,pablo,64,65
1530,3638,pedro,pedro,58,59
1531,3638,catalina,catalina,31,32
1532,3639,cristobal,Cristobal,127,128
1533,3639,xpoual,xpoual,45,46
1534,3642,gonçalo çatico de molina,gonçalo çatico de molina,7,11
1535,3642,corral,corral,429,430
1536,3643,juan,juan,135,136
1537,3643,"juan
",juan,135,136
1538,3672,juan,juan,60,61
1539,3672,"juan
",juan,60,61
1540,3679,juan,juan,17,18
1541,3679,"juan
",juan,17,18
1542,3689,juan,juan,66,67
1543,3689,"juan
",juan,66,67
1544,3689,juan bautista,juan bautista,66,68
1545,3689,francisco,francisco,61,62
1546,3689,bautista,bautista,67,68
1547,3693,sebastian,Sebastian,105,106
1548,3693,francisco,francisco,87,88
1549,3693,miguel,miguel,91,92
1550,3697,marcos,marcos,23,24
1551,3699,juan,Juan,38,39
1552,3699,"juan
",Juan,38,39
1553,3705,pedro,Pedro,65,66
1554,3705,costa,costa,224,225
1555,3716,hernan rruyz,hernan rruyz,25,27
1556,3719,maria,maria,233,234
1557,3719,ana,ana,236,237
1558,3719,costa,costa,471,472
1559,3722,luisa,luisa,21,22
1560,3738,lorenzo,lorenzo,131,132
1561,3740,lorenço desquivel,lorenço desquivel,28,30
1562,3748,costa,costa,106,107
1563,3751,gabriel,gabriel,430,431
1564,3751,pablo,pablo,400,401
1565,3751,pedro,pedro,384,385
1566,3751,costa,costa,631,632
1567,3757,pedro,pedro,89,90
1568,3762,sebastian,Sebastian,161,162
1569,3762,costa,costa,226,227
1570,3765,bautista,bautista,151,152
1571,3768,costa,costa,404,405
1572,3770,juan,juan,245,246
1573,3770,"juan
",juan,245,246
1574,3770,pablo,pablo,132,133
1575,3770,pedro,pedro,129,130
1576,3770,costa,costa,364,365
1577,3770,juan digan,juan digan,759,761
1578,3778,juan,juan,9,10
1579,3778,"juan
",juan,9,10
1580,3778,juan digan,juan digan,9,11
1581,3790,ju,ju,113,114
1582,3792,juan,juan,1396,1397
1583,3792,"juan
",juan,1396,1397
1584,3792,geronima,geronima,1193,1194
1585,3792,geronima de estrada,geronima de estrada,1193,1196
1586,3793,pedro,pedro,397,398
1587,3793,francisca,francisca,388,389
1588,3794,geronima,geronima,30,31
1589,3794,geronima destrada,geronima destrada,30,32
1590,3795,domingo,domingo,46,47
1591,3796,juan,juan,35,36
1592,3796,"juan
",juan,35,36
1593,3796,geronima,geronima,16,17
1594,3796,geronima de estrada,geronima de estrada,16,19
1595,3796,juan digan,juan digan,35,37
1596,3798,sebastian,Sebastian,94,95
1597,3798,costa,costa,340,341
1598,3802,costa,costa,194,195
1599,3804,andres,andres,376,377
1600,3804,costa,costa,130,131
1601,3809,juan,juan,23,24
1602,3809,"juan
",juan,23,24
1603,3811,geronima,geronima,10,11
1604,3811,geronima destrada,geronima destrada,10,12
1605,3818,carlos,carlos,266,267
1606,3819,costa,costa,100,101
1607,3821,costa,costa,451,452
1608,3823,francisco,francisco,38,39
1609,3826,juan,juan,75,76
1610,3826,"juan
",juan,75,76
1611,3826,pablo,pablo,72,73
1612,3826,pedro,pedro,70,71
1613,3826,domingo,domingo,51,52
1614,3831,guzman,guzman,44,45
1615,3831,domingo de guzman,domingo de guzman,42,45
1616,3831,domingo,domingo,42,43
1617,3839,catalina de sena,catalina de sena,53,56
1618,3839,catalina,catalina,53,54
1619,3839,domingo,domingo,48,49
1620,3842,domingo,domingo,46,47
1621,3843,juan,juan,114,115
1622,3843,"juan
",juan,114,115
1623,3843,lorenzo,lorenzo,339,340
1624,3844,francisco,francisco,37,38
1625,3844,francisco de paula,francisco de paula,37,40
1626,3844,francisco de,francisco de,37,39
1627,3845,juan,juan,40,41
1628,3845,"juan
",juan,40,41
1629,3846,ana,ana,56,57
1630,3855,diego,diego,42,43
1631,3861,maria,maria,78,79
1632,3861,maria madalena,maria madalena,78,80
1633,3862,.-gaspar del aguila,.-gaspar del aguila,0,3
1634,3866,francisco,francisco,122,123
1635,3866,diego,diego,40,41
1636,3870,juan,juan,62,63
1637,3870,"juan
",juan,62,63
1638,3870,juan baptista,juan baptista,62,64
1639,3870,francisco,francisco,68,69
1640,3872,costa,costa,134,135
1641,3876,costa,costa,98,99
1642,3877,pablo,pablo,141,142
1643,3877,costa,costa,215,216
1644,3879,pablo,pablo,74,75
1645,3879,jaques bauzel,jaques bauzel,255,257
1646,3879,pedro,pedro,71,72
1647,3879,lorenzo,lorenzo,12,13
1648,3879,tomas de aquino,tomas de aquino,101,104
1649,3879,domingo,domingo,95,96
1650,3882,ana,ana,55,56
1651,3885,sebastian,Sebastian,32,33
1652,3897,pablo,pablo,460,461
1653,3897,pedro,pedro,454,455
1654,3898,juan,juan,405,406
1655,3898,"juan
",juan,405,406
1656,3903,costa,costa,313,314
1657,3905,juan,juan,58,59
1658,3905,"juan
",juan,58,59
1659,3907,marcos maestre,marcos maestre,68,70
1660,3907,marcos,marcos,68,69
1661,3913,antonio,antonio,28,29
1662,3920,juan,juan,56,57
1663,3920,"juan
",juan,56,57
1664,3927,matia de la cruz,matia de la cruz,7,11
1665,3928,sebastian,Sebastian,17,18
1666,3929,costa,costa,23,24
1667,3931,pedro,pedro,141,142
1668,3933,marcos,marcos,45,46
1669,3934,juan,juan,65,66
1670,3934,"juan
",juan,65,66
1671,3934,juan baptista,juan baptista,65,67
1672,3934,asencio de maeda,asencio de maeda,44,47
1673,3935,antonio,antonio,39,40
1674,3938,ana,ana,24,25
1675,3941,juan,juan,20,21
1676,3941,"juan
",juan,20,21
1677,3945,rufina,Rufina,100,101
1678,3945,juan,juan,103,104
1679,3945,"juan
",juan,103,104
1680,3945,juan bautista,juan bautista,103,105
1681,3945,bautista,bautista,104,105
1682,3949,figueroa,figueroa,2,3
1683,3968,juan,juan,36,37
1684,3968,"juan
",juan,36,37
1685,3970,juan,juan,59,60
1686,3970,"juan
",juan,59,60
1687,3970,pedro,pedro,55,56
1688,3970,costa,costa,161,162
1689,3973,domingo de lazaro,domingo de lazaro,64,67
1690,3973,domingo,domingo,64,65
1691,3974,juan,juan,93,94
1692,3974,"juan
",juan,93,94
1693,3974,juan de,juan de,93,95
1694,3974,francisco,francisco,232,233
1695,3974,andres,andres,88,89
1696,3974,ana,ana,179,180
1697,3975,domingo,domingo,114,115
1698,3975,costa,costa,82,83
1699,3977,juan,juan,11,12
1700,3977,"juan
",juan,11,12
1701,3977,juan baptista,juan baptista,11,13
1702,3979,costa,costa,31,32
1703,3980,sebastian,Sebastian,204,205
1704,3980,pedro,pedro,161,162
1705,3980,francisco,francisco,164,165
1706,3980,josefe,josefe,152,153
1707,3980,ana,ana,166,167
1708,3980,bautista,bautista,197,198
1709,3987,francisco,francisco,102,103
1710,3987,francisco de,francisco de,102,104
1711,3990,domingo,domingo,38,39
1712,3992,juan,juan,65,66
1713,3992,"juan
",juan,65,66
1714,3994,roque,Roque,35,36
1715,4000,juan,juan,45,46
1716,4000,"juan
",juan,45,46
1717,4006,pedro,pedro,152,153
1718,4006,francisco,francisco,156,157
1719,4007,juan,juan,49,50
1720,4007,"juan
",juan,49,50
1721,4008,francisco,francisco,94,95
1722,4008,francisco de,francisco de,94,96
1723,4010,felipe,felipe,46,47
1724,4011,juan,juan,372,373
1725,4011,"juan
",juan,372,373
1726,4011,maria,maria,374,375
1727,4017,juan,juan,37,38
1728,4017,"juan
",juan,37,38
1729,4021,pedro,pedro,200,201
1730,4022,antonio,antonio,200,201
1731,4022,luis,luis,203,204
1732,4023,pablo,pablo,77,78
1733,4023,antonio,antonio,106,107
1734,4029,beatris,beatris,40,41
1735,4030,rufina,Rufina,183,184
1736,4030,juan,juan,158,159
1737,4030,"juan
",juan,158,159
1738,4030,pedro,pedro,139,140
1739,4030,antonio,antonio,167,168
1740,4033,pablo,pablo,52,53
1741,4033,pedro,pedro,49,50
1742,4036,costa,costa,144,145
1743,4050,domingo,domingo,27,28
1744,4051,domingo,domingo,32,33
1745,4057,juan,juan,83,84
1746,4057,"juan
",juan,83,84
1747,4057,juan bautista,juan bautista,83,85
1748,4057,pedro,pedro,79,80
1749,4057,antonio,antonio,70,71
1750,4057,bautista,bautista,84,85
1751,4064,antonio,antonio,7,8
1752,4065,bartolome,bartolome,73,74
1753,4067,juan,juan,89,90
1754,4067,"juan
",juan,89,90
1755,4067,juan bautista,juan bautista,89,91
1756,4067,bermondo resta,bermondo Resta,53,55
1757,4067,bautista,bautista,90,91
1758,4073,juan,juan,76,77
1759,4073,"juan
",juan,76,77
1760,4074,costa,costa,131,132
1761,4075,costa,costa,84,85
1762,4079,juan,juan,204,205
1763,4079,"juan
",juan,204,205
1764,4079,francisco,francisco,223,224
1765,4079,domingo,domingo,229,230
1766,4079,martin,martin,114,115
1767,4080,francisco,francisco,90,91
1768,4080,bermondo resta,bermondo Resta,160,162
1769,4091,juan,juan,218,219
1770,4091,"juan
",juan,218,219
1771,4091,juan de,juan de,249,251
1772,4092,costa,costa,217,218
1773,4094,pablo,pablo,223,224
1774,4094,pedro,pedro,220,221
1775,4094,catalina,catalina,177,178
1776,4094,domingo,domingo,174,175
1777,4094,bautista,bautista,227,228
1778,4101,pablo,pablo,67,68
1779,4101,pedro,pedro,64,65
1780,4106,gonçalo argote de molina,gonçalo argote de molina,61,65
1781,4106,pablo,pablo,228,229
1782,4106,pedro,pedro,223,224
1783,4106,bermundo resta,bermundo Resta,118,120
1784,4106,felipe,felipe,205,206
1785,4107,pablo,pablo,49,50
1786,4107,pedro,pedro,46,47
1787,4107,bautista,bautista,42,43
1788,4109,francisco,francisco,91,92
1789,4109,bermondo resta,bermondo Resta,39,41
1790,4110,bermondo resta,bermondo Resta,0,2
1791,4111,luis,luis,38,39
1792,4112,juan,juan,24,25
1793,4112,"juan
",juan,24,25
1794,4112,juan bautista,juan bautista,24,26
1795,4112,roque,Roque,36,37
1796,4112,bautista,bautista,25,26
1797,4117,pablo,pablo,734,735
1798,4117,pedro,pedro,731,732
1799,4117,bermundo resta,bermundo Resta,73,75
1800,4117,costa,costa,972,973
