Casamayor de La Coma, María Andresa. Casandro Mamés de La Marca y Araioa
Dávila y Guzmán, Enrique. Marqués de Povar (I)
Dávila Guzmán, Francisco. Marqués de Loriana (V)
Dávila y Guzmán, Francisco
Dávila y Heredia, Andrés. Señor de la Garena
Dávila Herzellez, Juan
Dávila Luque de Sáenz de la Peña, Luisa
Dávila y Madrid, Fernando
Dávila y Madrid Loayza del Arco, Fernando
Dávila Morales, Juan Antonio
Dávila Muñoz, García
Dávila Orejón y Gastón, Francisco
Dávila y Padilla, Agustín
Dávila Sigüenza, Martín
Dávila y Toledo, Esteban. Conde de El Risco (II), Señor de Villafranca y de las Navas
Dávila y Toledo, Gómez. Marqués de Velada (II)
Dávila y Toledo, Sancho
Dávila y Toledo Colonna, Antonio Sancho. Marqués de Velada (III)
Dávila y Zúñiga, Antonio. Marqués de Mirabel (III)
Dávila y Zúñiga, Pedro. Marqués de Las Navas (I), Conde del Risco (III)
Davin , James
Daza , Cristóbal
Daza , Gaspar
Daza , José
Daza , Luis
Daza Chacón, Dionisio
Daza Rodríguez, Esteban
Daza de Valdés , Benito
Daza y Vázquez, Agustín
Decio , Francisco. Valentino Decio
Decraene , Florentino
Degollada Guitart, Rafael
Dehesa Rubiano, Juan de la
Deheza , Román Antonio
Delgado , Alonso
Delgado , Frutos
Delgado , Jerónimo
Delgado , José
Delgado , José Matías
Delgado , Juan Felipe
Delgado , Juan José
Delgado , Juan
Delgado , Manuel
Delgado , Manuel
Delgado , Martín
Delgado , Nicolás
Delgado , Pedro
Delgado , Pedro
Delgado , Pedro
Delgado de Arellano, Tadeo Manuel
Delgado Durán, Juan
Delgado y Flores, Matías
Delgado González, Ruperto
Delgado Guerra, José. Pepe-Hillo
Delgado Herrero, Santiago
Delgado López, Francisco
Delgado y Melilla, Pedro
Delgado Moreno, Mateo
Delgado y Venegas, Francisco Javier
Delgar , Martín
Delicado , Francisco
Delitala Castellví, José
Delitala y Timboni, Manuel. Marqués de Manca (I), en Cerdeña
Delrío , Martín Antonio. Rolandus Myrteus Onatinus, Rolandus Natin Onatinus, Rolando Natin Miriteo
Demandre , Huberto
Dempere Puig, Anselmo
Denche , Manuel
Dengo , Juan
Dennetières , Arnould. Señor de la Plaigne, en Flandes
Denti , Vicente. Duque de Piraino (I), en el Reino de las Dos Sicilias
Derretz , Juan Bautista
Derretz , Juan
Descamps i Pebernat, Francesc Vidal
Descatllar Desbach, Lluís. Señor de Besora
Descatllar de Rubí, Dalmau
Descós , Arnau
Deslobbes y Cortés, Juan Domingo
Desmaissières Flores, Miguel
Desnaux (Souvillars de), Carlos
Desojo , Ramón Calixto
Desprats , Francisco (Francesc). Prats, Francisco des
Despuig , Ausiàs
Despuig , Bernat
Despuig , Luis
Despuig , Miguel
Despuig y Dameto, Antonio
Despuig y Martínez de Marcilla, Ramón
Despuig de Rocabertí, Ramón. Conde de Montenegro (I)
Despuig Savertés, Cristòfol
Despuig y Zaforteza, Ramón. Conde de Montenegro (V)
Dessi i Queixalós, Joan
Desvalls y de Ardena, Juan Antonio. Marqués de Llupià (VII), Marqués de Poal (IV), Marqués de Alfarrás (IV)
Déu , Llorenç
Deza , Alonso
Deza , Lope de
Deza y Guzmán, Pedro de
Deza y Tavera, Diego de
Deza y Ulloa, Antonio de
Día , Félix
Diago , Francisco
Diamalul Quiram, Muhamad
Diamante , Juan Bautista
Diana , Antonino
Díaz , Ana
Díaz , Antonio
Díaz , Antonio. Doctor Romano
Díaz , Bartolomé
Díaz , Diego Antonio
Díaz , Francisco
Díaz , Francisco
Díaz , Froilán
Díaz , Isidro
Díaz , Juan. Joannes Diazius
Díaz , Juan
Díaz , Pedro
Díaz , Ruy
Díaz , Valentín
Díaz de Adorna , Hernando
Díaz de Altarriva, Martín
Díaz de Arbizu , Francisco
Díaz de Arce y Santos, Juan Antonio
Díaz de Argandoña y Ruiz de Llanos, Bernardino
Díaz Argote, José Domingo
Díaz de Armendáriz , Miguel
Díaz de Benavente, Juan
Díaz Benito, Vicente
Díaz Bermudo, Francisco
Díaz Berrocal, Juan
Díaz-Bravo , José Vicente
Díaz de Brizuela, Joseph
Díaz de Cabrera, Rafael
Díaz Campomanes y Omaña, Arias
Díaz Caneja, Joaquín
Díaz del Castillo , Bernal
Díaz del Castillo y Sanjurjo, Ángel
Díaz de Cienfuegos , Pedro
Díaz de Durana, Clemente Antonio
Díaz de Espada y Fernández de Landa, Juan José
Díaz Freyle, Manuel
Díaz de Fuenmayor, Juan
Díaz de Gamarra y Dávalos, Juan Benito
Díaz Gamones, Domingo
Díaz Gamones, José
Díaz de Güemes, Eustaquio
Díaz de la Guerra , Juan
Díaz de la Guerra , Juan
Díaz de Guiral , Rodrigo
Díaz de Guzmán , Ruy
Díaz Hernández, María. Maridíaz
Díaz de Herrera y Baena, Manuel
Díaz de Herrera y Mella, Segundo
Díaz Infante, José
Díaz de Lavandero, Juan
Díaz de Lavandero Martín, Mateo Pablo. Marqués de Torrenueva (I)
Díaz de Leguizamo , Sancho
Díaz de Lisboa , Diego
Díaz de Luco , Juan Bernal. Doctor Bernal
Díaz Manresa, Francisco
Díaz Marmano, José
Díaz de Mayorga y Ferrer, Martín
Díaz Melgarejo, Ruy
Díaz del Moral , Antonio
Díaz Morales y Bernuy, Francisco
Díaz Morante, Pedro
Díaz Navarro, Casimiro
Díaz Ortega y Cerro, José
Díaz Pérez, Antonio
Díaz Pérez, Claudio. José del Espíritu Santo
Díaz Pimienta, Juan
Díaz Porlier, Juan. El Marquesito
Díaz del Real, Juan
Díaz Rengifo, Juan
Díaz de los Reyes , Ignacio
Díaz del Ribero, Francisco
Díaz de Rivadeneyra, Hernando
Díaz de Rivas , Pedro
Díaz de Rivera , Miguel Ramón
Díaz Robles y Quiroga, Agustín
Díaz de Rojas, Pedro
Díaz de Rojas y Narváez, Rui
Díaz Román, Andrés
Díaz Román y Ortiz de Zárate, Francisco
Díaz Romano, Francisco
Díaz y Rosón, José
Díaz de San Buenaventura, Francisco
Díaz Sánchez de Ávila, Tomás. Tomás de Jesús
Díaz Santos Bullón, Francisco
Díaz de Saravia, Julián
Díaz de Sarralde, José
Díaz de Solís, Juan
Díaz Tanco de Fregenal, Vasco
Díaz de Toledo , Pero. Señor de Olmedilla
Díaz de Torreblanca , Juan
Díaz de Tovar , Rui. Prudencio de Sandoval
Díaz de Tudanca, Pedro
Díaz del Valle y de la Puerta, Lázaro
Díaz Vélez, Eustaquio Antonio
Díaz de Vivar , Pedro
Díaz de Vivar y Mendoza, Rodrigo. Marqués de Zenete (o Cenete) (I)
Díaz Zambrano de Saravia, Bernarda
Dicastillo , Juan Inocencio de
Dicastillo y Araciel, Pablo
Dicastillo Muruzábal, Miguel de. Miguel de Mencos
Diego , Felipe
Diego de la Fuente, Mateo
Diego Ibáñez, Pablo
Diego José de Cádiz , Beato
Diego Luis de San Vitores , Beato
Diego de Pevedilla y Escobedo, Manuel
Diego y Pinillos, Roque de
Diéguez y Ramírez de Arellano, Lorenzo
Dietrichstein , Francisco de
Dietrichstein , Maximiliano. Barón de Dietrichstein
Díez , Esteban
Díez , Jerónimo Antonio
Díez , Melchor
Díez de Andino , Juan
Díez Arias, Garci
Díez de Aux , Miguel. El Joven
Díez de Aux , Miguel. El Viejo
Díez de Aux, Miguel Mateo
Díez de Aux Armendáriz, Francés
Díez de Aux y Armendáriz, Lope
Díez de Aux y Armendáriz, Lope. Marqués de Cadreita (I)
Díez de Betanzos y Arauz, Juan de
Díez de Bracamonte, Juan de
Díez de Bulnes Blanco, Jacinto
Díez de Bulnes de los Reyes, Juan José
Díez de Bulnes de los Reyes, Manuel Fernando
Díez Cabrera, Francisco
Díez Durán y Navarro, Mateo
Díez Fernández, Hilarión
Díez Ferreras, Diego
Díez Freile, Juan
Díez Gallardo, Bartolomé
Díez González, Santos
Díez de Goyanes, Marcos
Díez Hurtado de Medrano, Antonio. Antonio de Medrano
Díez e Imbrechts, José Manuel
Díez de Liatzasolo, Martí
Díez de Medina , Francisco Tadeo
Díez Navarro, Andrés
Díez Navarro y Albuquerque, Luis
Díez Pedreño, Eugenio
Díez de la Peña, Adán
Díez de Quijada y Obejero, Felipe
Díez de Quijada y Obejero, Félix
Díez de Rivera y Muro, Ildefonso. Conde de Almodóvar (III)
Díez Robles, Pedro
Díez Romero, Pedro
Díez de San Miguel y Solier, Antonio Jacinto
Díez y Torena, José Hermenegildo. El marucho
Díez de Ulzurrun, Francisco
Díez de Ulzurrun y Argáiz, Joaquín
Díez Venero de Leiva, Andrés
Diosdado Caballero, Ramón
Diricksen , Felipe
Diruel Ripando, Gaspar de
Diustegui de Yarza , Agustín de
Diz , Francisco
Doblas , Gonzalo de
Dobrizhoffer , Martín
Docampo , Andrés
Docampo Vázquez, Pedro
Dolarea y Pascual de Nieva, Alejandro
Dombey , Joseph
Domecq y Laboraria, Manuel
Domecq Lembeye, Pedro
Domecq Víctor, Juan
Domènech , Francisco
Doménech , Juan Jerónimo
Doménech y Nadal, Francisco
Domezain y Andía, Francisco Antonio
Domingo , Luis
Domingo y Arnau, Juan
Domingo Castellet Vinale , Beato
Domingo Henares , Santo
Domingo Huguet, Isidro
Domingo Ibáñez , Santo
Domingo del Niño Jesús
Domingo de Santo Tomás
Domínguez , Alfonso Francisco
Domínguez , José León
Domínguez , Juan
Domínguez , Mateo
Domínguez , Pedro José
Domínguez-Ayllón Toledo, Julián
Domínguez Buiza, Santiago
Domínguez Camargo, Hernando
Domínguez de Chávez y Arellano, Francisco
Domínguez de Estivada, Juan Antonio
Domínguez y Gómez de Olmedo, José Manuel
Domínguez Guevara, Miguel. Conde de San Antonio (I)
Domínguez y Longas, Mariano
Domínguez López, Juan
Domínguez y Ocampo, Francisco
Domínguez Ortiz, Juan. Barbero de Utrera
Domínguez de Prado y Morras, Vicente
Domínguez de Riezu , Antonio Hilarión
Domínguez Romay, Fernando
Domínguez Rosaíns, Bernardo
Dominguez de Sotomayor y de la Rocha, Juan José
Domínguez Valdecañas, Antonio Rafael
Domínguez Vázquez de Tovar, Isidoro
Domonte y Robledo, Melchor
Doncel , Antonio
Doncel , Guillén
Donesteve , Juan Bautista de
Dongo Barnuevo y Mesa, Antonio
Donguillén , Juan Bautista
Donguillén , Juan
Donis , Ambrosio. Marqués de Olivares de Duero (I)
Donis , Ventura
Donlope , Manuel
Donlope , Miguel
Donquers , Guillermo
Dorado y Gil de Ramales, Francisco
Dorado y González de Villanueva, José
Doral y Anuncibay, Antonio de
Dorantes , Esteban de. Estebanico, Estebanillo
Dorantes de Carranza, Andrés
Dorantes de Carranza, Baltasar
Dorca y Parra, Francisco Javier
Dorda Germí, Francisco
Dordal , José
Doria , Andrea. Príncipe de Melfi (I), en Nápoles
Doria , Fabricio. Duque de Avellano, en Cerdeña
Doria , Juan. Príncipe de Melfi, en Nápoles
Doria , Juan Andrea. Conde de Tursi y Príncipe de Melfi (II), en Nápoles
Doria , Juan Lucas
Doria , Marcos
Doria , Nicolás. Nicolás de Jesús María. Doria
Doria del Carreto, Carlo. Duque de Tursi (I), en Nápoles
Doria Landi, Juan Andrea. Príncipe de Melfi (II), en Nápoles
Doris de Palafox Rebolledo y Blanes, Juan Francisco. Marqués de Ariza (III)
Dormay , Luis
Dormer , Diego
Dormer , Diego José
Dorrego , Manuel
Dosma Delgado, Rodrigo
Dou y Bassols, Ramón Lázaro de
Dowling , Juan
Downie Forrester, Juan
Doyagüe Jiménez, Manuel José
Doyle , Carlos Guillermo
Doz y Funez, Manuel
Dreveton , Baltasar
Driget y Fabre, Francisco. Marqués de Malespina (I)
Drument i Millet, Joan
Duardo , Juan Gerónimo
Duarte , Ambrosio
Duarte Cerón, Francisco. Francisco de Ugarte
Duaso y Latre, José
Ducete , Juan. El Mozo
Ducete , Sebastián
Duchen del Princi , Salvador
Ducrue , Francisco
Dueñas , Juan de
Dueñas y Castro, Domingo
Dueñas y Vega, Marcelino de
Duff Skene, James
Dufresne , José
Dulcehe
Dumont y de Buisson, Juan Buenaventura. Conde de Gages (I)
Dupuy , Vicente
Duque Cornejo, Pedro
Duque de Estrada , Diego. Justo de Santa María
Duque de Estrada, Manuel
Duque de Estrada y Atorrasagasti, Manuel. Conde de la Vega de Sella (V)
Duque de Estrada y Atorrasagasti, Vicente
Durán , Diego
Durán , Francisco Javier
Durán , Gabriel. Romaní
Durán , José
Durán , José Miguel
Durán , Pau
Durán , Tomás
Durán y Barazábal, Alfonso
Durán y Barazabal, José Joaquín
Durán Casalbón, Francisca de Paula
Durán de Castro, Antonio
Durán Mastrilli, Nicolás
Durán de la Mota, Antonio
Durán Obiols, Raimon
Durango , Gaspar
Durango de los Arcos, Matías
Durango y Ortúzar, Vicente
Duró y Garcés, José
Duró López, Francisco
Durón de Ortega, Diego
Durón Picazo, Sebastián
Duruelo , maestro de
Dusay , Juan
Dutari , Jerónimo
Duval , Pedro
Eagar , Alberto Alejandro
Ebassun , Antonio. Martincho
Echagüe , Pascual
Echaide , Juan de
Echalar Ichazo, Juan Ildefonso
Echamorro , José
Echandi , Alberico
Echandi y Montalvo, Mauricio de
Echanove , Manuel de
Echánove y Echánove, Francisco Antonio
Echauri , Martín José de
Echaurren Ruiz de la Viñuela, Gregorio Dimas
Echauz Velasco, Juan
Echavarri Sobrevilla, Juan de. Juan de Chávarri
Echávarri Ugarte, Francisco Antonio de
Echavarría Navarro Sandoval, Juan de
Echavarría Suárez, Ramón de
Echavarría Zuloaga , Juan Bautista de. Marqués de Soto Hermoso (I)
Echave Orio, Baltasar de. El Viejo
Echave y Rojas, Pedro Antonio de
Echeagaray , Manuel
Echeandía y Jiménez, Pedro Gregorio
Echeandía y Valencia, Manuel de
Echeberz y Agreda, Lope de
Echenique , José de
Echenique y Echenique, Pedro de
Echevarri Manrique de Lara, Juan María
Echevarri Sustacha, Pedro Agustín. Marqués de la Fidelidad (I)
Echevarría , Cayetano
Echevarría , Manuel Ezequiel
Echevarría y Alberdi, Luis de
Echevarría y Corral, Agustín de
Echevarría y Elexaga, Antonio de
Echevarría Pareja, Domingo. Chavarito
Echevarría de Vidal, María Catalina
Echeverri y Celayandía, Domingo de
Echeverri Robere, Jacinto Antonio de
Echeverri Robere, Juan de. Conde de Villalcázar de Sirga (I)
Echeverría , Juan Miguel de
Echeverría , Vicente Anastasio de
Echeverría Enciso y Orcolaga, Agustín José
Echeverría Loinaz (o Loynaz), Martín Javier
Echeverría y Orcolaga, Sancho de
Echeverz , Fernando de
Echeverz , Pedro Antonio de
Echéverz Eito, Francisco Miguel. El padre del Ave Maríapredica
Echeverz y Subiza, Antonio de
Echeveste , Matías
Ecoz Aguirre, Nicolás (de los)
Eder , Francisco Javier
Eder , Joseph
Eder , Juan
Eduardo Villarreal, Diego Nicolás
Egaña Risco, Juan
Egas , Antón
Egas , Enrique
Egas de Guzmán , Andrés
Egea Gallar, Mariano
Eggenberg , Ruperto de. Barón de Ehrenhausen (I), en Sacro Imperio Romano Germánico
Egipciaco , Pedro
Egmont , Lamoral de. Conde de Egmont (IV), en Flandes
Egmont y Berlaymont, Felipe Luis de. Conde de Egmont (VIII), en Flandes
Egual y Miguel, Anna María. Marquesa de Castellfort (I)
Eguarás , Melchor de
Eguaras y Fernández de Híjar, Pedro de. Marqués de Salvatierra de Peralta (II)
Egüés , Fernando
Egües y Beaumont y Jiménez del Vayo, Martín de
Egües y Beaumont Verdugo, Diego
Eguía , Joaquín
Eguía , Miguel de
Eguía y Aguirre, Joaquín María de. Marqués de Narros (III). Don Roque Antonio de Cogollor
Eguía y Eguía, Jerónimo Francisco Pedro Esteban de. Marqués de Narros (I)
Eguía y de Grifo, Jerónimo de
Eguía Letona, Francisco Ramón. Conde del Real Aprecio (I)
Eguía Ramírez de Arellano Sarabia, Agustín de
Eguía y Sáenz de Buruaga, Nazario de. Conde de Casa Eguía (I)
Eguiara y Eguren, Juan José de
Eguiarreta y Ripa, Joaquín
Eguiguren Ezcaregui, Fernando de
Eguíluz , Diego de
Eguiluz Garcés, Juan Matías
Eguino , Antonio de
Eguizábal , José de
Egusquiza , José de
Ehinger , Jorge
Ejea y Talayero, Luis
Elcano , Juan Sebastián
Elcaraeta , Bernardo de
Elcaraeta , Domingo Antonio de
Elcarte , Francisco de
Elejalde , Antonio de
Elejalde , Antonio de
Elejalde , Ignacio de
Elejalde , Juan de
Eleta la Piedra, Joaquín Domingo de
Elexaga y Asunsolo, Francisco Javier de
Elgart , Jean Pierre d'
Elguero , Pedro
Elgueta Vigil, Antonio
Elhuyar y Lubice, Fausto d'
Elhuyar y Lubice, Juan José d'
Elía , Agustín Pío de
Elías , Benito
Elías , José
Elías , José Eugenio de
Elías Soto, Máximo. El Sastre
Elías Vallejo, Francisco
Elío y Jaureguizar, José de
Elío y Olóndriz, Francisco Javier
Elizalde , Miguel de
Elizalde y García, Juan Antonio
Elizalde de Idoate, Ángel
Elizalde Maticorena, Juan Manuel de
Elizondo , Juan de
Elizondo Alvizu, Joaquín
Elizondo y López de Los Arcos, Lucas José de
Ellacuriaga , Juan de
Elorza y Aguirre, Francisco Antonio
Elvás , Fidalgo de
Emasabel , Domingo
Emilio Biesa, Carlos
Emparán , Miguel José de
Emparán Aranguren, José Manuel
Emparán Azque, Sebastián de. Sebastián de Victoria. El limosnero
Emparán y de Orbe, Agustín Ignacio de
Emparán y de Orbe, Manuel
Emparán y de Orbe, Vicente de
Encalada , Sebastián de
Encalada Ramírez y Calviche, Vicente
Encima y Piedra, Victoriano Ramón
Encina , Juan del. Juan de Fermoselle
Encina , Juan Ignacio de la
Encina Válgoma, Francisco de la
Encinas , Alejo de
Encinas , Alonso de
Encinas , Diego de
Enciso , Juan de
Enciso Castrillón, Félix María. Félix Castrillón, DFME y C. DFEC
Enciso Hita, Bartolomé
Endériz y López de Angulo, José
Enguera , Juan de
Enis (o Henis) , Tadeo Xaver
Enrich , Joan
Enrile y Alcedo, Pascual de
Enrique II de Albret. Príncipe de Viana, Señor de Foix, Bearn y Albret
Enrique II de Portugal. El Piadoso
Enrique IV. El Impotente
Enrique IV de Francia. Enrique III de Navarra
Enrique , Diego
Enríquez , Alonso
Enríquez , Crisóstomo
Enríquez , Enrique. Señor de los Filabres
Enríquez , Francisca. Marquesa de Denia (II)
Enríquez , Francisco
Enríquez , Inés
Enríquez , Jorge Enrique
Enríquez , Juan. Marqués de Campi (I), en el Reino de Nápoles
Enríquez , Luis
Enríquez , Mateo
Enríquez , Teresa. La Loca del Sacramento
Enríquez de Ablitas, Francisco
Enríquez de Almansa, Enrique
Enríquez de Almansa, Francisco. Marqués de Alcañices (I)
Enríquez de Almansa , Martín
Enríquez de Almansa y Álvarez de Vega, Álvaro. Marqués de Alcañices (VII)
Enríquez de Arana , Beatriz
Enríquez de Arana y Puerto, Gonzalo
Enríquez de Cabrera , Juan Alonso. Duque de Medina de Rioseco (V)
Enríquez de Cabrera , Luis. Duque de Medina de Ríoseco (III)
Enríquez de Cabrera y Mendoza, Luis. Duque de Medina de Rioseco (IV)
Enríquez de Cabrera y Sandoval, Juan Gaspar. Duque de Medina de Ríoseco (VI)
Enríquez de Cabrera Toledo y Sandoval, Juan Tomás. Duque de Medina de Rioseco (VII)
Enríquez del Castillo, Diego
Enríquez Cosgaya, Micaela María
Enríquez de Fonseca , Luis
Enríquez Gómez, Antonio. Fernando de Zárate y Castronovo
Enríquez de Guzmán, Alonso. Alonso de Santo Tomás
Enríquez de Guzmán , Alonso
Enríquez de Guzmán, Alonso. Conde de Alba de Liste (II)
Enríquez de Guzmán , Antonio. Conde de Alba de Liste (VI)
Enríquez de Guzmán, Diego. Conde de Alba de Liste (III)
Enríquez de Guzmán, Enrique
Enríquez de Guzmán, Enrique. Señor de Bolaños y Perilla
Enríquez de Guzmán , Feliciana
Enríquez de Guzmán , Juan. El de Baza
Enríquez de Guzmán de Acevedo y Toledo, Pedro. Conde de Fuentes de Valdepero (I)
Enríquez de Guzmán y Coresma, Luis. Conde de Alba de Liste (IX)
Enríquez de Guzmán y Fajardo, Enrique. El Gordo. Señor de de Orce (IV)
Enríquez de Guzmán y de Toledo, Diego. Conde de Alba de Liste (V)
Enríquez Lozano, Juan Antonio
Enríquez y Luján, Fadrique
Enríquez de Luna, María. Duquesa de Gandía (II)
Enríquez de Luna y Rojas, Gonzalo
Enríquez Manrique de Lara, Luisa. Condesa de Paredes de Nava (IX). Luisa Magdalena de Jesús
Enríquez de Navarra y Marín, Luis
Enríquez Pimentel y Guzmán, Enrique. Marqués de Távara (V)
Enríquez de Porres, Antonio
Enríquez Portocarrero, Juana
Enríquez de Quiñones, Alfonso. Conde de Melgar (II)
Enríquez de Quiñones, Enrique
Enríquez de Ribera, Fadrique. Marqués de Tarifa (I)
Enríquez de Ribera, Fadrique. Marqués de Villanueva del Río (I)
Enríquez de Ribera y Portocarrero, Fernando. Duque de Alcalá de los Gazules (II)
Enríquez de Sandoval, Inés. Condesa de la Torre (I)
Enríquez Santos y Mendinueta, Diego Manuel
Enríquez de la Selva, Pedro de
Enríquez de Sotomayor, Enríque
Enríquez Téllez-Girón, Luis. Duque de Medina de Ríoseco (II)
Enríquez de Toledo y Armendáriz, Alonso
Enríquez de Velasco, Enrique
Enríquez de Velasco, Fadrique. Conde de Melgar (III)
Enríquez de Velasco , Fernando. Duque de Medina de Rioseco (I)
Enríquez de Villacorta , Francisco
Enríquez de Villegas, Diego
Enríquez de Zúñiga , Juan
Enriquillo
Entrambasaguas , Miguel de
Entrambosrríos , Sebastián de
Entrena Cejalvo, Diego
Enyego
Enzinas , Diego de. Iacobus Dryander
Enzinas , Fernando de
Enzinas , Francisco de. Dryander, (Francisco de) Elao, Duchesne, Van-Eyck, Eichmann, ¿Juan Jarava?
Eraso , Antonio de
Eraso , Francisco Benito
Eraso , Julio Íñigo de
Eraso Aranda y Salazar, Fernando. Conde de Humanes (IX)
Eraso Carrillo y Pacheco, Francisco de. Conde de Humanes (I)
Eraso y Galindo, Cristóbal de
Eraso y Hermosa, Francisco de. Señor de Mohernando (I)
Eraso y Peralta, Carlos de. Señor de Mohernando (II)
Eraso Ponce de León y Carvajal, María Fernanda de. Condesa de Humanes (VIII)
Eraso y Toledo, Baltasar de. Conde de Humanes (II)
Erauso , Catalina de. La monja alférez
Ercazti Llorente-Aguado, José María
Ercilla , Pedro
Ercilla y Zúñiga, Alonso de
Erdocia , Domingo de
Erenchun , Martín de
Erenchun de Gamarra, Juan
Erenchun Pitano, Juan
Eril y Sentmenat, Alfonso de. Conde de Eril (II)
Eril y Sentmenat, Francisco de
Ernesto de Habsburgo
Erquicia, Juan de . Francisco de San Julián
Erro y Azpiroz, Juan Bautista de
Esain Elcano, Victoriano
Esbarroya , Agustín de
Esbarroya , Leonardo
Escalada , Antonio José de
Escalada , Francisco Antonio de
Escalada , Francisco
Escalada , José María de
Escalada , Juan Pedro
Escalada de Demaría, María Eugenia de
Escalada de Oromí, Nieves
Escalada y Palacios, Emeterio Celedonio de
Escalante , Diego de
Escalante , Hernando de
Escalante , Juan de
Escalante , Lucas de
Escalante , Sancho de
Escalante , Tadeo
Escalante Bruin, Ventura
Escalante y Mendoza, Juan de
Escalante de Mendoza, Juan de
Escalante y Mendoza , Manuel
Escalante Opacio, Alfonso
Escalera y Quiroga, Gonzalo de la
Escalona , Romualdo
Escalona y Agüero, Gaspar de
Escalona y Calatayud, Juan José de
Escalzo Acedo, Matías
Escalzo y Miguel, José
Escamilla , Manuela de
Escandón , Francisco Antonio de
Escandón , Ignacio
Escandón y Helguera, José de. Conde de Sierra Gorda (I)
Escaño , Fernando de
Escaño y García de Cáceres, Antonio de
Escarabatxeres y Rotxotxo, Jeroni
Escarano y Torres Triviño, Francisco Antonio
Escaregui Mendiola, Andrés de
Escarpenter , Francisco
Escartín y Arbeza, Miguel de
Esclapes de Guilló, Pascual
Esclús Gómez, José María
Escluse , Charles de l'. Carolus Clusius
Escobar , Bartolomé de
Escobar , Francisco de
Escobar , Francisco
Escobar , Jerónimo
Escobar , José María
Escobar , Juan de
Escobar , Manuel de
Escobar , Marina de
Escobar , Matías de
Escobar , Pedro de
Escobar , Rodrigo de
Escobar del Corro , Juan
Escobar y Gutiérrez, Antonio de
Escobar y Mendoza, Antonio
Escobar y Osorio, Diego de
Escobar y Silva Herrera, Juana María de. Marquesa de Lozoya (IV)
Escobar y Villarroel, Francisco de
Escobedo , Alonso Gregorio de
Escobedo , Bartolomé de
Escobedo , Juan de
Escobedo , Juan de. El Verdinegro
Escobedo , Pedro de
Escobedo , Rodrigo de
Escobedo y Alarcón, Jorge de
Escofet y Palau, Juan de
Escoiquiz Mezeta, Juan
Escolano , Domingo Nicolás
Escolano , Gaspar Joan
Escolano de Arrieta y Peñuelas de Zamora, Pedro
Escolano y Ledesma, Diego de
Escorcia y Ladrón, Francisco
Escosura y López de Porto, Jerónimo de la
Escoto Moreo, Roque
Escribano García, Gabriel
Escriche Martín, Joaquín
Escrivá , Juan
Escrivá , Pedro Luis
Escrivá d'Ixar Lloris y Monntpalau, Onofre Vicente. Conde de Alcudia de Carlet (II)
Escrivá d'Ixar Portugal y Montpalau, Baltasar Cristóbal. Conde de Alcudia de Carlet (III)
Escrivá de Romaní , Juan Ram de. Comendador Escrivá
Escrivá de Romaní y Taverner, Luisa. Baronesa de Eroles
Escucha (o Ascucha) , Francisco Ignacio García de
Escuder , José
Escudero , Bernardo
Escudero , Diego
Escudero , Diego de
Escudero , Salvador
Escudero y Coll, Teótimo
Escudero y Eraso, Alonso
Escudero Lisón, José
Escudero y Ramírez de Arellano, Francisco de Paula
Escuer , Jerónimo
Escurrechea e Itúrburu, Miguel Antonio de
Escurrechea y Ondarza, Josefa de. Marquesa de Santa María de Otavi (III)
Esguerra , Cayetano de
Eslava , Antonio de
Eslava y Lassaga, Rafael de
Eslava y Lassaga, Sebastián de. Marqués de la Real Defensa (I)
Espanyol i Pacs, Esperandéu
España , Carlos de. Conde de España (I)
España , José María
España y Moncada de Aragón, Juan Pablo de
España Porras, José Casildo
Español , Gregorio
Español , José
Esparragosa y Gallardo, Narciso
Esparza , Juan Miguel de
Esparza , Juan de
Esparza , Miguel Jerónimo de
Esparza y Baygorry, Pedro de
Espejo , Antonio de
Espejo , José
Espejo , Juan Pablo
Espejo , Manuela
Espejo y Cisneros, Bartolomé
Espelíus y Espresy, José Antonio
Espes , Diego de
Espes , Gaspar de
Espés "olim" Fernández de Córdoba y Glimes de Brabante, Francisco Ramón de. Duque de Alagón (I), Barón de Espés
Espiga , Francisco de
Espiga y Gadea, José
Espina , Atilano
Espina y Velasco, Juan de
Espinabete , Felipe de
Espinal , Juan de
Espinar , Alonso de
Espinar , Antonio del
Espíndola y Villavicencio, Luis de
Espinel , Vicente
Espino de Cáceres , Alonso
Espinola , Francisco de
Espinós Navarro, Benito
Espinosa , Alonso de. El viejo
Espinosa , Alonso
Espinosa , Antonio
Espinosa , Antonio José
Espinosa , Diego de
Espinosa , Diego de
Espinosa , Francisco de
Espinosa , Francisco de
Espinosa , Gabriel de. El Pastelero de Madrigal
Espinosa , Gaspar de. El licenciado Espinosa
Espinosa , Gervasio
Espinosa , Isidro Félix de
Espinosa , Jerónimo de
Espinosa , Jerónimo Jacinto. El Zurbarán valenciano
Espinosa , Juan de
Espinosa , Juan de
Espinosa , Melchor de
Espinosa , Miguel de
Espinosa , Miguel
Espinosa , Pedro
Espinosa , Pedro de
Espinosa , Pedro de
Espinosa , Pedro
Espinosa , Pedro de
Espinosa , Pedro de. El Viejo
Espinosa , Rodrigo
Espinosa , Yuste de
Espinosa y Arévalo, Diego de
Espinosa de Contreras y Jústiz, Jerónimo. Conde de Gibacoa (I)
Espinosa Dávalos, Joaquín de
Espinosa Díez, Valeriano de
Espinosa Maldonado de Saavedra y Tello de Guzmán, Miguel. Conde del Águila (II)
