Casamayor de La Coma, María Andresa. Casandro Mamés de La Marca y Araioa
Lerma y Villegas, Francisco José
Leroy de Ville y Cambier, Juan Fernando. Conde de Roydeville (I), en Flandes
Leruela Caja , Sebastián
Lesaca , Juan de
Lescano , Domingo
Letamendi , Agustín de
Letamendi , Francisco Antonio de
Letona y Hurtado, Juan de
Level de Goda, Andrés Aurelio
Leví , Maymón
Leyes , Gregorio de
Leyseca , Estanislao Miguel
Leyton , Juana de
Leyva , Diego de
Lezama y Ochoa, Antonio de
Lezana , Juan Bautista de
Lezana , Luis de. El menor
Lezaún y Tornos, Tomás Fermín de
Lezcano , Juan Gabriel
Lezcano y Velázquez, Francisco. El Vizcaíno
Lezica , Francisco de las Llagas
Lezica , Juan José de
Lezica , Manuel
Lezica y Osamiz, Juan Antonio de
Lezica y Torrezuri, José de
Lezica y Torrezuri, Juan de
Leznes , Alonso de
Lezo y Olavarrieta, Blas de
Lezo y Pacheco, Blas Fernando de. Marqués de Ovieco (I)
Lhermite , Jehan
Li (Heli) , Andrés de
Liaño de Buelna, Alonso
Liaño y Liencres, Francisco Antonio de
Libadote , Juan Pedro
Lidón Blázquez, José
Liébana , Andrés de
Liédena , Miguel de
Liédena , Pedro de
Liédena y Miranda, Carlos de
Liendo , Pedro de
Liendo , Rodrigo de
Liendo y Goicoechea, José Antonio de
Liendo Sobiñas y Salazar, Francisco de
Liermo , Fernando
Ligne , Charles de. Conde de Arenberg (II)
Ligne , Jacques de. Conde de Ligne (I)
Ligne y Glymes, Jean de. Conde de Arenberg (I)
Ligne y Lorena, Claudio Lamoral de. Príncipe de Ligne (III) y de Amblise (III), Conde de Fauquemberg, Marqués de Roubaix, Barón d´Antoing y Príncipe del Sacro Romano Imperio
Ligués Navascués, Pedro Clemente
Lila , Bartolomé de
Lili Idiáquez, Miguel de. Conde de Alacha (IX)
Lili-Idiáquez y Verdugo, Vicente de. Conde de Alacha (en Sicilia)
Limón Montero, Alfonso
Limonta Rodríguez, José Antonio
Limpias , Pedro de
Limpias de Carvajal , Juan
Linage Armengol, Francisco Javier
Linares , Juan
Linares de Butrón, Cristobal
Linares del Castillo, Antonio
Linás Aznar, José
Linaz , Antonio de Jesús María
Lindner Lindental, Luis Fernando
Lindoso , José Cayetano
Liniers y Bremond, Santiago de. Conde de Buenos Aires (I)
Liñán , Diego José
Liñán y Cisneros, Melchor. Conde de la Puebla de los Valles (I)
Liñán y Dolz de Espejo, Pascual Sebastián
Liñán y Morelló, Mariano
Liñán de Riaza, Pedro
Liñares , José Jacobo
Lira y Castillo, Francisco de
Lira Castillo, Manuel Francisco de
Lira Huidobro, Juan de
Liropeya
Lisón , José
Lisón y Viedma, Mateo de. Señor de Algarinejo (I)
Lissa y Guevara, Gil Custodio de
Lista , Ramón
Literes Carrión, Antonio
Lixalde (o Lexalde o Lijalde) , Francisco de
Lizana , Bernardo de
Lizana , Francisco de
Lizana y Beaumont, Francisco Javier
Lizarazu , Juan de
Lizarazu , Martín de
Lizardi , Julián de
Lizardi Sorarrain, José de
Lizargárate , Pedro de
Lizárraga , Reginaldo de
Lizaso Azcune Beriztain, Domingo de
Lizaur , Francisco de
Lízola , Juan Martín
Lizuáin , Francisco
Lizuáin Vicente, Francisco
Lizundia y Odria de Echevarría, Domingo de. Marqués del Real Agrado (I)
Llabres , José
Llácer Valdermont, Francisco
Lladós , Ramón
Llaguno y Amírola, Andrés de
Llaguno y Amírola, Eugenio de. Elpino, Patricio de España
Llamas , Jerónimo de
Llamas y Molina, Sancho de
Llamas y Rivas, Juan José de
Llambí , Francisco Toribio
Llamosas , Lorenzo de las
Llampillas , Francisco Javier. N. N.
Llanas , Ramón de las
Llançol de Romaní y Exarch, Francesc
Llanderal y González de Haro, Hermenegildo
Llaneras Amengual, Antonio
Llanes y Argüelles, Alonso Marcos
Llanes Campomanes, Juan. Juan de la Anunciación
Llanes Guimat, Pablo de
Llano , Juan del
Llano y de la Cuadra, José Agustín. Marqués de Llano (I)
Llano y de la Cuadra, Sebastián. Conde de Santafé (I)
Llano Nájera, Andrés
Llano Nájera, Manuel de
Llano y Parreño, Fernando de. Marqués de Llano (II)
Llano Ponte, Rafael
Llano Ponte y Oviedo del Portal, Nicolás de
Llano y Valdés, Alonso de
Llano y Valdés, Félix de
Llano de Valdés, Juan de
Llano Zapata, José Eusebio
Llanos , Cebrián de los
Llanos , Diego de
Llanos , García de
Llanos , Hernando de
Llanos Gutiérrez, Valentín de
Llanos Valdés, Sebastián
Llanza y de Valls, Jaime de
Llanza de Valls Perpintiey Hurtado de Mendoza, Rafael de
Llarena y Franchi, Fernando
Llauder Camín, Manuel de. Marqués del Valle de Rivas (I)
Llavallol y del Riú, Jaime
Llavata , Miquel
Llave y Marqueli, Rafael de la
Llave Valdés, Vicente de la
Lledó , Joan
Llerena , Cristóbal de
Llerena , García de
Lletget y Pérez del Olmo, Diego Genaro
Llinás Fita, Pedro
Llitrà , Pere
Llobet , Francisco
Llobregat y Carchena, José
Llong , María Lorenza
Llop , Bernardo
Llop Lleonart, Josep
Llop Muñoz, Fulgencio
Llop Muñoz, Salvador Mateo
Llop Sansano, Joaquín
Llopis Latorre, José. José Llopis Meseguer
Llópiz , José
Llorenç , Pere
Llorens , Isidro
Llorens , Joan
Llorens , Miquel Ángel
Llorens y Peguera, José Ignacio de
Llorente , Andrés
Llorente , Francisco Javier
Llorente , Jerónima
Llorente , José
Llorente , Juan José
Llorente , Mariano
Llorente y García, Bartolomé
Llorente González, Juan Antonio
Llorente Pastor, Manuel
Lloret , Jerónimo
Lloret , Mateu
Lloret y Martí, Antonio
Lloveras , Antonio
Llovet , Francisco
Llovet Pérez, Tomás
Lluch Fuertes, Vicente
Llull , Romeu
Llull y Cases, Antonio
Llupiá de Pagès-Vallgornera, Gabriel de. Señor de la Vall de Conat
Llupià y Roger, Joseph de
Llupià de Saragossa, Gabriel de. Señor de Vall de Conat
Loaces , Fernando de
Loaisa Calderón, Juan de
Loaísa y Mendoza, García de
Loarte , Alejandro de
Loarte , Gaspar
Loaysa , Alvar de
Loaysa , García Jofre de
Loaysa , Iñigo de
Loaysa y Carvajal, Jerónimo de
Loaysa Chaves, Juan Baltasar
Loaysa y Girón, García de
Loayza , Martín de
Loayza Bernardo de Quiroz, Diego
Loayza Pacheco, José Ramón de
Lobato , Diego de
Lobato del Canto , Francisco
Lobato de Sosa Yarucpalla, Diego
Lobato Ximénez de Ocampo Suárez y Rivero, Francisco
Lobera , Atanasio de
Lobera , Juan de
Lobera de Ávila , Luis
Lobera Torres, Ana. Ana de Jesús
Lobera Vivar, Juan
Lobie , Jorge
Lobo , Manuel
Lobo de Borja, Alonso
Lobo Campos, Jerónimo
Lobo y Campos, Manuel
Lobo Guerrero, Bartolomé
Lobo Lasso de la Vega, Gabriel
Lobo de Meneses, María. María de la Visitación
Lobo Rodríguez, Eugenio Gerardo. Capitán Coplero
Lobón , Alonso
Locquet , Jean Antoine. Vizconde de Hombeek
Loffredo , Sigismondo
Löfling , Pehr
Lofrasso , Antonio de
Logrosán , Martín de
Loinaz Torres, Francisco de
Lois Monteagudo, Domingo Antonio
Loizaga Vildósola, Casimiro
Loja , Fray Francisco de
Loma Puertocarrero, Luis de
Lomas Cantoral, Jerónimo de
Lombardero , Juan Antonio
Lombardo Alvarado, José Santos
Lombardo de Tejada, Manuel José
Lombide Mezquía, Juan Andrés de
Lomelín , Ambrosio
Londoño , Sancho de
Longa , Lucas de
Longás , Tomás
Longecombe , Antoine Baltazar de. Marqués de Thouy
Longueval , Charles Bonaventure de. Conde de Gratz (I) y Barón de Rosemberg
Loo , Louis-Michel van
Lope y Aguilar, Tadeo
Lope de Vega y Luján, Marcela. Marcela de San Félix
Lope Vel Lupo, Juan
Loperráez Corvalán, Juan
Lopes Pinto, Francisco
Lopetedi y Garciarena, Agustín de
López , Alonso. El Pinciano
López , Ambrosio
López , Andrés
López , Andrés
López , Andrés
López , Andrés
López , Basilio Antonio
López , Cristóbal
López , Cristóbal
López , Cristóbal
López , Diego. Hernando Abenabó, Abencillo
López , Diego. El Mudo
López , Diego
López , Domingo
López , Eugenio
López , Francisco
López , Francisco
López , Francisco
López , Francisco
López , Francisco
López , Gabriel
López , Gabriel. Chinita
López , Gregorio
López , Gregorio
López , Isidro
López , Jerónimo
López , Jerónimo. El Viejo
López , Jerónimo Simón
López , José
López , Juan
López , Juan
López , Juan Crisóstomo
López , Juan de Dios
López , Juan Francisco
López , Juan Pedro
López , Julián
López , Lázaro
López , María
López , Martín
López , Martín
López , Nicolás
López , Pedro
López , Ramiro
López , Román
López , Salvador
López , Tomás
López Acevedo, Miguel
López de Adán y González, Francisco
López Aguado , Antonio
López de Aguilar , Francisco
López de Aguirre Blancaflor, Juan
López de Agurto Pérez de la Torre, Pedro. Fray Pedro de Santiago
López de Alcaraz, Diego
López Altamirano, Juan Antonio
López de Andrade, Alonso
López de Andrade, Diego
López de Andrade, Domingo Antonio
López y Andreu, Miguel
López Araujo, Manuel Francisco
López de Arenas, Diego
López de Arriaga, Antonio
López de Arrieta, Pedro
López Arroyo, Andrés
López de Ayala , Diego
López de Ayala , Diego. Señor de Cebolla y Villalba
López de Ayala , Ignacio. Bachiller Gil Porras de Machuca. Cosme Berruguete y Maza. Fulgencio de Rajas y Peñalosa. Ignacio de Ayala
López de Ayala , Pedro. Conde de Fuensalida (II)
López de Ayala , Pedro. Conde de Fuensalida (III)
López de Ayala , Pedro. Conde de Fuensalida (IV)
López de Ayala y Velasco, Antonio. Conde de Fuensalida (IX)
López de Ayala y Velasco, Bernardino. Conde de Fuensalida (VII), Conde de Colmenar de Oreja (I)
López de Azoca, Luis
López y Baena, Antonio
López Ballesteros, Francisco
López Ballesteros, Luis
López de Baños y Monsalve, Miguel
López de Belorado, Juan
López de Bonilla, Gabriel
López de Bruna y Ahumada, Bartolomé de
López Bueno, Diego
López Bustamante, Guillermo
López Caballero, Andrés
López de Calatayud y Sandoval, Antonio
López Camacho, Alonso
López de la Cámara Alta, Agustín
López del Campo , Fernán
López de Cangas , Mateo de
López Cantillo, Juan. Juan del Barco
López Cañamares, Andrés
López Cañedo, Pedro
López Caparroso, Juan. El Pinciano
López Capillas, Francisco
López de Caravantes , Francisco
López de Cárdenas , Fernando José. El cura de Montoro
López de Cárdenas , García
López de Cárdenas Zapata, Íñigo
López de Carrizosa y Zarzana, Felipe
López Carvajal, Clemente
López Carvajal, Pedro Andrés
López de Carvajal y Novoa, Domingo. Marqués de Atalaya Bermeja (I)
López de Carvajal y Sande, Bernardino
López Castañón, Diego
López y Castro, Francisco
López de Castro , José Julián
López de Cepeda , Juan
López Cepero y Ardila, Manuel
López Cerraco, Cayo José. Marqués de Encinares (I)
López de Cerrato , Alonso
López Cogolludo, Diego
López Conejo, Francisco
López de Córdoba , Antonio
López de Corella , Alonso
López Coronel, Íñigo
López del Corral y Arburola, Tomása Joaquina
López Crespo, Félix Máximo
López Crespo, José
López de Cuéllar y Vega, Juan
López Cueto, Sebastián
López de Dicastillo , Mateo de. Conde de la Vega del Pozo (I)
López de Dicastillo y Azcona, Francisco de
López de Dicastillo y Azcona, Miguel
López Durango, Eugenio
López de Echaburu y Alcaraz, José. Alcaraz
López Echazarreta, Mateo
López Enguídanos y Perlés, José
López Enguídanos y Perlés, Tomás
López Enguídanos y Perlés, Vicente
López de Escoriaza , Fernán
López Escribano y Cárdenas, Tiburcia Valeriana
López de Espinoza, Juan
López de Ezeyza, Isidro
López y Fernández de Angulo, Ramón
López Fernández de Córdoba, Jorge
López de la Flor, Juan
López Florín, Pedro
López Freire, Juan. El mayor
López Freire, Juan. El menor
López de Fuentes , Pedro
López Galván, Juan
López Galván, Juan
López de Gamboa, Benito
López García, Roque
López García, Simón
López Gascón, Francisco. El demonio de los Andes
López Generés, Miguel Dámaso
López de Gómara , Francisco
López Gonzalo, Victoriano
López Gosseaume, Tomás Mauricio
López de Guadalupe , Antonio
López Guijarro, José
López de Gurrea, María. La Ricahembra. Condesa de Ribagorza (II)
López de Gurrea y Jiménez de Cerdán, Baltasar. Conde del Villar (II)
López de Haro , Damián
López de Haro , Diego. Señor de El Busto y Rivilla (VI), de Sorbas, Lobrín y de El Carpio (IX)
López de Haro Moreno, Gonzalo
López de Haro Sotomayor y Portocarrero, Diego. Marqués del Carpio (I)
López Herrranz, Victorino (Victoriano)
López Higuera, Ángel
López de Hinojosos , Alonso
López de Hoyos y de Santiago, Juan
López de la Huerta, Ventura
López de la Huerta y Olivares, José
López Insfrán, Carlos Antonio
López de Iturgoyen , Martín
López de Jerez , Francisco
López Juana Pinilla, José
López de Lazcano , Juan de
López de Legazpi , Miguel
López de León , Pedro
López de Lerena y de Cuenca, Pedro. Conde de Lerena (I)
López de la Linera, José Cleto
López Lisperguer, Francisco
López Lisperguer, José
López López, Joaquín María
López y López, José María
López López de Torre, Blas Domingo
López de Lugo, Pedro
López Madera, Gregorio
López Madera, Gregorio
López de Mardones, Íñigo
López de Marieta, Pedro
López Martínez, Juan Luis. Marqués del Risco (I)
López de Medina Sidonia, Alonso
López Mejía, Germán
López de Mendizábal, Gregorio
López de Mendoza, Íñigo. Conde de Tendilla (I), Señor de Sangarro
López de Mendoza , Íñigo. Marqués de Mondéjar (III), conde de Tendilla (IV)
López de Mendoza y Manrique, Iñigo. Marqués de Almenara (I)
López de Mendoza y Montilla, Antonio
López de Mendoza y Pons, Agustín. Conde de Robres, Barón de Sangarrén
López de Mendoza y Quiñones, Íñigo. Marqués de Mondéjar (I), conde de Tendilla (II)
López Mesía, Juan Luis. Marqués del Risco (II)
López de Mezquia y Díaz de Arrizala, José Antonio
López de Montoya, Pedro
López de Morla y Virués de Segovia, Diego Antonio. Conde de Villacreces (I)
López de Morla y Virués de Segovia, Margarita
López de la Mota Padilla, Matías Ángel
López de Nuceda , Gaspar. López Canario
López Nuño y Aldea, Cristóbal
López de Ontiveros, Martín
López Ortega, Diego
López de Ortega, Juan
López de Osornio , Clemente
López de Osornio de Ortiz de Rosas, Agustina Teresa
López Ossorio, Juan
López de Otálora, Sancho
López Pacheco , Juan. Marqués de Villena (XI), Duque de Escalona (XI)
López Pacheco Acuña Manrique de Lara Silva Girón y Portocarrero, Mercurio Antonio. Marqués de Villena (IX)
López Pacheco Cabrera y Bobadilla, Diego Roque. Marqués de Villena (VII), Duque de Escalona (VII)
López Pacheco y Portocarrero, Diego. Duque de Escalona (II), Marqués de Villena (II), Conde de Xiquena (II), Señor de Belmonte y del Infantado
López de Padilla , Gutierre. Señor de Mejorada
López de Padilla , Gutierre
López de Padilla, Pedro. Señor de Calatañazor, Santa Gadea, Sotopalacios y Villaveta
López del Pan Méndez Román, José Salvador
López Pelegrín Martínez, Ramón
López de Peñalver y de Sayas, Juan
López Pérez, José Severo
López-Pintado y Almonacid, Manuel. Marqués de Torre Blanca del Aljarafe (I)
López Piquer, Bernardo
López del Plano , Juan Francisco. Juan Francisco del Plano
López Portaña, Vicente
López Portillo, Francisco de
López de Prado, Blas de
López de la Puerta , Diego
López de Quecedo, Juan
López Quílez, Marcial Antonio. Barón de La Joyosa (I)
López Quintana, Antonio
López Quintanilla, Diego
López de Quiroga, Antonio
López Rayón, Ignacio
López de Reta , Agustín
López de Ribera, Pedro
López de Rivera, Diego
López de Robredo , Juan
López de Rojas, Eufrasio
López Royo, Francisco
López de Rubiños, Alonso (o Ildefonso)
López de Salazar, Felipe
López Salceda, Julián
López de Salcedo, Diego
López de Salcedo y (Álvarez) Manrique, Diego
López Sánchez, Antonio. El obispo Calderón
López de Sarriá, Nicolás
López de Sedano, José
López de Sedano , Juan José. Patricio Bueno de Castilla. Juan María Chavero y Eslava
López de Segovia, Juan
López de Segovia, Pedro
López de Segura , Ruy
López Sicilia, Joaquín
López Soler, Ramón. Lopecio, Lopecio Tilino, L. S. y Gregorio Pérez de Miranda
López de Solís , Francisco
López de Solís , Luis
López Sopeña, Antonio
López de Suero, Gaspar
López de Sustaete, Luis
López Tamarid, Francisco
López de Tejada , Manuel
López de Toledo, Diego. Señor de Mejorada, Cervera y Segurilla (IX)
López de Toledo, Diego
López Tormaleo, Juan
López de Torre, José
López de la Torre Ayllón y Bustos, José
López de Úbeda , Francisco
López de Úbeda, Juan
López de Ulloa, Ignacio
López de Uriola, Narciso
López de Urquizu, Martín
López de Urraca, Francisco
López de Urrelo y Atocha, Domingo
López Ursino y Orbaneja, Fernando
López Vaamonde, Antonio
López Vadillo, Juan
López Valdés, José Hilario
López del Valle, Pedro
López del Valle Alonso, Antonio
López de Vargas Machuca, Tomás
López de Vega , Antonio
López y de Vega, Antonio
López de Velasco , Juan
López de Velasco, Sebastián
López Vides, Gabriel
López de Villalobos , Francisco
López de Villalobos , Ruy
López de Vinuesa, Juan
López de Vivero , Juan. Juan López de Palacios Rubios
López de Yanguas , Fernán
López de Zamora , Pedro
López de Zárate , Francisco. "El poeta de la rosa"
López de Zárate, Francisco Manuel
López de Zárate, Juan
López de Zárate y Álvarez de Medina, Ignacio. Marqués de Villanueva de la Sagra (II)
López de Zárate y Álvarez de Medina, Juan Antonio. Marqués de Villanueva de la Sagra (I)
López de Zárate y Balaguer, Iñigo
López de Zúñiga , Diego
López de Zúñiga , Francisco. Marqués de Baides (IV), conde de Pedrosa
López de Zúñiga Mendoza Sotomayor, Alonso Diego. Duque de Béjar (VIII)
López de Zuñiga Mendoza Sotomayor y de Castro Portugal, Juan Manuel Diego. Duque de Béjar (XI)
López de Zuñiga Mendoza Sotomayor y de Silva, Manuel Diego. Duque de Béjar (X)
López de Zúñiga Sotomayor y de Castro Portugal, Joaquín Diego. Duque de Béjar (XII)
López de Zúñiga Sotomayor y de Guzmán, Alonso Diego. Duque de Béjar (VI)
López de Zúñiga Sotomayor y de Mendoza, Francisco Diego. Duque de Béjar (V)
López de Zúñiga Sotomayor y de Mendoza, Francisco Diego. Duque de Béjar (VII)
López de Zúñiga y Velasco, Diego. Conde de Nieva (IV)
Lorca , Pedro de
Lorea , Isidro
Lorea Amezcua, Antonio de
Lorena , Claudio de. Duque de Guisa (I), en Francia
Lorena , Enrique de. Duque de Guisa (III), en Francia. Le Balafré
Lorena , Francisco de. Duque de Guisa (II), en Francia
Lorena , Juan de. Duque de Lorena, Duque de Calabria
Lorena , Juan de
Lorena-Elbeuf , Enrique de. Conde de Harcourt, en Francia
Lorente y Asensi, Vicente Alfonso
Lorente Germán, Bernardo
Lorenz de Rada y Arenaza, Francisco. Marqués de las Torres de Rada (I)
Lorenzana , Baltasar
Lorenzana , Luis de
Lorenzana , Marcial de
Lorenzana y Butrón, Francisco Antonio de
Lorenzana y Butrón, Tomás de
Lorenzana y Heredia, Jacinto Roque
Lorenzo , Juan
Lorenzo de Brindis , San
Lorenzo Oterino, Manuel
Lorenzo Palmireno, Juan
Lorenzo de Santa Rosa . Fray Lorenzo de Santa Teresa
Lorichs , Gustaf Daniel
Lorieri , Miguel Jerónimo
Lorieri y Zabalo, Miguel Joaquín. Marqués de Roda (II)
Lóriga y Reguera, Domingo Antonio
Loriga y Reguera, Juan
Loris , Juan Dimas
Lorraine , Charles Henri de. Príncipe de Vaudemont
Losa Ávila y Palomares, Gregorio de
Losada , Juan Alonso de. Conde de Valdeláguila (II)
Losada , Juan Cayetano
Losada , Luis de
Losada , Sancho de. Conde de Bornos (V)
Losada Flórez, Lucía
Losada y Pardo de Figueroa, Francisco Javier. Conde de Maceda (XIII), Conde de San Román (VI)
Losada Quiñones, Luis de
Losada y Quiroga, Diego de
Losada Sotomayor, Luis Antonio de
Lotzen de Roben y Verboom, Enrique Luis de. Marqués de Roben
Loygorri , Bernardo
Loyola , Blasco de
Loyola y Mallea, Martín Ignacio
Loyola Mandes, Baldassare. Mohamed Attazi
Loyola y Oyanguren, Ignacio de. Marqués de la Olmeda (II). Tomás de Erauso y Zabaleta. Íñigo
Loyola y Veno del Rey, Fernando Antonio Carlos de. Marqués de la Olmeda (I)
Loyola y Vergara, Francisco
Loyzaga Pérez, Pedro Casto Secundino de
Lozano , Cristóbal
Lozano , Cristóbal
Lozano , Diego
Lozano , Domingo
Lozano , Jorge Tadeo
Lozano , José Salvador
Lozano , Pedro
Lozano , Sebastián
Lozano , Tomás
Lozano y Blasco, Saturnino
Lozano y Casela, Pablo
Lozano Lozano, Juan
Lozano y Peralta, Jorge Miguel
Lozano y Santa, Juan
Lozano de Torres , Juan Esteban. Marqués de Casa Lozano (I)
Lozella , Francisco de
Luard Falconier, Enrique
Lubet y Rosell, Juan Manuel
Lubiano , Francisco de
Luca , Esteban José de
Luca , Jerónimo
Lucas , Francisco
Lucas , Juan. Botero el Joven
Lucas , Juan. Botero el Viejo
Lucas del Espíritu Santo , San
Luccini , Francisco
Lucena , Francisco de
Lucena , Juan
Lucena , Juan de
Lucena , Luis de
Lucena
Lucero , Doctor
Lucero , Juan Lorenzo
Lucio , Isidro
Lucio Espinosa y Malo, Félix de
Lucio Lucero, Diego
Lucuce y Ponte, Pedro
Lucus , Manuel. Manolín
Ludeña , Antonio
Ludovisi , Nicolás. Príncipe de Piombino y de Venosa
Lué y Riega, Benito de
Luengo de Alderete, Matías
Luengo Pérez, Alonso. Alonso de Méntrida
Luengo Rodríguez, Manuel
Lugo , Francisco de
Lugo , Juan de
Lugo , Lorenzo de
Lugo Albarracín, Pedro
Lugo y Bobadilla, Álvaro de. Señor de Foncastín, Valverde y Villalba de Adaja
Lugo Coronado y Hierro, Felipe Antonio de
Lugo y Dávila, Francisco
Lugo y Molina, Estanislao
Lugo y Molina, José de
Lugo y Navarra, Pedro de
Luis I de España
Luis Bertrán , San
Luis Bertrán Eixarch , Beato
Luis de Granada, Fray
Luis de León , Fray
Luisa Isabel de Orleans
Luisa María Francisca de Guzmán. Duquesa de Braganza (VIII)
Luján , Antón
Luján , Gabriel de
Luján , Micaela de. Camila Lucinda, Lucinda o Lucinda serrana
Luján , Pedro de
Luján , Pedro
Luján y Arce, Juan Francisco de. Señor de las villas de la Elipa y Canaleja
Luján Enríquez, Luis de
Luján y Luján, Francisco de
Luján Miguel-Romero, Francisco de
Luján Pérez, José
Luján y Ruiz, Manuel Mateo
Luján y Silva, Fernando Lázaro de. Marqués de Almodóvar del Río (V)
Luján y Vedía, Juan de
Lumbides , Lope de
Lumbier , Lope de
Lumbier , Raimundo
Luna , Álvaro de
Luna , Egidio o Gil de
Luna , Francisco de
Luna , Gaspar de
Luna , Jaime de
Luna , Jerónimo de
Luna , Juan de. Señor de la baronía de Purroy
Luna , Juan de
Luna , Juan de
Luna , Maestro de los
Luna , Miguel de
Luna , Rodrigo de
Luna y Arellano, Miguel de
Luna y Arellano, Tristán de
Luna y Arias, José de
Luna y Enríquez de Almansa, Antonio de. Señor de Huétor-Tájar (III), Conde de Fuentidueña (I)
Luna Pizarro, Francisco Javier de
Luna Portocarrero y Mascarenhas, Antonio Francisco de. Conde de Obedos (III), marqués de Castrofuerte (IV)
Luna y Rojas, Sancho de
Luna y Sarmiento, Álvaro de
Luna Victoria y Castro, Francisco Javier de
Luque , Hernando de
Luschner , Juan
Luxán , Antonio de
Luyando y Beltrán, Ruperto Vicente de
Luyando Díez, José de
Luz , Rafael
Luz Fernández, Rodrigo de
Luzán Claramunt de Suelves y Gurrea, Ignacio de. El Peregrino, Egidio Menalipo, Iñigo de Lanuza, Ignacio Philalethes.
Luzán Martínez, José
Luzuriaga , Plácido
Luzuriaga , Toribio de
Luzuriaga Eguino, José de
Lynce de Verástegui , Pedro
Lynch , Estanislao José Antonio
Lynch , Justo Pastor
Lynch , Ricardo
Macanaz , Melchor Rafael de
Macanaz y Macanaz, Pedro
Macazaga , Jorge
Macdonnell y de Gonde, Enrique
Macé de la Gravelais, Claudio
Machado , Antonio
Machado , Gonzalo
Machado de Chávez, Pedro
Machado Fiesco y Salcedo, Justo Germán
Machado Fiesco y Yáñez, Francisco Javier
Machado Mayo, Benigno
Machado Núñez de Carvajal, Hernando
Machín Ayuso, José Ignacio
Machón y Martínez de Mollinedo, Francisco Manuel
Machoni , Antonio
Machuca , Luis
Machuca , Pedro
Machuca , Pedro
Machuca de Haro, María
Machuca de Suazo, Diego
Machuca y Vargas, Manuel
Maciá de Lleopart, Ramón
Macías Marrón, Francisco
Maciel , Francisco Antonio. El padre de los pobres
Maciel , Juan Baltasar
Macip , Juan. Juan de Juanes
Macip , Vicente
Macip Astor, Miquel
Macip Comes, Vicente. Vicente Joanes
Madan y Grant, Domingo
Madariaga , Juan de
Madariaga , Lorenzo de
Madariaga , Pedro
Madariaga , Pedro de
Madera , Juan de Dios
Madrazo y Agudo, José de
Madrid , Alonso de
Madrid , Fernando Antonio de
Madrid , Francisco
Madrid , Francisco de
Madrid , Luis de
Madrid , Nicolás de
Madrid y Luna, Manuel de
Madrigal , Alvaro de
Madrigal , Cristóbal
Madrigal , Juan Bautista de
Madrigal , Pedro
Madriz Cervantes, Juan de los Santos
Madriz Linares, Francisco de la
Madux (o Maduz)
Maea , José
Maella Pérez, Mariano Salvador
Maeso , Ángel
Maestre , Francisco Javier
Maestre , Pedro
Maestre y Fuentes, Antonio
Maestro , Matías
Maeztu , Francisco de
Magadán y Gamarra, Juan Cirilo
Magalhaes , Fernando de
Magallanes , Fernando de
Magallón , Lorenzo de
Magallón y Andrés, Fernando de
Magallón y Armendáriz, José María. Marqués de San Adrián (VIII), Marqués de Castelfuerte, Señor de Monteagudo
Magallón y Beaumont de Navarra, Joaquín de. Marqués de San Adrián (I), Señor de Monteagudo (XII) y San Adrián (X)
Magallón y Magallón, Francisco de. Marqués de San Adrián (VI)
Magallón y Mencos Ayanz de Navarra, José María. Marqués de San Adrián (VII)
Magaña Calvo, Pedro
Magariños y Ballinas, Mateo
Magarola , Jeroni de
Magarola , Juan
Magarola , Miguel Juan
Magarola y de Grau, José de
Magaz Cabezas, Antonio
Magdalena de la Cruz
Magdalena García de Villouta, José Bruno. Conde de Villapún (I)
Magdalena de San Jerónimo
Magdaleno Haedo, José
Maggio , Francesco María
Magí y Gómez, Raimundo Melchor
Maglia , Antonio
Magnin , Juan (Joannes)
Magro y Zurita, Santiago. Jacobo Magro
Maguna Echezarreta, Joaquín
Mahamud , Manuel
Mahony Moriarthy (o McCarthy), Daniel. Conde de Mahony (I)
Mahony y Weld, Demetrio Jorge. Conde de Mahony (II)
Mahy Martín, Nicolás
Mai , Miguel
Maier , Domingo
Maillé de Brézé du Plessis, Jean-Armand de
Maillé-Brézé de Thévalle, Urbain de. Marqués de Brezé (I), en Francia
Maíno , Juan Bautista
Mainoldi , Giacomo
Maiques i Pérez, Miguel
Máiquez Rabay, Isidoro
Mairal Castillón, Gaspar
Maître de Bay, Alejandro. Marqués de Bay (I)
Majo Pérez, Antonio
Major , Miguel
Mal Lara, Juan de
Malabia , José Severo Feliciano
Malaguilla , Juan de
Malasaña Oñoro, Manuela
Malaspina y Meliluppi, Alessandro
Malats Codina, Segismundo
Malavila y Carbó, Salvador de
Maldonado , Alonso
Maldonado , Alonso
Maldonado , Angel
Maldonado , Antonio
Maldonado , Baltasar
Maldonado , Diego
Maldonado , Diego. El rico
Maldonado , Diego de
Maldonado , Francisco
Maldonado , Francisco
Maldonado , Gonzalo
Maldonado , Gonzalo
Maldonado , José
Maldonado , José María
Maldonado , Juan
Maldonado , Juan de
Maldonado , Juan
Maldonado , Melchor
Maldonado de la Barrera, Pedro
Maldonado de Buendía, Juan
Maldonado Cabrera, Miguel Mateo
Maldonado López, José Máximo
Maldonado Ordóñez de Villaquirán, Juan de
Maldonado Pimentel, Pedro. Señor de Babilafuente
Maldonado de Salazar, Agustín Félix
Maldonado Sánchez Romero, Tomás
Maldonado y Sotomayor, Pedro Vicente
Maldonado y Torres, Alonso
Maldonado Verdesoto, Luis
